N	3gram	Vinokur_Ku_1	Marksizm
1	с точки зрения	9	13
2	не может быть	3	10
3	по отношению к	8	8
4	то же время	2	8
5	в то же	2	8
6	в связи с	3	7
7	для того чтобы	15	6
8	в том что	15	6
9	в самом деле	7	5
10	в свою очередь	3	5
11	в большинстве случаев	1	5
12	смысле этого слова	1	4
13	и того же	2	4
14	и пр и	1	4
15	в русском языке	4	4
16	на самом деле	2	4
17	той или иной	1	4
18	одного и того	2	4
19	если бы он	1	3
20	в отличие от	1	3
21	до сих пор	4	3
22	и не в	1	3
23	одно и то	1	3
24	с одной стороны	1	3
25	и то же	1	3
26	отсюда следует что	2	3
27	о том что	5	3
28	к тому что	2	3
29	пр и пр	1	3
30	в противном случае	1	2
31	более или менее	3	2
32	том что он	4	2
33	того или иного	3	2
34	в зависимости от	5	2
35	в собственном смысле	1	2
36	по крайней мере	5	2
37	отнюдь не является	1	2
38	ни в какой	1	2
39	во всяком случае	5	2
40	слова и не	1	2
41	в соединении с	1	2
42	собственном смысле слова	1	2
43	язык как система	1	2
44	то же слово	1	2
45	хотя бы в	4	2
46	на то что	2	2
47	это речь в	1	1
48	в сочетании с	1	1
49	на том что	1	1
50	что иное как	1	1
51	истории языка и	1	1
52	на данном языке	1	1
53	язык живет и	2	1
54	в какой мере	1	1
55	о так называемой	1	1
56	прежде всего на	1	1
57	чуть ли не	2	1
58	а вовсе не	1	1
59	языке как о	1	1
60	не говоря уже	1	1
61	только в контексте	1	1
62	в соответствии с	3	1
63	в этом случае	2	1
64	же касается до	1	1
65	в живой речи	1	1
66	следует что и	1	1
67	для себя и	1	1
68	тот или иной	1	1
69	есть в сущности	1	1
70	сами по себе	1	1
71	в истории языка	1	1
72	от этого не	1	1
73	в первую очередь	2	1
74	может быть как	1	1
75	забывать что это	1	1
76	а может быть	1	1
77	в этом отношении	5	1
78	история языка таким	1	1
79	но они не	1	1
80	всяком случае все	1	1
81	рано или поздно	2	1
82	том что не	1	1
83	то что обычно	1	1
84	речи и не	1	1
85	так или иначе	2	1
86	и тогда когда	3	1
87	лишь в той	1	1
88	в данный момент	1	1
89	до конца и	1	1
90	и на все	1	1
91	языка и что	1	1
92	не только в	1	1
93	к вопросу о	1	1
94	что в этих	1	1
95	только тогда начинается	1	1
96	тем не менее	4	1
97	в лице так	1	1
98	во всех этих	1	1
99	на первых порах	1	1
100	а с другой	3	1
101	свой родной язык	1	1
102	само по себе	1	1
103	с другой стороны	6	1
104	как раз эта	1	1
105	в сущности с	1	1
106	языка таким образом	1	1
107	таким образом в	1	1
108	так и в	2	1
109	тесной связи с	1	1
110	этого слова и	1	1
111	с тем что	1	1
112	речи и как	1	1
113	если бы в	1	1
114	грамматики и стилистики	1	1
115	слова как они	1	1
116	не что иное	1	1
117	и в особенности	1	1
118	то что его	1	1
119	но все же	2	1
120	данного языка в	1	1
121	в дневнике писателя	1	1
122	в данном отношении	2	1
123	друг от друга	1	1
124	но во всяком	1	1
125	с языком как	1	1
126	то что они	1	1
127	этого не меняется	1	1
128	лицом к лицу	1	1
129	свидетельствует о том	1	1
130	всех этих случаях	1	1
131	языка сводится к	1	1
132	они не имеют	1	1
133	является как бы	1	1
134	мы можем дать	1	1
