N	3gram	Vygotskiy__4	slovoVRo
1	не может быть	1	15
2	в отличие от	2	12
3	в этом случае	3	6
4	с одной стороны	9	5
5	по отношению к	1	4
6	в зависимости от	1	4
7	но все же	1	4
8	в том что	31	4
9	с точки зрения	11	3
10	в этом отношении	7	3
11	в собственном смысле	7	3
12	между словом и	2	3
13	одной стороны и	2	3
14	в свою очередь	2	2
15	а также и	1	2
16	до сих пор	1	2
17	на каждом шагу	6	2
18	и в истории	1	2
19	не только в	1	2
20	тот факт что	1	2
21	не могут быть	2	2
22	во всяком случае	3	2
23	мышления и речи	1	2
24	как уже сказано	4	2
25	в связи с	3	2
26	как мы уже	3	2
27	для того чтобы	5	2
28	это не может	1	1
29	мы говорим о	1	1
30	в какой мере	1	1
31	в одном слове	1	1
32	том что в	1	1
33	становится таким образом	1	1
34	далеко не все	1	1
35	как один из	1	1
36	и даже не	1	1
37	в этих случаях	1	1
38	в том числе	2	1
39	том что он	1	1
40	не может не	2	1
41	и не только	2	1
42	предмет таким образом	1	1
43	на первый план	4	1
44	что слово в	1	1
45	зависимости от этих	1	1
46	в новые и	1	1
47	но и в	2	1
48	между тем как	3	1
49	стоит и падает	1	1
50	том числе и	2	1
51	на то что	4	1
52	чем перейти к	1	1
53	в действии и	1	1
54	в процессе развития	1	1
55	порождать из себя	1	1
56	в той же	1	1
57	что он не	1	1
58	и как мы	1	1
59	и самое слово	1	1
60	таким образом на	1	1
61	тогда когда это	1	1
62	параллельно с этим	1	1
63	все более и	2	1
64	мы уже говорили	2	1
65	действительность при этом	1	1
66	лежащую в основе	1	1
67	в целом ряде	2	1
68	с другой стороны	8	1
69	только с помощью	1	1
70	прежде чем перейти	1	1
71	мы видели что	2	1
72	тем не менее	1	1
73	о том что	3	1
74	конкретного к абстрактному	1	1
75	в научном мышлении	1	1
76	друг к другу	1	1
77	между этими двумя	2	1
78	с ним но	1	1
79	как и в	1	1
80	мы можем сказать	1	1
81	с самого начала	1	1
82	не только не	5	1
83	каждом шагу в	2	1
84	тем и другим	1	1
85	более и более	2	1
86	речь идет о	3	1
87	для этого необходимо	1	1
88	и ту же	1	1
89	образов с одной	1	1
90	тех или иных	1	1
91	в русском языке	1	1
92	одну и ту	1	1
93	отличие от второй	1	1
94	мы увидим что	1	1
95	как мы видели	2	1
