N	2gram	Propp_Isto_3	Problemy
1	и в	22	43
2	и не	12	29
3	т е	16	26
4	может быть	11	23
5	как бы	1	22
6	не может	4	18
7	в пределах	4	16
8	как и	3	14
9	но и	12	14
10	и т	16	13
11	в этом	17	13
12	точки зрения	2	13
13	что он	9	13
14	в нем	9	12
15	в одном	2	12
16	не только	14	11
17	не в	4	11
18	по себе	1	11
19	и на	4	10
20	но в	10	10
21	как мы	8	10
22	в его	3	10
23	прежде всего	3	10
24	еще не	10	9
25	он не	5	9
26	никогда не	3	9
27	в большинстве	1	9
28	то же	6	8
29	с точки	1	8
30	и его	4	8
31	большинстве случаев	2	8
32	или в	11	8
33	перед нами	1	7
34	к себе	1	7
35	в то	2	7
36	и сам	1	7
37	в другом	2	7
38	в него	2	7
39	до сих	5	7
40	а не	6	7
41	о себе	3	7
42	что же	1	7
43	сих пор	5	7
44	то что	7	7
45	при этом	2	6
46	не как	1	6
47	в этих	11	6
48	здесь не	3	6
49	в том	9	6
50	в котором	2	6
51	у него	3	6
52	и все	3	6
53	самом деле	1	5
54	и он	2	5
55	но не	7	5
56	по отношению	2	5
57	хотя и	2	5
58	все эти	4	5
59	на то	1	5
60	да и	2	5
61	таким образом	10	5
62	и с	4	5
63	было бы	3	5
64	у меня	5	5
65	но здесь	1	5
66	о том	3	5
67	никак не	1	5
68	и что	2	5
69	к нему	5	5
70	мы увидим	3	5
71	так что	5	5
72	вовсе не	2	5
73	все это	1	5
74	а в	6	5
75	на фоне	1	5
76	героя и	1	5
77	отношению к	2	5
78	и до	1	4
79	он ничего	2	4
80	а как	1	4
81	мы не	1	4
82	я не	3	4
83	себе и	2	4
84	там где	7	4
85	в своем	2	4
86	т д	15	4
87	если же	1	4
88	человека в	1	4
89	же не	2	4
90	видеть и	1	4
91	в них	6	4
92	далеко не	3	4
93	во время	6	4
94	в своей	1	4
95	но он	4	4
96	их в	3	4
97	с другом	1	4
98	к тому	3	4
99	и это	2	4
100	типов и	1	4
101	с собой	2	4
102	по мере	1	4
103	почему же	1	4
104	этот вопрос	2	4
105	только в	4	4
106	так как	7	4
107	с другой	7	4
108	ну так	1	4
109	на этот	1	4
110	друг с	1	4
111	но это	3	4
112	речи и	1	4
113	совершенно не	2	4
114	что в	15	4
115	но эти	1	4
116	также и	1	3
117	в приведенном	1	3
118	не хочет	1	3
119	должна быть	1	3
120	мы уже	6	3
121	той же	2	3
122	он сам	1	3
123	мы будем	1	3
124	что так	1	3
125	в одной	3	3
126	стороны и	3	3
127	кроме того	1	3
128	и к	3	3
129	только на	2	3
130	тому же	2	3
131	никому не	2	3
132	это не	6	3
133	в жизни	2	3
134	а за	1	3
135	такой же	2	3
136	и их	1	3
137	образом и	2	3
138	даже в	2	3
139	этих трех	1	3
140	она не	4	3
141	ничего не	6	3
142	во всем	1	3
143	уже говорили	1	3
144	могут быть	5	3
145	души человеческой	1	3
146	не менее	5	3
147	и этим	1	3
148	в себя	1	3
149	можно было	1	3
150	так и	2	3
151	если бы	6	3
152	и даже	2	3
153	с ним	1	3
154	говорят что	2	3
155	там в	1	3
156	и здесь	7	3
157	в различных	1	3
158	между тем	2	3
159	что и	9	3
160	а он	5	3
161	и только	1	3
162	здесь в	1	3
163	его в	3	3
164	тот же	1	3
165	и ее	3	3
166	со всеми	1	3
167	уже не	7	3
168	героя с	2	3
169	в виде	2	3
170	тем что	4	3
