N	2gram	Vygotskiy__4	Dialekti
1	и не	13	30
2	и есть	4	19
3	а не	6	18
4	и т	6	17
5	ничего не	2	17
6	может быть	22	17
7	то что	44	16
8	т д	2	15
9	и в	33	15
10	как бы	25	14
11	точки зрения	6	14
12	не имеет	2	14
13	так как	12	14
14	что это	13	13
15	по себе	9	13
16	это есть	1	13
17	того что	4	13
18	это не	6	12
19	в этом	28	11
20	и вот	6	11
21	говорить о	3	11
22	ясно что	5	11
23	в том	21	11
24	прежде всего	2	11
25	не может	10	11
26	и все	12	11
27	том что	22	10
28	в основе	3	10
29	потому что	24	10
30	с ее	3	10
31	личности и	1	10
32	она есть	2	10
33	это и	5	9
34	то же	9	9
35	мы не	5	9
36	было бы	12	9
37	с точки	4	9
38	в виду	2	9
39	и что	25	9
40	все это	13	9
41	что иное	1	8
42	в чем	1	8
43	не в	2	8
44	в себе	6	8
45	не только	7	8
46	ни в	3	8
47	и это	5	8
48	и о	4	8
49	и ее	2	8
50	иное как	1	8
51	это значит	1	8
52	не что	1	8
53	не просто	4	7
54	что именно	3	7
55	что тут	1	7
56	и мы	15	7
57	как и	5	7
58	и вообще	1	7
59	ровно ничего	1	7
60	и его	5	7
61	что оно	3	7
62	только в	4	7
63	что мы	6	7
64	или в	1	7
65	что он	20	7
66	что в	21	7
67	перед нами	6	6
68	если бы	10	6
69	в то	3	6
70	же время	2	6
71	что и	3	6
72	так что	7	6
73	вовсе не	5	6
74	и даже	1	6
75	нет ничего	1	6
76	в результате	2	6
77	сказать что	13	6
78	ни на	2	6
79	той же	4	5
80	мы имеем	2	5
81	в сущности	6	5
82	и на	5	5
83	быть в	1	5
84	с его	2	5
85	сама по	3	5
86	в своем	7	5
87	на то	10	5
88	что она	10	5
89	в нем	7	5
90	есть не	1	5
91	в жизни	4	5
92	что такое	1	5
93	в ней	6	5
94	но что	1	5
95	но только	1	5
96	того чтобы	22	5
97	тогда когда	1	5
98	я не	4	5
99	в каком	8	5
100	таким образом	13	5
101	как только	2	5
102	о том	20	5
103	так и	3	5
104	другими словами	1	5
105	можно сказать	2	5
106	именно в	2	5
107	если мы	12	5
108	для того	23	5
109	в смысле	1	5
110	и для	3	5
111	но если	3	5
112	также и	2	4
113	хотя бы	2	4
114	что они	6	4
115	в этой	9	4
116	в течение	1	4
117	и как	5	4
118	подобно тому	1	4
119	то ни	1	4
120	и с	2	4
121	этом смысле	1	4
122	с тем	4	4
123	и уже	4	4
124	она не	3	4
125	видим что	2	4
126	так то	1	4
127	уже о	1	4
128	ничего общего	1	4
129	что все	11	4
130	еще не	1	4
131	она всегда	1	4
132	в его	10	4
133	оказывается что	2	4
134	мы должны	6	4
135	мы видим	6	4
136	есть в	1	4
137	в одном	3	4
138	как раз	9	4
139	так же	13	4
140	в особенности	1	4
141	тому как	2	4
142	но это	1	4
143	один из	2	4
144	бы в	1	4
145	или не	1	4
146	жизни и	4	4
147	но и	3	4
148	себя как	1	3
149	и то	2	3
150	мы имели	1	3
151	едва ли	2	3
152	что если	3	3
153	и тут	1	3
154	так чтобы	2	3
155	то мы	1	3
156	со стороны	2	3
157	надо было	2	3
158	событий а	1	3
159	в истории	1	3
160	общего с	1	3
161	как в	3	3
162	с этим	5	3
163	когда он	7	3
164	и наконец	2	3
165	но в	2	3
166	от этого	3	3
167	та же	3	3
168	бы и	2	3
169	все эти	6	3
170	и если	9	3
171	одной и	2	3
172	на этом	3	3
173	от нее	1	3
174	в одну	1	3
175	об этом	4	3
176	мы уже	5	3
177	в один	1	3
178	смысл и	4	3
179	в своей	4	3
180	в их	2	3
181	она в	1	3
182	и той	2	3
183	если угодно	1	3
184	только для	1	3
185	нет никакого	1	3
186	логической и	1	3
187	мы можем	5	3
188	найти в	1	3
189	нет ни	3	3
190	есть только	2	3
191	лежит в	2	3
192	думает что	1	3
193	в словах	2	3
194	и та	2	3
195	и об	1	3
196	в виде	3	3
197	при помощи	4	3
198	это будет	1	3
199	знали что	1	3
200	за пределы	1	3
201	эти две	1	3
202	в природе	1	3
203	себя и	1	3
204	что не	4	3
205	говорит о	4	3
206	смысла и	4	3
207	у нас	4	3
208	ни о	1	3
209	когда она	1	3
210	я уже	1	3
