N	3gram	Losev_Dial_1	StatiiOP
1	и т д	19	21
2	в том что	7	17
3	о том что	2	11
4	для того чтобы	1	10
5	и т п	2	9
6	с точки зрения	12	8
7	можно было бы	4	8
8	до сих пор	2	7
9	в этом отношении	2	7
10	на самом деле	2	6
11	с другой стороны	4	6
12	во всяком случае	2	6
13	в самом деле	1	5
14	не может быть	3	5
15	дело в том	1	4
16	т д но	2	4
17	то же время	4	4
18	но также и	1	4
19	на то что	4	4
20	в то же	4	4
21	сказать что в	1	3
22	что же касается	1	3
23	только в том	1	3
24	то или иное	2	3
25	я вовсе не	1	3
26	и в этом	3	3
27	это не значит	1	3
28	ничего общего с	3	3
29	но все же	1	3
30	не значит что	3	3
31	и даже не	2	2
32	т д и	2	2
33	в первую очередь	1	2
34	что в нем	3	2
35	может быть и	3	2
36	по крайней мере	4	2
37	на точку зрения	2	2
38	если бы мы	1	2
39	но в то	1	2
40	с одной стороны	2	2
41	в то время	1	2
42	имеет ничего общего	3	2
43	так или иначе	1	2
44	не в том	1	2
45	не имеет ничего	3	2
46	мне кажется что	1	2
47	что это не	1	2
48	тем не менее	1	2
49	дело не в	1	2
50	то все же	1	1
51	а между тем	1	1
52	потому что он	3	1
53	в голову не	1	1
54	в той или	1	1
55	той или иной	3	1
56	если я скажу	1	1
57	чтобы можно было	1	1
58	я никогда не	2	1
59	не наука а	1	1
60	есть такой же	1	1
61	в этом смысле	3	1
62	отделены друг от	1	1
63	и в голову	1	1
64	в нем нельзя	1	1
65	что каждая из	1	1
66	никто не станет	1	1
67	сами по себе	1	1
68	что он не	2	1
69	только то что	3	1
70	точно так же	2	1
71	в другом совсем	1	1
72	было бы совершенно	1	1
73	об этом не	1	1
74	и вовсе не	1	1
75	конечно это не	1	1
76	прямого отношения к	1	1
77	значит что мы	1	1
78	ни на одну	1	1
79	что там где	1	1
80	то время как	1	1
81	содержит в себе	3	1
82	можно ли считать	1	1
83	в том чтобы	1	1
84	хотя это и	1	1
85	то что она	1	1
86	и в то	2	1
87	самом деле не	1	1
88	мы находим например	1	1
89	и в отношении	1	1
90	во всех этих	1	1
91	но даже и	1	1
92	прежде всего необходимо	2	1
93	я скажу что	1	1
94	в каком случае	4	1
95	то что он	1	1
96	т д на	1	1
97	уже и сейчас	1	1
98	я не могу	1	1
99	а на самом	1	1
100	что же это	1	1
101	не существует что	1	1
102	значит что в	3	1
103	каким он является	1	1
104	если бы это	1	1
105	случае дело не	1	1
106	а в том	1	1
107	сих пор не	1	1
108	ни в каком	8	1
109	имею в виду	1	1
110	никогда и не	1	1
111	и о том	1	1
112	д и т	2	1
113	бы мы стали	1	1
114	она ни была	1	1
115	те или иные	1	1
116	я имею в	1	1
117	хотя бы в	1	1
118	вплоть до последних	1	1
119	т е не	1	1
120	с этой стороны	2	1
121	же это за	1	1
122	ни в чем	2	1
123	каком случае не	2	1
124	в каждом из	2	1
125	вы увидите что	1	1
126	друг от друга	1	1
127	в то или	1	1
128	но это не	1	1
129	к тому что	2	1
130	чтобы думать что	1	1
131	было бы установить	1	1
132	так что в	1	1
133	говорит об их	1	1
134	если бы все	1	1
135	мы имеем дело	1	1
136	и так и	1	1
137	нечего и говорить	1	1
138	т д в	1	1
139	на одну минуту	1	1
140	точки зрения той	1	1
141	и не в	1	1
142	в конце концов	3	1
