N	3gram	Propp_Morf_1	slovoVRo
1	с точки зрения	2	8
2	в большинстве случаев	3	6
3	во всяком случае	2	5
4	и т д	39	5
5	с одной стороны	1	4
6	с другой стороны	4	4
7	в данном случае	1	3
8	более или менее	2	3
9	а вовсе не	1	2
10	в этом случае	8	2
11	и там где	1	2
12	до сих пор	1	2
13	до известной степени	1	2
14	одно и то	1	2
15	то время как	3	2
16	в другом случае	1	2
17	в первом случае	3	2
18	в то время	3	2
19	и то же	1	2
20	не могут быть	2	2
21	или во всяком	1	2
22	к тому что	3	2
23	друг с другом	1	2
24	далеко не исчерпывают	1	1
25	это было бы	1	1
26	но это не	1	1
27	он может быть	2	1
28	они ни были	1	1
29	лишь на то	1	1
30	не входит в	1	1
31	бы то ни	3	1
32	в этом отношении	1	1
33	точном смысле слова	1	1
34	к тому или	1	1
35	в противном случае	1	1
36	т д можно	1	1
37	может быть и	2	1
38	так как во	1	1
39	и заставляет его	1	1
40	то ни было	2	1
41	мы имеем в	1	1
42	а также и	3	1
43	обстоит дело с	1	1
44	друг друга могут	1	1
45	в какой степени	1	1
46	перед нами в	1	1
47	это не значит	2	1
48	в точном смысле	1	1
49	не может быть	9	1
50	до наших дней	2	1
51	здесь перед нами	1	1
52	остановимся на нескольких	1	1
53	тем не менее	4	1
54	о том что	1	1
55	а в сущности	1	1
56	и не определяют	1	1
57	тем и другим	2	1
58	с самого начала	1	1
59	ни одной из	1	1
60	можно сказать что	1	1
61	бы они ни	1	1
62	мы видим что	9	1
63	тех или иных	1	1
64	могут быть заменены	1	1
65	для того чтобы	2	1
66	в том что	3	1
67	как и в	2	1
68	самого начала в	1	1
