N	2gram	Berdyaev_O_1	Mirosoze
1	у достоевского	19	42
2	может быть	11	30
3	не только	11	29
4	и в	19	28
5	не может	4	28
6	человеческого духа	3	26
7	но и	13	25
8	а не	11	25
9	он не	7	24
10	о человеке	29	23
11	человеческой природы	20	20
12	в этом	12	20
13	достоевского есть	4	19
14	не было	9	18
15	у него	22	17
16	не в	11	16
17	потому что	9	16
18	в ней	1	15
19	в своей	2	15
20	человека и	10	14
21	и есть	3	14
22	он был	8	14
23	никогда не	9	14
24	до конца	7	14
25	творчество достоевского	2	13
26	человека в	11	13
27	в нем	10	13
28	и он	8	12
29	и достоевский	1	12
30	и это	1	12
31	в самом	5	11
32	до глубины	2	11
33	для него	5	11
34	и не	13	11
35	свободы в	1	11
36	из подполья	11	10
37	во имя	3	10
38	в своем	2	10
39	в творчестве	5	10
40	человек не	7	10
41	было бы	3	10
42	достоевского и	5	10
43	бога и	1	10
44	что в	4	10
45	свободы и	2	10
46	в мире	1	10
47	прежде всего	9	10
48	что он	3	10
49	был бы	1	10
50	и потому	2	10
51	и все	10	10
52	те которые	2	9
53	достоевского в	3	9
54	достоевский был	3	9
55	с тем	2	9
56	но он	7	9
57	и его	4	9
58	не есть	2	9
59	в его	7	9
60	к человеку	9	9
61	есть лишь	4	9
62	человек в	1	9
63	судьба человека	1	9
64	из самых	1	8
65	человеке и	5	8
66	к достоевскому	2	8
67	в глубине	7	8
68	в котором	1	8
69	иван карамазов	2	8
70	но не	1	8
71	в человеке	9	8
72	человека человек	1	8
73	в достоевском	1	8
74	ивана карамазова	7	7
75	но в	2	7
76	в себе	3	7
77	достоевского он	7	7
78	быть может	3	7
79	в конце	1	7
80	в самой	9	7
81	любви к	1	7
82	к нему	3	7
83	того что	3	7
84	и свобода	1	7
85	он весь	2	7
86	подпольного человека	1	7
87	бог и	1	7
88	нет ничего	7	7
89	в свободе	3	7
90	о достоевском	2	7
91	образ человека	2	7
92	духа он	1	7
93	о боге	4	6
94	должна быть	1	6
95	и на	2	6
96	он сам	4	6
97	в которой	2	6
98	лишь в	7	6
99	в этой	5	6
100	ведет к	1	6
101	свобода и	2	6
102	достоевский не	4	6
103	все в	4	6
104	все это	6	6
105	человек и	4	6
106	в том	5	6
107	великом инквизиторе	6	5
108	христа в	1	5
109	в глубину	2	5
110	это не	3	5
111	в самую	4	5
112	как и	6	5
113	достоевского нет	2	5
114	что есть	2	5
115	достоевский в	1	5
116	записок из	5	5
117	у нас	1	5
118	раскрывается в	5	5
119	не могут	3	5
120	тема о	1	5
121	достоевского к	2	5
122	самой глубины	3	5
123	в судьбе	1	5
124	его судьбе	2	5
125	дважды два	4	5
126	то что	5	5
127	и человека	1	5
128	на поверхности	1	5
129	и я	1	5
130	русской литературы	1	5
131	человеческая природа	2	5
132	великого инквизитора	1	5
133	для достоевского	5	5
134	смысле слова	1	4
135	отношения к	1	4
136	человека через	1	4
137	есть не	1	4
138	был еще	2	4
139	к преступлению	1	4
140	отношение к	5	4
141	два четыре	3	4
142	достоевского не	4	4
143	духа и	1	4
144	и ницше	1	4
145	что достоевский	2	4
146	зла в	2	4
147	чем у	1	4
148	в человеческой	1	4
149	должен был	2	4
150	в них	1	4
151	в этих	3	4
152	есть путь	1	4
153	до самой	3	4
154	к ней	2	4
155	она не	1	4
156	загадка о	3	4
157	в легенде	4	4
158	все вращается	2	4
159	курсив мой	4	4
160	свободной любви	3	4
161	свободу и	1	4
162	достоевского все	4	4
163	человека он	1	4
164	самой глубине	3	4
165	судьбы человека	1	4
166	что и	2	4
167	один из	1	4
168	герои достоевского	4	4
169	человеческой личности	6	4
170	уже не	1	4
171	уже в	2	4
172	есть уже	1	4
173	о великом	6	4
174	ни с	7	4
175	а в	5	4
176	тем что	2	4
177	был в	1	4
178	всю жизнь	1	4
179	творчестве его	3	4
180	огненное движение	1	4
181	и там	2	4
182	от него	7	4
183	человека не	1	4
184	достоевский открывает	2	3
185	добро и	2	3
186	насмешливой физиономией	1	3
187	его не	2	3
188	преступления и	1	3
189	ничего статического	1	3
190	ретроградной и	1	3
191	с его	4	3
192	не созерцает	2	3
193	к богу	1	3
194	природы это	1	3
195	русской души	1	3
196	свободы человеческого	1	3
197	когда он	3	3
198	этого мира	2	3
199	духа в	1	3
200	бы и	1	3
201	путь человека	1	3
202	в братьях	1	3
203	когда человек	1	3
204	и вот	3	3
205	человеческую природу	2	3
206	на свободу	1	3
207	достоевский делает	1	3
208	заключает в	1	3
209	вращается вокруг	1	3
210	и с	2	3
211	человеческой природе	4	3
212	его в	2	3
213	в жизни	1	3
214	только одно	3	3
215	достоевский и	1	3
216	джентльмен с	1	3
217	мир в	1	3
218	достоевского было	3	3
219	достоевского но	2	3
220	том что	2	3
221	л толстого	1	3
222	человека есть	2	3
223	не имеет	2	3
224	ничего не	2	3
225	природы в	2	3
226	в движении	1	3
227	все противоречия	2	3
228	в ее	2	3
229	особенно в	1	3
230	для человеческого	2	3
231	он до	1	3
232	учение о	2	3
233	идеала мадонны	1	3
234	только и	4	3
235	человека его	3	3
236	все его	1	3
237	нет у	1	3
238	во тьме	1	3
239	человеку надо	3	3
240	и дьявола	1	3
241	диалектика о	2	3
242	к злу	1	3
