N	2gram	Tiupa_Lite_2	Myslijsy
1	потому что	2	49
2	для нас	2	31
3	то есть	5	30
4	и в	19	24
5	может быть	17	23
6	в сознании	1	23
7	то что	7	20
8	и не	11	19
9	в том	10	18
10	а не	20	18
11	что в	4	16
12	не только	8	15
13	того же	4	14
14	при этом	6	13
15	в слове	1	13
16	не в	4	13
17	было бы	2	13
18	то же	12	12
19	но не	5	12
20	не может	9	12
21	мы не	4	11
22	таким образом	1	11
23	вместе с	5	11
24	что и	2	11
25	что мы	1	11
26	тогда как	9	10
27	как в	1	10
28	в себе	6	10
29	для него	4	10
30	так что	4	10
31	так как	3	10
32	в нем	3	9
33	вовсе не	2	9
34	то и	3	9
35	но и	10	9
36	как бы	2	9
37	и на	6	8
38	в этом	9	8
39	том что	7	8
40	могут быть	2	8
41	а в	3	8
42	в чем	1	7
43	во всех	3	7
44	мысль о	1	7
45	как и	10	7
46	между собою	1	7
47	того как	1	7
48	не могут	1	7
49	быть может	3	7
50	прежде всего	4	7
51	тем что	4	7
52	того что	5	7
53	и т	2	6
54	и как	3	6
55	тем не	2	6
56	в то	9	6
57	не имеет	1	6
58	связи с	1	6
59	свою очередь	1	6
60	и только	2	6
61	не можем	1	6
62	в одном	2	6
63	с другой	8	6
64	не было	2	6
65	в ряду	1	6
66	в свою	1	6
67	только как	1	6
68	если б	1	5
69	столь же	5	5
70	все же	2	5
71	уже в	2	5
72	на то	1	5
73	есть не	1	5
74	не от	1	5
75	не менее	6	5
76	по крайней	2	5
77	с ним	2	5
78	так и	7	5
79	о том	2	5
80	с другими	1	5
81	а потому	2	5
82	крайней мере	2	5
83	тот же	2	5
84	таких же	1	5
85	слова в	1	5
86	из них	2	5
87	в них	2	5
88	для того	2	5
89	что не	2	5
90	же в	2	5
91	в самом	1	4
92	к общему	1	4
93	еще не	2	4
94	но в	2	4
95	уже не	2	4
96	как он	2	4
97	с тем	2	4
98	такой же	3	4
99	место в	1	4
100	одном из	2	4
101	они не	1	4
102	тем самым	3	4
103	подобно тому	2	4
104	одна из	5	4
105	сравнительно с	1	4
106	так в	5	4
107	никогда не	3	4
108	и что	2	4
109	свет и	1	4
110	что он	3	4
111	с одной	7	4
112	в других	1	4
113	души и	1	4
114	тому как	2	4
115	от него	1	4
116	себе не	2	4
117	в таком	1	4
118	и то	3	3
119	но тем	4	3
120	на деле	1	3
121	тем же	3	3
122	той же	2	3
123	но даже	1	3
124	если в	2	3
125	очевидно что	2	3
126	со стороны	3	3
127	относится к	1	3
128	которые не	1	3
129	что это	1	3
130	в целом	2	3
131	мы чувствуем	1	3
132	во многих	1	3
133	с чем	1	3
134	о которой	2	3
135	слова а	1	3
136	оно должно	1	3
137	человека в	4	3
138	его не	1	3
139	его в	1	3
140	это не	1	3
141	рядом с	1	3
142	далеко не	1	3
143	в этих	1	3
144	себе в	1	3
145	ни было	2	3
146	быть не	2	3
147	того кто	1	3
148	в ней	4	3
149	и притом	1	3
150	об одном	1	3
151	не с	3	3
152	мог бы	1	3
153	мы в	1	3
154	в словах	1	3
155	находится в	1	3
156	но мы	1	3
157	которое мы	1	3
158	одно из	2	3
159	не так	2	3
160	т п	2	3
161	как при	1	3
162	что на	1	3
163	только по	1	3
164	одной стороны	6	3
165	становится для	1	3
166	мы говорим	1	3
167	слова и	7	3
168	но это	3	3
169	и для	3	3
170	и от	1	3
171	и все	1	3
172	от слова	3	3
173	все что	2	3
174	как на	3	3
175	в движение	1	2
176	самом деле	1	2
177	на самом	1	2
178	нас на	1	2
179	отношения к	1	2
180	не все	1	2
181	по отношению	4	2
182	за пределы	1	2
183	общего с	1	2
184	в слово	1	2
185	на память	1	2
186	в действительности	1	2
187	отношения между	1	2
188	все эти	1	2
189	в нашем	2	2
190	а скорее	1	2
191	перестает быть	3	2
192	всех этих	1	2
193	состоит в	9	2
194	что ни	1	2
195	и по	1	2
196	на этом	2	2
197	одно и	2	2
198	ни был	1	2
199	в каждом	2	2
200	в другом	3	2
201	например с	1	2
202	в жизни	2	2
203	ни с	1	2
204	остается только	1	2
205	не столько	3	2
206	от себя	1	2
207	мы находим	1	2
208	но он	1	2
209	их в	1	2
210	тому что	1	2
211	что есть	1	2
212	и его	3	2
213	что ему	1	2
214	для кого	2	2
215	но только	2	2
216	того чтобы	1	2
217	же время	9	2
218	во всем	1	2
219	не знали	3	2
220	от общего	1	2
221	у нас	5	2
222	как для	1	2
223	не противоречит	1	2
224	что слово	1	2
225	в собственном	1	2
226	в себя	3	2
227	что может	1	2
228	это событие	1	2
229	после того	1	2
230	движения и	1	2
231	существования в	1	2
232	состоит не	1	2
233	один из	4	2
234	что только	1	2
235	в какой	2	2
236	в обществе	1	2
237	есть в	1	2
238	других в	1	2
239	а то	1	2
240	и других	4	2
241	в пространстве	1	2
242	друг друга	2	2
243	у него	2	2
244	к которому	1	2
245	а с	1	2
246	себя и	2	2
247	это самое	1	2
248	имея в	1	2
249	с первого	1	2
250	так же	1	2
251	и потому	1	2
252	как это	2	2
253	в разговоре	3	2
254	сравнении с	2	2
255	слова так	1	2
256	например мы	1	2
257	в его	4	2
258	а к	2	2
259	бы в	1	2
260	хотя бы	2	2
261	отношении к	1	2
262	над собою	1	2
263	нами не	1	2
264	нам не	1	2
265	другой стороны	4	2
266	в сравнении	2	2
267	даже и	2	2
268	к этому	1	2
269	можно назвать	1	2
270	я и	4	1
271	ту же	2	1
272	цели но	2	1
273	знает как	1	1
274	в чем-то	1	1
275	одним из	3	1
276	с принятой	1	1
277	зависимость от	2	1
278	с новыми	1	1
279	но каждое	1	1
280	переход от	1	1
281	по которым	1	1
282	и до	2	1
283	должна быть	1	1
284	нам быть	1	1
285	и за	2	1
286	из всех	1	1
287	и само	1	1
288	себе как	1	1
289	из своих	2	1
290	как я	3	1
291	из того	2	1
292	велика что	1	1
293	мы и	1	1
294	для наших	1	1
295	дает им	1	1
296	на нем	1	1
297	в отличие	1	1
298	жизни все	1	1
299	бы то	1	1
300	его так	1	1
301	в ее	2	1
302	нам его	1	1
303	но как	2	1
304	сознания не	1	1
305	ответ на	1	1
306	себе и	3	1
307	отличие от	1	1
308	обнаруживается при	1	1
309	б с	1	1
310	б мы	1	1
311	в истории	2	1
312	однороден с	1	1
313	для всех	5	1
314	на которое	1	1
315	по которому	1	1
316	стороны и	1	1
317	как к	3	1
318	она как	1	1
319	однако не	1	1
320	которое и	1	1
321	что по	1	1
322	и наконец	2	1
323	в противоположность	2	1
324	и свою	1	1
325	этой цели	1	1
326	от этого	1	1
327	в этот	1	1
328	то в	2	1
329	в известном	1	1
330	рассказ о	1	1
331	только на	1	1
332	например как	1	1
333	не следует	1	1
334	которого в	1	1
335	он не	5	1
336	на том	1	1
337	он должен	1	1
338	близким к	1	1
339	не к	2	1
340	том чтобы	3	1
341	несомненно что	1	1
342	быть с	1	1
343	на земле	1	1
344	то ни	1	1
345	обойтись без	1	1
346	им как	1	1
347	различие между	1	1
348	же касается	1	1
349	нам остается	1	1
350	и с	3	1
351	искусство не	2	1
352	он есть	1	1
353	в переводе	1	1
354	я слышу	1	1
355	например и	1	1
356	не всегда	1	1
357	мы видели	1	1
358	от языка	1	1
359	в развитии	1	1
360	и прямо	1	1
361	ряд который	1	1
362	можно сказать	1	1
363	в ходе	1	1
364	в такой	2	1
365	и без	2	1
366	же это	1	1
367	с точки	3	1
368	в их	3	1
369	мысли и	2	1
370	что уже	1	1
371	что я	2	1
372	на место	1	1
373	поэтому в	1	1
374	такую же	2	1
375	слова к	1	1
376	этих и	1	1
377	случае мы	1	1
378	и вся	1	1
379	то с	2	1
380	знал что	1	1
381	на себе	1	1
382	только не	1	1
383	и всегда	1	1
384	ничего не	3	1
385	этих двух	1	1
386	по своей	1	1
387	внутренней и	1	1
388	не нужен	1	1
389	для другого	1	1
390	положение при	1	1
391	однако это	1	1
392	и сам	2	1
393	к тому	1	1
394	себя только	1	1
395	и своя	1	1
396	него как	1	1
397	ничего общего	1	1
398	все предшествующие	1	1
399	с образом	2	1
400	нам лишь	1	1
401	как мы	1	1
402	здесь не	1	1
403	не могло	1	1
404	огонь и	1	1
405	когда наконец	1	1
406	второго лица	1	1
407	только то	1	1
408	множественного числа	1	1
409	на нее	1	1
410	душевную жизнь	1	1
411	нас только	1	1
412	приближаются к	1	1
413	раз не	1	1
414	не за	1	1
415	на самые	1	1
416	и внешней	1	1
417	приближается к	1	1
418	пути от	2	1
419	при котором	1	1
420	никак не	1	1
421	одного из	1	1
422	от своего	1	1
423	на что	1	1
424	и просто	1	1
425	любви к	1	1
426	самому себе	1	1
427	времени в	1	1
428	всегда может	1	1
429	что видно	1	1
430	переходит в	1	1
431	во втором	1	1
432	своих внешних	1	1
433	в глазах	3	1
434	я вижу	2	1
435	не более	2	1
436	в ту	1	1
437	чувством а	1	1
438	как явление	1	1
439	же можно	1	1
440	еще несколько	1	1
441	тех пор	1	1
442	но с	3	1
443	наконец в-третьих	1	1
444	дело с	1	1
445	мы вместе	1	1
446	для себя	2	1
447	самого субъекта	1	1
448	наша цель	1	1
449	который в	1	1
450	процессов в	1	1
451	в огонь	1	1
452	со всеми	1	1
453	человека с	1	1
454	в единстве	1	1
455	же от	1	1
456	и физического	1	1
457	этом как	1	1
458	и поэзии	1	1
459	нам все	1	1
460	понятий в	1	1
461	сравнивать не	1	1
462	пока не	1	1
463	могло бы	2	1
464	существование в	2	1
465	так велика	1	1
466	не для	1	1
467	к человеку	1	1
468	каждый из	4	1
469	следует признать	3	1
470	но за	1	1
471	нас как	1	1
472	в особенности	1	1
473	быть названа	1	1
474	с другим	2	1
475	что человек	1	1
476	одновременно не	2	1
477	именно в	1	1
478	а именно	3	1
479	человека а	1	1
480	и прежде	1	1
481	несколько примеров	1	1
482	когда по	1	1
483	во второй	1	1
484	по всей	1	1
485	и души	1	1
486	и др	3	1
487	имеет ничего	1	1
488	а за	2	1
489	стремится к	1	1
490	было сказано	2	1
491	когда же	1	1
