N	4gram	Losev_Vlad_3	StatiiOP
1	дело в том что	4	4
2	обращает на себя внимание	2	2
3	в том что в	3	2
4	совершенно так же как	2	2
5	бы то ни было	1	2
6	в том что он	1	2
7	мнение о том что	1	1
8	том что в своем	1	1
9	заключается в том что	1	1
10	не имеет ничего общего	2	1
11	в каком смысле не	1	1
12	одно и то же	1	1
13	как мы видели выше	2	1
14	отдавая себе отчет в	1	1
15	иметь в виду что	1	1
16	и вместе с тем	2	1
17	но как раз об	1	1
18	ни в каком смысле	1	1
19	но вместе с тем	1	1
20	он не только не	1	1
21	как раз об этой	1	1
22	на то что в	1	1
23	в то же время	2	1
24	имеет ничего общего с	2	1
25	и в том что	1	1
