N	3gram	Bakhtin_Fr_4	StatiiOP
1	в том что	1	17
2	о том что	2	11
3	для того чтобы	3	10
4	с точки зрения	2	8
5	до сих пор	1	7
6	в этом отношении	1	7
7	на самом деле	1	6
8	в данном случае	1	6
9	с другой стороны	3	6
10	не может быть	1	5
11	дело в том	1	4
12	то же время	8	4
13	на эту тему	1	4
14	не только в	2	4
15	так и в	1	4
16	что и в	1	4
17	нужно сказать что	2	4
18	в то же	8	4
19	это не значит	1	3
20	за то что	1	3
21	да и в	1	2
22	в том числе	3	2
23	в той же	1	2
24	но и в	3	2
25	и то что	1	2
26	том числе и	2	2
27	может быть и	1	2
28	как раз в	1	2
29	но в то	1	2
30	с одной стороны	2	2
31	в то время	2	2
32	данном случае в	1	2
33	а также и	1	2
34	на этот раз	1	2
35	что это не	1	2
36	но вовсе не	1	1
37	именно там где	1	1
38	мировой литературы и	1	1
39	само собой разумеется	1	1
40	так же и	1	1
41	далеко не все	1	1
42	а как к	1	1
43	в соответствии с	1	1
44	в том же	1	1
45	в одной из	1	1
46	в первой книге	1	1
47	то что тот	1	1
48	и вовсе не	1	1
49	в том случае	1	1
50	некоторые из них	2	1
51	и в других	2	1
52	но дело в	1	1
53	в это время	1	1
54	то время как	1	1
55	а сверх того	1	1
56	вот это место	3	1
57	и в то	4	1
58	говорить о том	1	1
59	относится прежде всего	1	1
60	но даже и	1	1
61	а с другой	1	1
62	которая в его	1	1
63	правильного понимания всего	1	1
64	для правильного понимания	2	1
65	в тех местах	1	1
66	одной стороны в	1	1
67	таким образом в	3	1
68	даже и в	1	1
69	и по этому	1	1
70	смысле этого слова	1	1
71	с того что	1	1
72	и без того	1	1
73	и не может	1	1
74	в этой системе	3	1
75	ни в чем	1	1
76	в вопросе о	1	1
77	xviii и xix	1	1
78	но это не	1	1
79	в узком смысле	2	1
80	и его современников	1	1
81	может быть ни	1	1
82	там где эта	2	1
83	не как к	1	1
84	в конце концов	4	1
