N	2gram	Losev_Prob_5	NovoeSre
1	а не	5	17
2	и в	30	16
3	не может	5	16
4	совсем не	3	12
5	нового времени	4	12
6	и не	12	11
7	и есть	1	10
8	в эпоху	3	9
9	что в	5	9
10	в том	12	8
11	жизни и	2	8
12	он не	3	8
13	в этом	17	7
14	в новой	1	7
15	может быть	7	7
16	не будет	2	7
17	как и	7	7
18	с его	1	6
19	не в	7	6
20	ни в	4	6
21	никогда не	7	6
22	но это	1	6
23	должен быть	1	5
24	с ее	1	5
25	в ней	3	5
26	и к	4	5
27	не только	18	5
28	xix века	1	5
29	все это	1	5
30	в нем	6	5
31	и общественной	1	5
32	новое время	3	4
33	о том	12	4
34	наше время	1	4
35	в них	2	4
36	то что	18	4
37	это не	2	4
38	прежде всего	6	4
39	не было	1	4
40	и потому	1	4
41	не менее	5	4
42	и для	6	4
43	не имеет	1	4
44	и все	9	4
45	потому что	13	4
46	с другой	6	3
47	смысле слова	3	3
48	в ее	3	3
49	верить в	1	3
50	вопрос о	1	3
51	человека и	4	3
52	еще не	3	3
53	наряду с	2	3
54	как в	2	3
55	духа и	1	3
56	конечно не	2	3
57	к ним	1	3
58	перейти к	3	3
59	но и	13	3
60	с тем	5	3
61	старого мира	1	3
62	бога и	1	3
63	в своей	22	3
64	в новое	3	3
65	она не	1	3
66	что такое	1	3
67	в наше	1	3
68	к преодолению	1	3
69	жизни в	4	3
70	в духе	3	3
71	к тому	2	3
72	дня и	1	3
73	сказать что	9	3
74	и это	1	2
75	силы и	1	2
76	это и	1	2
77	время как	3	2
78	для нового	1	2
79	можно было	2	2
80	так и	7	2
81	природе и	1	2
82	времени и	1	2
83	к самой	1	2
84	мы не	2	2
85	мира и	2	2
86	и с	5	2
87	еще до	2	2
88	она порождает	1	2
89	я не	2	2
90	жизни как	1	2
91	из глубины	1	2
92	и должно	1	2
93	и ночи	1	2
94	и что	6	2
95	и на	6	2
96	в религии	1	2
97	времени в	1	2
98	должно было	1	2
99	но не	7	2
100	которую она	1	2
101	в новом	1	2
102	в свои	1	2
103	все время	3	2
104	с этим	1	2
105	хотя и	8	2
106	но в	9	2
107	духа в	2	2
108	который в	9	2
109	в обществе	1	2
110	все эти	2	2
111	с одной	3	2
112	есть в	2	2
113	в себе	4	2
114	уже не	6	2
115	стремиться к	1	2
116	не к	2	2
117	том чтобы	1	2
118	эпоху когда	1	2
119	самоутверждения и	1	2
120	у него	11	2
121	что она	1	2
122	нет и	1	2
123	и даже	14	2
124	этом смысле	3	2
125	в природе	1	2
126	к более	1	2
127	и творчества	1	2
128	зависит от	1	2
129	но я	1	2
130	том что	17	2
131	вместе с	7	2
132	так же	5	2
133	одной стороны	3	2
134	такого рода	2	2
135	другой стороны	6	2
136	по существу	2	2
137	не могли	1	2
138	xviii века	1	2
139	как будто	3	2
140	возвращается к	1	2
141	как это	1	2
142	такой же	1	2
143	но для	2	2
144	равно как	2	2
145	в смысле	4	2
146	в то	4	2
147	в мировой	1	2
148	мысли в	1	2
149	того чтобы	2	2
150	и от	1	2
151	и весь	1	2
152	хотя бы	2	2
153	а в	6	2
154	от всякого	1	2
155	когда мы	1	2
156	могут быть	1	2
157	свободы и	4	2
158	истинного бога	2	2
159	небом и	1	1
160	становится в	1	1
161	людей в	5	1
162	для себя	5	1
163	только потому	1	1
164	прогресса и	1	1
165	средних веков	1	1
166	было то	1	1
167	в средневековой	1	1
168	что само	1	1
169	и до	2	1
170	в образе	1	1
171	на нее	1	1
172	мы уже	1	1
173	и которые	2	1
174	по природе	1	1
175	все свои	1	1
176	еще в	5	1
177	на место	1	1
178	человека это	1	1
179	с ним	3	1
180	нас и	2	1
181	можно сказать	6	1
182	смысле и	1	1
183	погружается в	1	1
184	на себя	1	1
185	этом ничем	1	1
186	путь на	1	1
187	и человека	2	1
188	был уже	2	1
189	не был	1	1
190	разобраться в	1	1
191	в виду	3	1
192	жизни это	1	1
193	с большим	1	1
194	это время	2	1
195	более высокому	1	1
196	в xix	1	1
197	же мере	1	1
198	что его	3	1
199	в чем	2	1
200	других людей	1	1
201	нет у	2	1
202	все в	3	1
203	не могут	2	1
204	своего рода	1	1
205	к нему	3	1
206	человек нового	1	1
207	нем не	1	1
208	то он	1	1
209	значение и	2	1
210	в его	12	1
211	освобождение и	1	1
212	писатели и	1	1
213	и только	2	1
214	и она	1	1
215	в значительной	2	1
216	в своем	11	1
217	и нет	2	1
218	философии и	1	1
219	время когда	1	1
220	возможно было	1	1
221	он погружается	1	1
222	что он	7	1
223	только в	9	1
224	во всем	1	1
225	по своей	2	1
226	от этого	3	1
227	в этот	1	1
228	и такое	1	1
229	в самом	5	1
230	а во-вторых	1	1
231	эпохи не	1	1
232	то время	3	1
233	он в	3	1
234	и жизни	1	1
235	бога в	2	1
236	из этих	1	1
237	тоже не	2	1
238	же и	1	1
239	для всех	1	1
240	и хочет	3	1
241	должны стремиться	1	1
242	и у	5	1
243	уже в	2	1
244	вопроса о	1	1
245	в большинстве	1	1
246	христианского бога	1	1
247	человеческого духа	2	1
248	существования и	1	1
249	свидетельствует о	2	1
250	вообще не	1	1
251	него и	1	1
252	с господством	1	1
253	большинстве случаев	1	1
254	из них	2	1
255	она становится	1	1
256	к своим	1	1
257	надеждой и	1	1
258	все еще	4	1
259	для того	3	1
260	земли и	2	1
261	и их	5	1
262	всяком случае	2	1
263	и когда	1	1
264	нуждается в	1	1
265	свободу от	1	1
266	в существе	1	1
267	в конце	8	1
268	не для	1	1
269	бытия и	1	1
270	и начал	1	1
271	людей и	13	1
272	тем что	2	1
273	в нее	1	1
274	от того	1	1
275	вот что	1	1
276	и вместе	1	1
277	но все	4	1
278	это конечно	2	1
279	от нее	1	1
280	весь смысл	1	1
281	значение в	1	1
282	не были	1	1
283	в истинном	1	1
284	из всех	2	1
285	а по	1	1
286	пришли к	1	1
287	и из	1	1
288	противоположного характера	1	1
289	знает что	3	1
290	и просвещения	1	1
291	общества в	1	1
292	всех народов	1	1
293	цивилизации и	1	1
294	искусство не	1	1
295	который и	1	1
296	заложенных в	1	1
297	было бы	4	1
298	но дух	1	1
299	весь мир	1	1
300	было и	1	1
301	эпоху падения	1	1
302	себя и	1	1
303	что не	2	1
304	но оно	1	1
305	с богом	1	1
306	для них	3	1
307	богов он	1	1
308	превращается в	1	1
309	а на	1	1
310	они не	2	1
311	в этой	10	1
312	еще достаточно	1	1
313	ничем не	1	1
314	не на	1	1
315	власти и	2	1
316	не всегда	3	1
317	человеческого но	1	1
318	жизнь в	3	1
319	в космосе	1	1
320	ночь и	2	1
321	человеческой жизни	2	1
322	которыми так	1	1
323	когда она	1	1
324	не больше	2	1
325	он и	5	1
326	перед собой	1	1
327	он конечно	1	1
328	но до	1	1
329	имея в	1	1
330	и сейчас	2	1
331	с идеями	1	1
332	и а	1	1
333	в такой	1	1
334	на это	1	1
335	во времена	2	1
336	к себе	1	1
337	в котором	2	1
338	только для	2	1
339	рода и	2	1
340	не столько	1	1
341	у нас	7	1
342	жизни с	1	1
343	другой же	1	1
344	место более	1	1
345	в силу	5	1
346	нужно считать	1	1
347	но он	5	1
348	творчества и	1	1
349	быть только	3	1
350	в мир	2	1
351	мы должны	1	1
352	и более	2	1
353	их в	1	1
354	что этот	5	1
355	получает свое	1	1
356	во времени	1	1
357	значение все	1	1
358	том смысле	1	1
359	по себе	2	1
360	в это	2	1
361	за право	1	1
362	нас к	1	1
363	и очень	1	1
364	будто бы	5	1
365	нет никакого	3	1
366	в атмосфере	2	1
367	от своих	3	1
368	сих пор	2	1
369	так как	6	1
370	человека не	1	1
371	есть принцип	1	1
372	бог так	1	1
373	окончательно и	1	1
374	в более	1	1
375	это уже	2	1
376	между небом	1	1
377	и имеет	1	1
378	сам человек	2	1
379	до сих	2	1
380	в силах	1	1
381	же стороны	1	1
382	империи и	1	1
383	римской империи	1	1
384	положительные черты	1	1
385	или нет	1	1
386	к ней	1	1
387	более всего	2	1
388	самом себе	1	1
389	и его	6	1
390	а также	3	1
391	есть уже	1	1
392	человеческого общества	1	1
393	женщины в	1	1
394	речи о	1	1
395	ни за	1	1
396	гораздо больше	2	1
397	или к	2	1
398	в области	2	1
399	только одна	1	1
400	в период	4	1
401	в свою	2	1
402	в ночь	1	1
403	всего мира	1	1
404	и оно	1	1
405	того же	4	1
406	характерны для	1	1
407	есть только	3	1
408	и вполне	4	1
409	оставить в	1	1
410	и всех	1	1
411	ли он	2	1
412	вселенной а	1	1
413	людей но	4	1
414	в которой	5	1
415	числе и	1	1
416	огромное значение	1	1
417	во всяком	2	1
418	свое и	1	1
419	все что	2	1
420	том числе	2	1
