N	2gram	Bakhtin_Fr_3	Russkaja
1	не может	3	22
2	и не	13	19
3	в том	8	17
4	в этом	15	17
5	и в	40	14
6	то что	5	13
7	то же	7	11
8	точки зрения	2	11
9	таким образом	10	11
10	в то	6	10
11	же время	6	10
12	но и	11	10
13	в себе	3	9
14	не только	13	9
15	том что	4	9
16	с точки	1	9
17	может быть	9	9
18	во всяком	1	9
19	того чтобы	4	8
20	прежде всего	16	8
21	как на	1	8
22	самом деле	3	7
23	отнюдь не	1	7
24	и если	2	7
25	и с	8	7
26	в данном	4	7
27	о том	4	7
28	ни к	1	7
29	в своем	7	6
30	и к	3	6
31	с тем	1	6
32	в своих	5	6
33	и при	1	6
34	если бы	3	6
35	все это	4	6
36	и для	5	6
37	для того	3	6
38	что он	2	6
39	всяком случае	1	6
40	для всех	1	6
41	для него	5	6
42	на самом	3	6
43	и на	8	5
44	между собой	1	5
45	во всех	6	5
46	в нем	5	5
47	при этом	3	5
48	он не	9	5
49	он должен	1	5
50	было бы	4	5
51	в своей	6	5
52	никогда не	1	5
53	потому что	2	5
54	между тем	3	5
55	и только	1	5
56	только в	3	5
57	хотя бы	2	5
58	конечно не	2	5
59	или иной	2	5
60	до сих	4	5
61	из которых	1	5
62	сих пор	4	5
63	а в	3	5
64	бы то	1	4
65	но не	2	4
66	себе и	1	4
67	все же	2	4
68	не в	1	4
69	в этой	3	4
70	в корне	2	4
71	то ни	1	4
72	в совершенно	1	4
73	его в	1	4
74	как и	11	4
75	в их	4	4
76	во всем	3	4
77	не могут	1	4
78	в мире	4	4
79	можно было	3	4
80	путь к	1	4
81	в его	13	4
82	так как	4	4
83	вместе с	3	4
84	как бы	3	4
85	отказаться от	1	4
86	жизни и	4	4
87	что в	12	4
88	к этой	3	4
89	все что	2	4
90	вряд ли	1	3
91	и т	1	3
92	и этот	2	3
93	еще не	3	3
94	из этих	2	3
95	что они	1	3
96	во что	1	3
97	в самом	6	3
98	что это	1	3
99	главным образом	1	3
100	на том	1	3
101	был и	1	3
102	и по	1	3
103	в другом	3	3
104	лишь в	2	3
105	для них	1	3
106	несмотря на	1	3
107	должно быть	1	3
108	всех этих	3	3
109	таким же	1	3
110	мы говорили	1	3
111	знаем что	1	3
112	том чтобы	1	3
113	одна из	3	3
114	связи с	6	3
115	что оно	1	3
116	той или	2	3
117	данном случае	2	3
118	может только	1	3
119	что может	1	3
120	для этого	3	3
121	при котором	1	3
122	в значительной	3	3
123	и во	4	3
124	что и	3	3
125	а следовательно	1	3
126	что бы	1	3
127	того что	1	3
128	одной из	2	3
129	в качестве	1	3
130	с нею	2	3
131	в виде	1	3
132	из них	4	3
133	в конце	3	3
134	тем что	3	3
135	именно в	2	3
136	только к	1	3
137	что для	2	3
138	не было	5	3
139	ко всем	3	3
140	и потому	4	3
141	да и	1	3
142	культуры в	1	3
143	этом случае	1	3
144	или в	1	3
145	о котором	1	3
146	и как	3	3
147	все они	1	3
148	из этого	2	3
149	говоря о	1	2
150	и есть	3	2
151	от своей	1	2
152	из всех	4	2
153	их народ	1	2
154	но даже	1	2
155	в ней	4	2
156	в таком	1	2
157	по отношению	3	2
158	с этим	2	2
159	и наконец	3	2
160	но в	8	2
161	это есть	2	2
162	все эти	8	2
163	и тот	1	2
164	во многих	1	2
165	этой культуре	1	2
166	культуре и	1	2
167	не к	2	2
168	и вот	2	2
