N	2gram	Nazirov_Tv_2	Dialekti
1	не есть	1	40
2	и не	9	30
3	по себе	1	25
4	и т	13	21
5	т д	11	19
6	и в	20	18
7	ничего не	4	17
8	может быть	8	17
9	и есть	2	16
10	в нем	3	16
11	ни в	1	15
12	не имеет	1	15
13	так что	2	15
14	потому что	7	14
15	значит что	1	14
16	а не	6	14
17	не только	13	13
18	и даже	5	13
19	то что	3	13
20	что в	7	13
21	в этом	8	12
22	было бы	1	12
23	если бы	4	12
24	и что	2	12
25	не может	7	12
26	что это	1	11
27	в себе	3	11
28	что он	6	11
29	так как	3	11
30	как бы	11	11
31	все это	6	11
32	то же	7	10
33	несмотря на	1	10
34	прежде всего	8	10
35	сказать что	1	10
36	отнюдь не	4	9
37	так и	6	9
38	это не	7	9
39	том что	4	9
40	никогда не	11	9
41	в том	8	9
42	ясно что	1	8
43	но это	5	8
44	совершенно не	1	8
45	и как	1	7
46	то в	1	7
47	что она	4	7
48	что не	3	7
49	как она	1	7
50	той или	1	7
51	отождествляется с	1	7
52	вовсе не	2	7
53	не просто	1	7
54	но и	8	7
55	в чем	4	6
56	не то	1	6
57	но в	4	6
58	с другой	2	6
59	и вот	1	6
60	не в	4	6
61	она не	1	6
62	в то	10	6
63	с ним	3	6
64	не было	2	6
65	и ни	1	6
66	говорить о	2	5
67	я не	2	5
68	и он	2	5
69	отношение к	1	5
70	общего с	1	5
71	все же	5	5
72	себе не	1	5
73	в противоположность	1	5
74	на то	1	5
75	идеи и	1	5
76	и с	8	5
77	что оно	1	5
78	и мы	3	5
79	в этих	1	5
80	но если	2	5
81	ни о	1	5
82	в виду	1	5
83	в дальнейшем	4	5
84	можно было	1	5
85	не с	1	5
86	он сам	3	5
87	об отношении	1	5
88	а в	4	5
89	это и	1	4
90	мы говорим	1	4
91	почти всегда	1	4
92	то это	1	4
93	образ и	2	4
94	об этом	4	4
95	но лишь	1	4
96	по крайней	2	4
97	и более	1	4
98	у пушкина	3	4
99	же время	7	4
100	не о	1	4
101	к ней	1	4
102	к тому	1	4
103	ничего общего	1	4
104	как мы	1	4
105	в душу	1	4
106	только то	1	4
107	быть может	3	4
108	и вообще	2	4
109	о том	5	4
110	от него	1	4
111	крайней мере	2	4
112	это я	1	4
113	мы видим	4	4
114	но не	5	4
115	не мешает	2	4
116	в котором	3	4
117	в конце	6	4
118	для меня	1	4
119	не говорит	1	4
120	как раз	1	4
121	в схеме	1	4
122	как это	1	4
123	хотя и	4	4
124	так же	5	4
125	может и	1	4
126	другой стороны	2	4
127	во всяком	2	4
128	нем нет	1	3
129	самом деле	2	3
130	только потому	1	3
131	действительности и	1	3
132	и тут	1	3
133	мысли и	1	3
134	а только	1	3
135	к богу	1	3
136	если в	1	3
137	или иное	1	3
138	что они	4	3
139	не буду	1	3
140	стороны и	1	3
141	то или	1	3
142	говорит что	1	3
143	но эта	2	3
144	в самом	3	3
145	от бога	1	3
146	а более	1	3
147	он не	3	3
148	которой не	1	3
149	и еще	2	3
150	не значит	1	3
151	содержит в	1	3
152	в них	1	3
153	всегда и	1	3
154	должно быть	1	3
155	в их	3	3
156	что я	2	3
157	точку зрения	2	3
158	даже в	1	3
159	тому что	1	3
160	вплоть до	1	3
161	на себе	1	3
162	в основе	2	3
163	но только	1	3
164	а лишь	1	3
165	в сознании	1	3
166	только с	2	3
167	ли это	1	3
168	могут быть	2	3
169	его с	1	3
170	указывает на	1	3
171	и о	1	3
172	жизнь и	1	3
173	нуждается в	1	3
174	что и	1	3
175	один из	3	3
176	только в	2	3
177	даже если	1	3
178	считать что	1	3
179	же это	1	3
180	или иной	1	3
181	даже не	1	3
182	что для	1	3
183	и потому	4	3
184	что же	1	3
185	в его	10	3
186	не является	3	3
187	идею и	1	3
188	или нет	1	3
189	еще более	1	3
190	дана в	1	3
191	отношении к	1	3
192	была бы	1	3
193	думать что	1	3
194	можно говорить	1	2
195	же как	3	2
196	он всегда	2	2
197	что если	1	2
198	что уже	1	2
199	мы и	1	2
200	идею а	1	2
201	быть в	1	2
202	говоря не	1	2
203	я никогда	1	2
204	то мы	1	2
205	из этих	1	2
206	но как	1	2
207	точка зрения	2	2
208	и всякий	1	2
209	нужно быть	1	2
210	ничуть не	1	2
211	с этим	1	2
212	на деле	1	2
213	этой стороны	1	2
214	мы получаем	1	2
215	образом и	1	2
216	не был	1	2
217	все эти	4	2
218	к самому	2	2
219	тоже не	2	2
220	тому же	2	2
221	в первую	1	2
222	в виде	2	2
223	на земле	1	2
224	является не	1	2
225	в каждом	1	2
226	в мире	5	2
227	с другими	2	2
228	но уже	3	2
229	с этой	3	2
230	как и	6	2
231	до сих	3	2
232	и тогда	2	2
233	в своей	6	2
234	то он	1	2
235	нас не	1	2
236	всяком случае	2	2
237	в которых	3	2
238	и от	4	2
239	не знает	1	2
240	не менее	2	2
241	как о	2	2
242	в идее	1	2
243	себе самом	1	2
244	и мало	1	2
245	и является	1	2
246	же он	1	2
247	нет ни	1	2
248	как только	1	2
249	отличается от	1	2
250	и это	3	2
251	в другом	1	2
252	мог бы	1	2
253	отлична от	1	2
254	по мере	1	2
255	на точку	1	2
256	каждом из	1	2
257	о своих	2	2
258	не зная	1	2
259	в современной	1	2
260	д и	2	2
261	с ними	2	2
262	может оказаться	1	2
