N	3gram	Vygotskiy__3	Analitik
1	в том что	17	7
2	по отношению к	2	7
3	с другой стороны	3	5
4	о том что	3	5
5	в свою очередь	2	4
6	как и в	2	4
7	и того же	4	3
8	в данном случае	1	3
9	той или иной	2	3
10	одного и того	4	3
11	в этом отношении	3	3
12	подобно тому как	1	2
13	с точки зрения	1	2
14	одной и той	2	2
15	в отличие от	6	2
16	имеем дело не	1	2
17	тот или иной	1	2
18	в значительной степени	1	2
19	с одной стороны	5	2
20	сама по себе	1	2
21	тем не менее	5	2
22	во всяком случае	4	2
23	и той же	2	2
24	по своей природе	1	1
25	том что при	1	1
26	что иное как	1	1
27	мы будем иметь	1	1
28	к неразрешимым противоречиям	1	1
29	в этом смысле	2	1
30	в этом случае	1	1
31	как если бы	1	1
32	в дальнейшем мы	1	1
33	до сих пор	1	1
34	с тем же	1	1
35	в зависимости от	5	1
36	хотя бы и	1	1
37	принимает на себя	1	1
38	в готовом виде	2	1
39	мы не станем	4	1
40	между тем как	1	1
41	одной стороны с	1	1
42	что мы знаем	3	1
43	со всеми остальными	1	1
44	по себе а	1	1
45	что было бы	1	1
46	ту или иную	1	1
47	этих моментов в	1	1
48	сам по себе	1	1
49	в самом начале	1	1
50	в том чтобы	1	1
51	здесь мы имеем	1	1
52	не только в	1	1
53	в один ряд	1	1
54	тот факт что	5	1
55	так и в	2	1
56	в применении к	1	1
57	в известном смысле	2	1
58	в предыдущей части	1	1
59	в результате чего	1	1
60	что в отличие	1	1
61	не могут быть	1	1
62	которые могли бы	1	1
63	а с другой	3	1
64	который мог бы	1	1
65	и как бы	1	1
66	имеем дело с	1	1
67	дальнейшем мы будем	1	1
68	всяком случае не	1	1
69	так или иначе	1	1
70	совпадают с теми	1	1
71	таким же образом	1	1
72	в связи с	5	1
73	все что мы	2	1
74	наличие или отсутствие	1	1
75	с теми же	1	1
76	мы знаем о	2	1
77	для того чтобы	7	1
78	и в восприятии	1	1
79	того или иного	2	1
80	есть не что	1	1
81	не может быть	2	1
82	между собой и	1	1
83	в этом же	1	1
84	отнюдь не является	1	1
85	с другой с	1	1
86	само по себе	2	1
87	в связь с	1	1
88	и т.д в	1	1
89	с этого момента	1	1
90	как и сам	1	1
91	друг от друга	1	1
92	заключается в том	7	1
93	не сводится к	1	1
94	не что иное	1	1
95	то что они	1	1
96	человека и его	1	1
97	здесь как и	1	1
98	что и в	5	1
99	обратить внимание на	1	1
