N	2gram	Losev_Prob_4	Stilisti
1	и в	20	42
2	не только	24	27
3	как бы	4	27
4	прежде всего	11	22
5	хотя бы	7	17
6	то же	7	15
7	но и	14	15
8	и не	28	14
9	не может	5	12
10	может быть	9	12
11	как и	6	11
12	точки зрения	14	11
13	отнюдь не	10	10
14	в этом	9	10
15	и как	3	10
16	как мы	3	10
17	мы должны	3	10
18	что мы	3	10
19	мы не	7	9
20	при этом	6	9
21	в то	4	9
22	для того	3	9
23	то что	15	9
24	в ней	7	8
25	все же	2	8
26	в себе	12	8
27	таким образом	8	8
28	тем самым	4	8
29	и это	2	8
30	с тем	4	8
31	что же	1	8
32	в зависимости	3	7
33	зависимости от	3	7
34	и на	3	7
35	в которой	2	7
36	было бы	14	7
37	и тем	7	7
38	так как	5	7
39	никогда не	1	7
40	потому что	15	7
41	того чтобы	2	7
42	ничего не	1	7
43	с его	2	7
44	только в	23	7
45	и его	10	7
46	мы можем	3	7
47	а не	7	7
48	и от	6	7
49	во всех	4	6
50	мы будем	1	6
51	в этой	4	6
52	но ведь	1	6
53	на его	2	6
54	в нем	5	6
55	не в	13	6
56	или как	1	6
57	в области	3	6
58	когда мы	5	6
59	так и	10	6
60	другими словами	3	6
61	и так	1	6
62	в конце	2	6
63	или иной	13	6
64	в свою	1	6
65	уже в	4	5
66	в нашем	12	5
67	в той	8	5
68	независимо от	3	5
69	и наконец	4	5
70	одно и	1	5
71	и с	7	5
72	того или	3	5
73	с точки	11	5
74	тому что	1	5
75	в сознании	3	5
76	а в	4	5
77	не является	10	5
78	же самое	6	5
79	в его	3	5
80	и является	3	5
81	в живом	1	5
82	вместе с	5	5
83	как это	3	5
84	слова и	1	5
85	или иного	3	5
86	и то	2	4
87	самом деле	3	4
88	или иную	1	4
89	тем же	1	4
90	мы называем	1	4
91	себя в	2	4
92	что именно	2	4
93	и к	3	4
94	но в	8	4
95	в самом	2	4
96	что это	2	4
97	уже не	5	4
98	можно было	4	4
99	в каждом	1	4
100	его в	2	4
101	ту или	1	4
102	и без	6	4
103	самого начала	1	4
104	у нас	14	4
105	но все	3	4
106	всего в	1	4
107	так называемые	1	4
108	к тому	3	4
109	той или	14	4
110	свою очередь	1	4
111	с самого	1	4
112	если бы	8	4
113	дерево как	1	4
114	о том	5	4
115	можно сказать	5	4
116	все время	2	4
117	того что	1	4
118	мы видим	1	4
119	в качестве	10	4
120	если мы	5	4
121	само собой	3	4
122	были бы	3	4
123	связаны с	1	4
124	не просто	16	4
125	то есть	27	4
126	к своему	2	4
127	не что	2	4
128	все это	9	4
129	не знаем	1	4
130	не существует	5	4
131	бы в	1	4
132	так же	5	4
133	на самом	5	3
134	жизни это	1	3
135	еще не	7	3
136	то он	2	3
137	нет и	2	3
138	перед нами	13	3
139	хотя и	5	3
140	если он	2	3
141	не к	2	3
142	и вот	1	3
143	здесь мы	3	3
144	не будет	2	3
145	об этом	6	3
146	это не	7	3
147	убедились что	1	3
148	чаще всего	1	3
149	этом мы	2	3
150	том что	12	3
151	бы мы	1	3
152	необходимо чтобы	1	3
153	в разных	4	3
154	связи с	3	3
155	до того	2	3
156	в будущем	1	3
157	да и	5	3
158	слова но	3	3
159	что оно	1	3
160	в виду	6	3
161	в ее	5	3
162	мы в	1	3
163	и здесь	1	3
164	и поэтому	1	3
165	не имеем	1	3
166	нуждается в	1	3
167	мы ни	2	3
168	то мы	2	3
169	жизни и	5	3
170	конечно не	3	3
171	только на	2	3
172	из них	3	3
173	не так	3	3
174	представить себе	2	3
175	в котором	2	3
176	в одном	4	3
177	мы убедились	1	3
178	но что	1	3
179	явления природы	1	3
180	что и	3	3
181	и даже	9	3
182	конце концов	1	3
183	и уже	1	3
184	если не	3	3
185	ни на	3	3
186	в целом	1	3
187	как предмет	2	3
188	как таковой	1	3
189	в начале	3	3
190	но для	1	3
191	тех или	4	3
192	и для	4	3
193	для нас	6	3
194	и все	8	3
195	о своем	1	3
196	между ними	1	3
197	не знает	1	3
198	сказать что	7	3
199	также и	13	2
200	человека и	1	2
201	жизни мы	1	2
202	нас не	1	2
203	что эти	1	2
204	и больше	2	2
205	и этот	3	2
206	от чего	1	2
207	мы имеем	6	2
208	вопрос о	1	2
209	нам в	1	2
210	но даже	4	2
211	и он	2	2
212	не нужно	1	2
213	между собой	2	2
214	иное как	2	2
215	природы и	1	2
216	и всего	1	2
217	но не	5	2
218	только потому	1	2
219	значение и	1	2
220	должны были	1	2
221	можем не	1	2
222	отношение к	1	2
223	себе и	3	2
224	нашего сознания	1	2
225	первый взгляд	1	2
226	как в	5	2
227	и нет	1	2
228	которая и	1	2
229	как таковое	1	2
230	чего же	1	2
231	бы и	3	2
232	ни один	1	2
233	все эти	16	2
234	бы не	1	2
235	и те	1	2
236	тому же	2	2
237	и сам	1	2
238	по своему	6	2
239	человека в	3	2
240	связанные с	1	2
241	ясно что	7	2
242	есть не	6	2
243	объективной действительности	1	2
244	бы нам	1	2
245	с этим	4	2
246	в жизни	3	2
247	не всегда	1	2
248	в этих	5	2
249	и при	1	2
250	в своей	4	2
251	в отношении	4	2
252	что вся	1	2
253	мы говорили	1	2
254	зрения наиболее	1	2
255	для всякого	2	2
256	но эта	2	2
257	которые в	1	2
258	самое время	2	2
259	при условии	2	2
260	однако в	2	2
261	который мы	1	2
262	существует и	1	2
263	отражает и	1	2
264	ее с	1	2
265	в основе	1	2
266	что иное	2	2
267	это слово	1	2
268	точном смысле	1	2
269	или иных	3	2
270	в каком	6	2
271	перед ним	1	2
272	от их	1	2
273	не есть	12	2
274	здесь не	7	2
275	человеческой истории	1	2
276	в пределах	2	2
277	и когда	2	2
278	с собой	3	2
279	из двух	1	2
280	времени и	4	2
281	и вообще	6	2
282	своего собеседника	1	2
283	с ним	4	2
284	по своей	1	2
285	что перед	2	2
286	в значительной	2	2
287	к нему	3	2
288	дореформенной россии	1	2
289	на отдельные	1	2
290	культурного развития	1	2
291	в том	20	2
292	тот же	2	2
293	одной из	4	2
294	что он	8	2
295	в какой	4	2
296	человека все	1	2
297	тот или	2	2
298	и все-таки	1	2
299	для всех	3	2
300	да еще	1	2
301	или даже	4	2
302	для него	3	2
303	себе в	3	2
304	для них	2	2
305	заметить что	1	2
306	тем что	3	2
307	даже и	13	2
308	и типом	1	2
309	развития в	1	2
310	собой разумеется	1	2
311	еще и	3	2
312	не было	3	2
313	до конца	1	2
314	в связи	3	2
315	равно как	1	2
316	нет ничего	3	2
317	и потому	7	2
318	из которых	3	2
319	которые являются	1	2
320	рук и	1	2
321	должно быть	1	2
322	сих пор	1	2
323	но это	6	2
324	другое как	1	2
325	войти в	1	2
326	или в	5	2
327	а к	1	2
328	на первый	1	2
329	и ни	5	2
330	ни к	2	2
331	несмотря на	4	2
332	с ней	2	2
333	не говоря	3	2
334	в частности	2	2
335	либо в	2	2
336	что то	1	2
337	в своих	1	2
338	гораздо более	1	2
339	значения этого	1	1
340	смысле слова	15	1
341	к людям	1	1
342	можно говорить	1	1
343	также что	1	1
344	одним из	1	1
345	для построения	1	1
346	станет говорить	1	1
347	же как	1	1
348	чтобы не	2	1
349	художественного произведения	1	1
