N	2gram	Bakhtin_fo_1	TeoriaLi
1	в мире	1	24
2	не только	9	18
3	в качестве	3	17
4	и не	14	16
5	а в	3	14
6	и в	50	13
7	в частности	6	13
8	то есть	33	12
9	так и	12	12
10	может быть	11	12
11	в этом	25	11
12	при этом	3	11
13	в том	9	11
14	но не	5	10
15	и его	16	10
16	а не	3	10
17	то же	11	9
18	в его	13	9
19	по отношению	3	8
20	своего рода	1	8
21	но и	8	8
22	отношению к	5	8
23	что в	5	8
24	отличие от	2	7
25	в себе	3	7
26	том что	4	7
27	точки зрения	5	7
28	в отличие	2	7
29	в то	9	7
30	по своей	1	7
31	только в	4	7
32	себя в	1	7
33	в данном	2	7
34	еще не	5	6
35	с его	9	6
36	но в	10	6
37	лишь в	6	6
38	место в	2	6
39	же время	9	6
40	как бы	2	6
41	мы имеем	1	5
42	жизни как	1	5
43	данном случае	1	5
44	в своем	4	5
45	в самом	8	5
46	он не	5	5
47	как и	8	5
48	не в	5	5
49	в нем	24	5
50	в ее	6	5
51	в пределах	5	5
52	или иной	2	5
53	а также	2	5
54	уже не	2	5
55	с другой	2	5
56	как в	6	5
57	в искусстве	1	5
58	между ними	3	5
59	героя и	7	5
60	по преимуществу	3	4
61	отношение к	2	4
62	хотя и	3	4
63	по пути	1	4
64	то что	6	4
65	не предполагает	1	4
66	ни в	8	4
67	в своей	2	4
68	в их	6	4
69	не столько	1	4
70	приводит к	1	4
71	в форме	3	4
72	и ее	3	4
73	за пределами	1	4
74	но он	2	4
75	и т.п	4	4
76	личности и	2	4
77	в свою	2	4
78	не знает	3	4
79	сказать что	3	4
80	не может	6	4
81	хронотоп в	5	3
82	и то	4	3
83	между двумя	6	3
84	например в	6	3
85	что можно	1	3
86	а только	2	3
87	и т.д	1	3
88	перед нами	1	3
89	и к	2	3
90	со своей	3	3
91	все эти	9	3
92	в нашем	2	3
93	в этой	1	3
94	он должен	2	3
95	и вот	1	3
96	и по	2	3
97	самим собой	2	3
98	его в	3	3
99	литературных произведений	1	3
100	и сам	1	3
101	в этих	3	3
102	все прочие	1	3
103	в отношении	3	3
104	никогда не	2	3
105	как раз	13	3
106	потому что	4	3
107	той или	2	3
108	свою очередь	1	3
109	так в	1	3
110	в другом	1	3
111	в порядке	3	3
112	входит в	3	3
113	того что	2	3
114	во времени	3	3
115	человека с	1	3
116	для него	2	3
117	с ее	6	3
118	на почве	2	3
119	именно в	3	3
120	и др	9	3
121	прежде всего	15	3
122	в соответствии	2	3
123	и потому	3	3
124	по своему	1	3
125	этого слова	1	3
126	мира в	3	3
127	таким образом	11	3
128	или в	3	3
129	в основе	5	3
130	ни к	3	3
131	я и	1	2
132	была бы	2	2
133	отношения к	3	2
134	того же	8	2
135	и это	4	2
136	на деле	1	2
137	в присутствии	4	2
138	собою в	1	2
139	но она	2	2
140	принадлежит к	2	2
141	на себя	2	2
142	я не	1	2
143	в целом	2	2
144	между собой	4	2
145	в чем	2	2
146	могло быть	4	2
147	но как	1	2
148	у него	6	2
149	свою жизнь	1	2
150	сама по	1	2
151	данный момент	1	2
152	человеческого бытия	1	2
153	и как	10	2
154	самом начале	1	2
155	в которой	2	2
156	образом и	1	2
157	но на	4	2
158	к герою	1	2
159	этом мире	2	2
160	без исключения	1	2
161	одно и	3	2
162	не следует	1	2
163	здесь мы	1	2
164	могла бы	1	2
165	об этом	2	2
166	нашем случае	1	2
167	это не	6	2
168	соответствии с	2	2
169	вовсе не	13	2
170	и того	6	2
171	и некоторые	1	2
172	одного и	5	2
173	с точки	2	2
174	их в	3	2
175	произведений искусства	1	2
176	по себе	2	2
177	автора и	2	2
178	дело не	1	2
179	не могло	5	2
180	своей природе	1	2
181	и для	4	2
182	места для	1	2
183	частной жизни	23	2
184	имеет место	3	2
185	внутренний хронотоп	1	2
186	здесь не	4	2
187	самим собою	3	2
188	в организации	1	2
189	в себя	1	2
190	роль в	9	2
191	если бы	5	2
192	в виду	3	2
193	и здесь	1	2
194	в состав	1	2
195	о том	1	2
196	в глаза	2	2
197	времени в	7	2
198	это было	1	2
199	во всех	6	2
200	во втором	2	2
201	в литературе	16	2
202	мире и	2	2
203	с одной	3	2
204	в большинстве	1	2
205	в конце	9	2
206	во всей	3	2
207	и даже	2	2
208	в данный	1	2
209	себя и	3	2
210	жизни то	2	2
211	одной стороны	2	2
212	а на	1	2
213	и составляет	1	2
214	не на	1	2
215	человеческой жизни	6	2
216	одну из	1	2
217	о чем	1	2
218	на фоне	3	2
219	вместе с	3	2
220	так же	6	2
221	даже самая	1	2
222	жизни но	5	2
223	из которых	1	2
224	к жизни	2	2
225	в той	4	2
226	могут быть	5	2
227	и позволяет	1	2
228	в мировой	2	2
229	к тому	3	2
230	совершенно иной	3	2
231	жизни в	8	2
232	одной из	3	2
233	имеет в	2	2
234	в романе	32	2
235	что он	1	2
236	либо в	1	2
237	культуры в	1	2
238	только к	3	1
239	те же	2	1
240	также и	2	1
241	такова в	1	1
242	человека и	11	1
243	начинается с	1	1
244	и через	1	1
245	связана с	1	1
246	жизни поэтому	3	1
247	в христианском	1	1
248	идет о	1	1
249	слова эта	1	1
250	и есть	1	1
251	этого мира	4	1
252	тем же	1	1
253	в иных	1	1
254	к другому	2	1
255	и до	5	1
256	жизни героя	1	1
257	др в	2	1
258	иметь место	1	1
259	сливается с	1	1
260	одним из	1	1
261	со всех	1	1
262	что даже	1	1
263	той же	2	1
264	жизни по	2	1
265	же как	2	1
266	при анализе	1	1
267	только другим	1	1
268	вопрос о	2	1
269	единство и	1	1
270	от всего	1	1
271	этим определяется	1	1
272	не вполне	1	1
273	и со	1	1
274	литературе нового	1	1
275	не знают	1	1
276	о судьбе	1	1
277	говорил о	1	1
278	момент в	2	1
279	собой в	1	1
280	и на	8	1
281	на них	2	1
282	время в	6	1
283	в различных	2	1
284	события в	1	1
285	роман и	1	1
286	место слияние	1	1
287	совсем не	2	1
288	и читателей	1	1
289	здесь также	2	1
290	не входит	2	1
291	для других	4	1
292	с совершенно	1	1
293	с собою	1	1
294	значение для	1	1
295	реального исторического	3	1
296	времени то	1	1
297	на то	1	1
298	котором как	1	1
299	отнюдь не	5	1
300	это тот	1	1
301	в истории	2	1
302	в центре	2	1
303	независимо от	1	1
304	встречи с	2	1
305	родного дома	1	1
306	свой порядок	1	1
307	о жизни	1	1
308	что касается	1	1
309	переживания и	1	1
310	могли бы	1	1
311	и приходит	1	1
312	а перед	1	1
313	здесь и	2	1
314	моменты быта	1	1
315	и свою	1	1
316	искусство и	1	1
317	в условиях	7	1
318	из жизни	1	1
319	что это	1	1
320	момент его	2	1
321	европейского романа	4	1
322	из этих	1	1
323	тоже не	1	1
324	раз в	4	1
325	частности с	1	1
326	с их	2	1
327	имеем в	1	1
328	всей его	2	1
329	не могла	1	1
330	вследствие этого	3	1
331	в повседневном	1	1
332	образ его	1	1
333	в классическом	3	1
334	и историческом	1	1
335	время и	4	1
336	он ни	1	1
337	на одну	1	1
338	в понимании	1	1
339	с нашим	1	1
340	по существу	12	1
341	том числе	4	1
342	поэтому оно	2	1
343	его можно	1	1
344	является не	1	1
345	основе его	1	1
346	не бывает	1	1
347	ни был	1	1
348	по его	1	1
349	было возможно	1	1
350	что все	2	1
351	которыми он	2	1
352	времени и	10	1
353	глубокий и	1	1
354	для своей	1	1
355	и непосредственное	1	1
356	ко второму	1	1
357	было бы	2	1
358	на вещи	1	1
359	жизни что	1	1
360	в них	4	1
361	нет в	2	1
362	рядом с	2	1
363	игра с	1	1
364	она и	1	1
365	на второй	1	1
366	пространственных и	2	1
367	с тем	3	1
368	когда я	1	1
369	все моменты	2	1
370	рода и	1	1
371	которым человек	1	1
372	таким же	1	1
373	это случается	1	1
374	не становится	1	1
375	это делает	1	1
376	хронотопе имеет	1	1
377	в котором	4	1
378	биография и	2	1
379	его под	1	1
380	не как	2	1
381	оно стало	1	1
382	внешним то	1	1
383	не путем	1	1
384	действительность в	1	1
385	и внутренних	1	1
386	но эта	3	1
387	друг другу	2	1
388	временных примет	1	1
389	и более	1	1
390	с такими	1	1
391	началась и	1	1
392	не должно	1	1
393	связей с	1	1
394	жизни ее	1	1
395	случае в	1	1
396	включен в	1	1
397	до известной	1	1
398	в таких	1	1
399	я для	1	1
400	с которой	1	1
401	к третьему	1	1
402	статичен в	1	1
403	не имеет	4	1
404	дело в	2	1
405	одна из	2	1
406	на себе	1	1
407	и сама	1	1
408	бытия и	1	1
409	героев и	3	1
410	механический характер	1	1
411	которых и	1	1
412	того и	2	1
413	только и	5	1
414	жизни не	3	1
415	слияние пространственных	1	1
