N	2gram	Berdyaev_N_1	Problema
1	и не	11	28
2	не только	5	24
3	только в	1	23
4	и в	16	20
5	в том	8	20
6	ни в	6	17
7	все эти	2	16
8	смысле слова	3	15
9	то что	4	15
10	потому что	4	15
11	у нас	1	14
12	было бы	1	14
13	но и	3	14
14	не в	6	13
15	в себе	2	12
16	том что	2	12
17	не есть	3	12
18	по себе	1	11
19	прежде всего	4	11
20	как будто	2	11
21	и его	1	10
22	не менее	4	10
23	так и	2	10
24	это значит	1	10
25	в этом	7	9
26	может быть	7	9
27	и даже	2	9
28	все это	5	9
29	но в	2	8
30	значит что	4	8
31	что он	1	8
32	в той	1	8
33	и все	4	8
34	во всяком	1	8
35	мы не	2	7
36	в ней	5	7
37	еще не	3	7
38	и с	2	7
39	это не	4	7
40	хотя бы	2	7
41	есть в	2	7
42	с другой	3	7
43	сказать что	3	7
44	а не	17	7
45	и потому	4	7
46	такого рода	2	7
47	как и	7	6
48	но если	1	6
49	в каком	1	6
50	в виду	1	6
51	а также	1	6
52	по своему	4	6
53	но это	6	6
54	и от	2	6
55	другой стороны	2	6
56	но не	2	5
57	как в	3	5
58	хотя и	2	5
59	в нем	5	5
60	в них	4	5
61	в этих	1	5
62	и очень	1	5
63	когда мы	2	5
64	и вполне	1	5
65	в ее	3	5
66	о том	4	5
67	можно сказать	1	5
68	жизни и	8	5
69	уже не	2	5
70	так как	1	5
71	человеческой жизни	1	5
72	не может	16	5
73	вместе с	2	5
74	так же	2	5
75	в смысле	2	5
76	не существует	3	5
77	это и	2	4
78	что его	1	4
79	и есть	10	4
80	уже в	1	4
81	в этой	1	4
82	что она	2	4
83	времени и	2	4
84	с тем	3	4
85	в своей	3	4
86	всяком случае	1	4
87	не имеет	4	4
88	нет ни	1	4
89	всегда есть	1	4
90	можно было	2	4
91	с ним	1	4
92	и во	1	4
93	во всех	3	4
94	и только	1	4
95	что не	1	4
96	уже давно	1	4
97	с этим	2	4
98	и для	4	4
99	а в	2	4
100	в то	2	4
101	в зависимости	1	3
102	и этот	1	3
103	но она	2	3
104	то это	1	3
105	и на	2	3
106	в истории	3	3
107	же и	1	3
108	в своем	1	3
109	и к	5	3
110	вообще не	1	3
111	но все	1	3
112	человека в	1	3
113	с другими	1	3
114	этом смысле	2	3
115	из них	1	3
116	в новое	3	3
117	в жизни	5	3
118	как это	2	3
119	нет никакого	1	3
120	самой жизни	2	3
121	в области	1	3
122	зависимости от	1	3
123	к тому	3	3
124	с собой	1	3
125	и весь	2	3
126	все в	1	3
127	к нему	1	3
128	в его	1	3
129	для всех	1	3
130	конечно не	3	3
131	а это	1	3
132	себе и	1	3
133	тем что	1	3
134	для того	1	3
135	не было	4	3
136	нет ничего	1	3
137	это есть	7	3
138	и более	1	3
139	что мы	1	3
140	только для	1	3
141	это уже	1	3
142	мы должны	1	3
143	все они	2	3
144	что в	9	3
145	и начала	2	2
146	или к	1	2
147	по преимуществу	1	2
148	в которой	1	2
149	время как	2	2
150	говорить о	1	2
151	разобраться в	1	2
152	нет в	1	2
153	в чем	1	2
154	нет и	2	2
155	за пределы	3	2
156	говорит что	1	2
157	ни одна	2	2
158	в известном	1	2
159	он не	8	2
160	перестает быть	4	2
161	не к	2	2
162	с ее	5	2
163	том чтобы	2	2
164	общество и	1	2
165	не будет	7	2
166	весь мир	1	2
167	для них	1	2
168	этого не	1	2
169	в котором	1	2
170	не могли	2	2
171	того же	1	2
172	друг друга	1	2
173	того чтобы	2	2
174	на путях	2	2
175	смысле как	1	2
176	к ней	1	2
177	во всем	1	2
178	есть только	1	2
179	во все	1	2
180	и всех	1	2
181	для себя	1	2
182	и это	2	2
183	и когда	1	2
184	для этого	2	2
185	только так	1	2
186	и что	2	2
187	в значительной	1	2
188	это было	3	2
