N	2gram	Kanaev_Sov_1	Myshleni
1	в том	4	42
2	том что	1	35
3	с помощью	4	31
4	в процессе	1	27
5	таким образом	11	25
6	в развитии	4	25
7	в этом	7	24
8	точки зрения	12	24
9	и в	7	20
10	что в	2	19
11	то же	3	16
12	не только	4	15
13	процесс развития	1	13
14	как мы	2	13
15	при этом	3	12
16	может быть	12	12
17	с другой	1	12
18	с точки	5	11
19	в его	2	11
20	так же	1	11
21	в целом	4	11
22	мы должны	4	11
23	в себе	3	10
24	своего развития	1	10
25	мы видим	2	10
26	только в	1	10
27	если мы	4	10
28	так как	4	10
29	того же	1	9
30	как и	6	9
31	понятия и	1	9
32	тот же	2	9
33	с одной	2	9
34	одной стороны	1	9
35	было бы	3	8
36	этом смысле	1	8
37	и что	2	8
38	вместе с	4	8
39	и не	6	8
40	в результате	6	8
41	самом деле	2	7
42	один и	1	7
43	и тот	1	7
44	и более	1	7
45	с другом	2	7
46	могут быть	2	7
47	же самое	2	7
48	а не	3	7
49	как бы	4	7
50	друг с	2	7
51	же как	1	6
52	в самом	2	6
53	той же	2	6
54	этот процесс	1	6
55	те же	1	6
56	мы видели	4	6
57	к одному	1	6
58	можно было	1	6
59	его в	1	6
60	уже в	3	6
61	развития в	2	6
62	не может	17	6
63	такого рода	2	6
64	и развития	1	6
65	сказать что	1	6
66	мы имели	1	5
67	мы уже	1	5
68	готовом виде	1	5
69	между собой	3	5
70	друг на	1	5
71	с этим	2	5
72	все же	3	5
73	и к	3	5
74	в действительности	1	5
75	увидим что	1	5
76	все эти	5	5
77	одной и	1	5
78	это не	4	5
79	на друга	1	5
80	только не	1	5
81	и его	1	5
82	не является	1	5
83	никогда не	1	5
84	если бы	1	5
85	о том	1	5
86	хода развития	1	5
87	мы можем	6	5
88	что такое	2	5
89	тем же	2	4
90	в своем	1	4
91	в нашем	2	4
92	нами в	1	4
93	и те	1	4
94	как он	3	4
95	и при	1	4
96	и той	1	4
97	которые в	1	4
98	не в	3	4
99	что с	1	4
100	одному и	1	4
101	роль в	2	4
102	и только	1	4
103	все время	1	4
104	из них	4	4
105	во всей	1	4
106	в области	3	4
107	обратимся к	1	4
108	и для	1	4
109	для нас	3	4
110	между ними	1	4
111	к этому	1	4
112	во всяком	2	4
113	как известно	2	3
114	идет о	1	3
115	не имеют	1	3
116	отдельных элементов	1	3
117	отнюдь не	3	3
118	следующим образом	3	3
119	но в	3	3
120	в которой	2	3
121	в этой	3	3
122	на его	2	3
123	на этом	2	3
124	что все	2	3
125	в совершенно	1	3
126	со всеми	2	3
127	обоих случаях	1	3
128	ни в	1	3
129	чем в	1	3
130	в один	2	3
131	между различными	1	3
132	важную роль	1	3
133	не менее	2	3
134	что эта	1	3
135	в обоих	1	3
136	этого явления	1	3
137	связи с	1	3
138	не могут	2	3
139	ничего общего	1	3
140	оно может	1	3
141	развития с	1	3
142	приводит к	2	3
143	должно быть	1	3
144	развития и	1	3
145	и во	2	3
146	один из	1	3
147	одной из	1	3
148	но не	1	3
149	в какой	1	3
150	всяком случае	2	3
151	одни и	1	3
152	из одной	1	3
153	но что	1	3
154	в экспериментах	1	3
155	на этот	2	3
156	именно в	1	3
157	к которому	1	3
158	виде и	1	3
159	только к	1	3
160	в связи	1	3
161	по существу	1	3
162	этом случае	1	3
163	в условиях	5	3
164	и от	1	3
165	не подлежит	3	3
166	связей и	1	3
167	совершенно не	2	3
168	мы проследим	1	3
169	в виде	2	3
170	ли мы	3	2
171	между двумя	1	2
172	мы имеем	1	2
173	что уже	1	2
174	зависимости от	4	2
175	в ней	1	2
176	видели что	3	2
177	мы будем	1	2
178	отличие от	2	2
179	и речи	1	2
180	опирается на	1	2
181	стороны и	1	2
182	более и	1	2
183	процессе развития	1	2
184	отдельных конкретных	1	2
185	три различных	1	2
186	из этих	2	2
187	в известном	1	2
188	остановиться на	1	2
189	в наших	3	2
190	в нем	3	2
191	никакому сомнению	1	2
192	свое время	1	2
193	в основу	1	2
194	в каждом	8	2
195	а затем	1	2
196	факт что	1	2
197	может стать	1	2
198	мы постараемся	1	2
199	не соответствует	1	2
200	в ином	1	2
201	оно имеет	1	2
202	такой же	2	2
203	и тогда	1	2
204	таким же	1	2
205	мы называем	3	2
206	в отличие	2	2
207	для объяснения	1	2
208	их в	4	2
209	этой области	1	2
210	но они	1	2
211	не имеет	1	2
212	на котором	2	2
213	очень часто	1	2
214	когда мы	3	2
215	отличается от	3	2
216	что при	2	2
217	и это	1	2
218	свою очередь	2	2
219	данном случае	1	2
220	должны мы	1	2
221	ясно что	3	2
222	которую можно	1	2
223	еще не	3	2
224	мы в	1	2
225	и т.д	3	2
226	настоящее время	2	2
227	может не	3	2
228	к нему	1	2
229	видим что	1	2
230	значит что	1	2
231	по мнению	2	2
232	но как	1	2
233	и у	1	2
234	в данной	1	2
235	у него	2	2
236	случае не	1	2
237	только на	1	2
