N	3gram	Vygotskiy__1	Mirosoze
1	не может быть	5	17
2	вместе с тем	5	5
3	но и в	1	4
4	и вместе с	1	4
5	потому что в	1	3
6	заключает в себе	1	3
7	есть не только	1	3
8	не только свобода	1	3
9	это значит что	1	3
10	прежде всего в	2	2
11	по отношению к	7	2
12	до сих пор	4	2
13	и не может	1	2
14	что он не	1	2
15	в свою противоположность	1	2
16	то время как	4	2
17	не только в	1	2
18	в конце концов	1	2
19	на этом пути	1	2
20	в то время	5	2
21	для того чтобы	15	2
22	в высшей степени	4	2
23	потому что он	1	1
24	в которой она	1	1
25	психологической точки зрения	1	1
26	ключ к пониманию	1	1
27	и все то	1	1
28	это потому что	1	1
29	в самом деле	2	1
30	о себе и	1	1
31	в своей книге	1	1
32	как и все	1	1
33	и заключается в	1	1
34	в зависимости от	2	1
35	он уходит в	1	1
36	в отличие от	1	1
37	он должен быть	2	1
38	вопрос же о	1	1
39	жизни и в	1	1
40	шаг вперед в	1	1
41	об отношении между	2	1
42	не хочет знать	1	1
43	не имеет для	1	1
44	и не быть	1	1
45	с психологической точки	1	1
46	в значительной степени	2	1
47	так как они	1	1
48	по сравнению с	5	1
49	в этих словах	1	1
50	все более и	2	1
51	социальной среды и	1	1
52	друг к другу	1	1
53	во всяком случае	3	1
54	его не только	1	1
55	когда мы говорим	1	1
56	тем что в	1	1
57	хотя бы даже	1	1
58	в ряду других	1	1
59	в себе и	1	1
60	между этими двумя	2	1
61	от того что	2	1
62	к человеку как	1	1
63	всего того что	1	1
64	и никогда не	1	1
65	зависимости от этого	1	1
66	может быть выражена	2	1
67	он ничего не	1	1
68	о том что	6	1
69	есть прежде всего	2	1
70	более и более	2	1
71	можно было бы	3	1
72	по сравнению со	1	1
73	в том что	15	1
74	она не может	1	1
75	именно потому и	1	1
