N	3gram	Tiupa_Anal_3	Komedia
1	к тому же	3	10
2	едва ли не	2	5
3	в том что	7	5
4	о том что	5	4
5	для того чтобы	1	4
6	по отношению к	7	3
7	так или иначе	1	3
8	в связи с	1	3
9	то же время	3	3
10	до тех пор	1	3
11	в то же	3	3
12	не говоря уже	1	2
13	в этом смысле	1	2
14	в ответ на	2	2
15	до сих пор	1	2
16	говоря уже о	1	2
17	в отличие от	2	2
18	не более чем	2	2
19	с одной стороны	2	2
20	в самом начале	1	2
21	во всяком случае	2	2
22	в этом же	1	2
23	что и в	1	2
24	речь идет о	1	2
25	должны были бы	1	1
26	между отцом и	1	1
27	прежде всего они	1	1
28	мы имеем дело	4	1
29	в своем поведении	1	1
30	одной из этих	1	1
31	в самом деле	1	1
32	так и не	5	1
33	с точки зрения	2	1
34	для всех без	1	1
35	ни у кого	1	1
36	а в качестве	1	1
37	и не всегда	1	1
38	той или иной	3	1
39	в первом случае	1	1
40	если говорить о	1	1
41	в один ряд	1	1
42	затем и на	1	1
43	имеем дело с	1	1
44	и еще больше	1	1
45	так и на	1	1
46	и частной жизни	1	1
47	само по себе	1	1
48	таким же образом	1	1
49	с другой стороны	5	1
50	в полной мере	1	1
51	не может быть	1	1
52	по общему мнению	1	1
53	того или иного	1	1
54	в тех случаях	1	1
55	что он не	1	1
56	не ведая того	1	1
57	так и в	1	1
58	в свою очередь	4	1
59	то что не	1	1
60	по своему происхождению	1	1
61	себя в жизни	1	1
62	не только в	1	1
63	главы евгения онегина	1	1
64	друг от друга	1	1
65	тем более что	1	1
66	тех случаях когда	1	1
67	в большинстве случаев	1	1
68	в каждом из	1	1
69	с первых же	1	1
70	тем не менее	2	1
71	молодого человека в	1	1
72	друг перед другом	1	1
