N	3gram	Medvedev_V_1	Formalny
1	не может быть	8	14
2	в то же	5	7
3	то же время	5	7
4	во всяком случае	1	6
5	и т д	14	6
6	и т п	9	5
7	в зависимости от	5	5
8	с другой стороны	8	5
9	в самом деле	1	4
10	подобно тому как	2	4
11	и не может	2	4
12	в данном случае	1	4
13	в связи с	3	4
14	для того чтобы	3	4
15	как мы знаем	1	4
16	по отношению к	7	3
17	то же самое	1	3
18	в этом отношении	13	3
19	вместе с тем	3	3
20	в художественном произведении	4	3
21	в том что	5	3
22	нет и не	1	2
23	равно как и	4	2
24	в этом смысле	1	2
25	о том как	3	2
26	то или иное	1	2
27	как и все	1	2
28	в художественное произведение	1	2
29	и в то	3	2
30	сами по себе	1	2
31	в процессе этого	1	2
32	только то что	2	2
33	мы видели что	3	2
34	произведения так и	1	2
35	и художественное произведение	1	2
36	не только не	2	2
37	от всех других	1	2
38	к тому что	3	2
39	дело не в	1	2
40	так и от	2	2
41	в последнем счете	1	2
42	в конце концов	2	2
43	хотя и не	1	1
44	точки зрения на	1	1
45	другой стороны в	1	1
46	говорит об этом	1	1
47	произведения и его	1	1
48	содержания и формы	1	1
49	иметь в виду	2	1
50	в виду что	1	1
51	данного человека и	1	1
52	имеем в виду	1	1
53	в виду именно	1	1
54	т е не	1	1
55	в том же	1	1
56	можно утверждать что	3	1
57	сказать что ни	1	1
58	таким образом сама	1	1
59	одним из элементов	1	1
60	виду что в	1	1
61	и через это	2	1
62	в том или	1	1
63	тот или иной	1	1
64	искусстве и в	1	1
65	хотя бы и	5	1
66	между собою в	1	1
67	лишь в пределах	2	1
68	не могло бы	1	1
69	каждой из этих	2	1
70	как это происходит	1	1
71	художественного произведения не	1	1
72	том или ином	1	1
73	одна из них	1	1
74	становится в искусстве	1	1
75	в противном случае	2	1
76	по себе в	1	1
77	со всех сторон	1	1
78	с этой точки	1	1
79	именно в этом	1	1
80	говорит о том	1	1
81	до сих пор	1	1
82	ту или иную	1	1
83	так или иначе	1	1
84	в своем творчестве	3	1
85	от того что	2	1
86	мы полагаем что	1	1
87	и сводится к	1	1
88	т е в	2	1
89	так же как	1	1
90	действительности и ее	2	1
91	т е от	1	1
92	между ними не	1	1
93	мы знаем не	1	1
94	не только в	2	1
95	с одной стороны	2	1
96	выводам приводит и	1	1
97	материала в зависимости	1	1
98	нет бессодержательной формы	1	1
99	и по отношению	1	1
100	и вместе с	1	1
101	никогда не может	1	1
102	что ни одна	1	1
103	не в том	2	1
104	жизнью и ее	1	1
105	понимать творчество как	1	1
106	в слове произведения	1	1
107	в таком случае	1	1
108	а не только	1	1
109	он и не	1	1
110	все то что	1	1
111	в нем уже	1	1
112	этой точки зрения	2	1
113	о том что	3	1
114	того или иного	1	1
115	в частности в	2	1
116	может быть принята	1	1
117	в этом же	1	1
118	можно было бы	2	1
119	вместе с этим	1	1
120	выйти за пределы	1	1
121	того обстоятельства что	1	1
122	это происходит в	1	1
123	и никогда не	1	1
124	три года в	1	1
125	в процессе художественного	3	1
126	художественного творчества и	1	1
127	в этом заключается	1	1
128	и в искусстве	1	1
129	той или иной	1	1
130	можно сказать что	4	1
131	лежит в основе	1	1
132	совершенно очевидно что	1	1
133	в ином контексте	1	1
134	а вместе с	1	1
135	в искусстве и	1	1
136	вот что говорит	3	1
137	что в процессе	1	1
138	может быть никакого	1	1
139	в том числе	2	1
140	числе и художественное	1	1
141	сама по себе	1	1
142	нет никаких оснований	2	1
143	это только материал	1	1
144	том числе и	2	1
