N	2gram	Tiupa_Anal_2	Formalny
1	т е	2	34
2	и в	16	24
3	художественного произведения	2	23
4	в его	2	23
5	прежде всего	3	22
6	и не	12	20
7	так и	15	18
8	точки зрения	4	16
9	не может	4	16
10	в этом	18	15
11	в нем	1	14
12	может быть	6	14
13	таким образом	2	13
14	с точки	2	13
15	и т	1	12
16	в своем	4	11
17	как и	14	11
18	в своей	2	11
19	в их	3	11
20	не менее	4	11
21	то же	4	10
22	вовсе не	2	10
23	и ее	1	10
24	и его	4	10
25	и их	2	10
26	литературное произведение	3	10
27	а не	10	10
28	в то	2	9
29	и потому	1	9
30	все это	4	9
31	и на	6	8
32	как в	4	8
33	лишь в	9	8
34	не в	4	8
35	произведения в	5	8
36	же время	2	8
37	в ее	1	8
38	именно в	3	8
39	то что	7	8
40	в свою	1	8
41	с ее	2	7
42	не только	16	7
43	место в	3	7
44	не должна	1	7
45	но и	12	7
46	отношения к	2	6
47	еще не	2	6
48	самом деле	1	6
49	отнюдь не	8	6
50	более или	1	6
51	в целом	8	6
52	все эти	1	6
53	в этой	9	6
54	как бы	10	6
55	входит в	1	6
56	или менее	1	6
57	она не	2	6
58	свою очередь	1	6
59	на основе	2	6
60	в пределах	9	6
61	и здесь	1	6
62	в том	12	6
63	было бы	3	6
64	как это	6	6
65	и все	3	6
66	а в	3	6
67	хотя бы	1	5
68	во всех	4	5
69	но в	6	5
70	в самом	6	5
71	при этом	10	5
72	в понимании	1	5
73	по себе	2	5
74	и до	2	5
75	у нас	1	5
76	должны быть	1	5
77	как мы	3	5
78	непосредственно в	1	5
79	в литературе	1	5
80	того что	2	5
81	только на	3	5
82	со стороны	3	5
83	с другой	6	5
84	с его	1	4
85	по отношению	4	4
86	независимо от	1	4
87	и к	5	4
88	в которой	1	4
89	в замкнутом	1	4
90	не как	1	4
91	в мире	6	4
92	как о	3	4
93	только и	1	4
94	как на	1	4
95	социальной группы	1	4
96	при таком	2	4
97	никогда не	3	4
98	если бы	3	4
99	с одной	5	4
100	литературного произведения	16	4
101	одной стороны	4	4
102	в связи	1	4
103	в частности	16	4
104	отношению к	4	4
105	стороны и	1	4
106	с этой	1	4
107	что в	2	4
108	к этой	1	4
109	так же	2	4
110	действительности и	1	3
111	в литературоведении	1	3
112	но не	4	3
113	в общем	2	3
114	когда он	1	3
115	и как	1	3
116	и наконец	1	3
117	в себе	7	3
118	не приводит	1	3
119	если он	1	3
120	так сказать	1	3
121	он не	2	3
122	всех этих	1	3
123	так например	2	3
124	в каждом	1	3
125	значение в	1	3
126	его в	2	3
127	литературном произведении	1	3
128	в жизни	1	3
129	в них	1	3
130	среда в	1	3
131	со всей	1	3
132	в отношении	1	3
133	тем самым	4	3
134	не о	2	3
135	связи с	1	3
136	сводится к	3	3
137	материала в	1	3
138	отличается от	1	3
139	всего в	2	3
140	к тому	7	3
141	особенно в	7	3
142	жизнь и	1	3
143	его художественной	1	3
144	борьба с	3	3
145	воздействия на	1	3
146	бы в	3	3
147	как она	1	3
148	один из	2	3
149	для него	4	3
150	и даже	9	3
151	его как	2	3
152	произведения искусства	1	3
153	на фоне	3	3
154	или иного	3	3
155	в художественном	1	3
156	этого слова	3	3
157	в основном	1	3
158	но это	1	3
159	более того	1	3
160	же в	1	3
161	в применении	1	2
162	всех иных	1	2
163	применении к	1	2
164	тех же	1	2
165	его не	1	2
166	а как	2	2
167	во внешнем	1	2
168	и всякий	1	2
169	за пределы	4	2
170	идет о	1	2
171	однако не	1	2
172	в действительности	3	2
173	в произведении	2	2
174	не приходится	1	2
175	в литературном	1	2
176	он в	4	2
177	в нашем	3	2
178	конкретное единство	1	2
179	и те	1	2
180	и если	3	2
181	на его	3	2
182	из виду	1	2
183	и более	1	2
184	но ведь	1	2
185	того или	3	2
186	это не	1	2
187	начала и	1	2
188	ни в	1	2
189	жизни но	2	2
190	нисколько не	1	2
191	в эту	3	2
192	не так	4	2
193	таким же	1	2
194	этой плоскости	1	2
195	раз и	1	2
196	виду что	1	2
197	на него	2	2
198	к другим	1	2
199	только не	4	2
200	ничего не	9	2
201	жизни не	1	2
202	одна из	1	2
203	в противовес	1	2
204	за исключением	1	2
205	и является	4	2
206	убедиться в	1	2
207	может и	1	2
208	настоящего времени	1	2
209	данного произведения	2	2
210	и заключается	1	2
211	еще одна	2	2
212	не есть	2	2
213	если же	1	2
214	значения и	1	2
215	приводит к	3	2
216	произведения а	1	2
217	не с	4	2
218	каждого из	1	2
219	еще в	2	2
220	она была	1	2
221	с ним	2	2
222	произведения как	2	2
223	и что	1	2
224	между тем	2	2
225	что и	3	2
226	только в	4	2
227	уже не	4	2
228	его и	1	2
229	в одном	2	2
230	сами по	1	2
231	этот кругозор	1	2
232	как раз	4	2
233	или иначе	1	2
234	здесь в	2	2
235	сама по	1	2
236	была бы	2	2
237	есть лишь	1	2
238	мира в	1	2
239	художественного целого	7	2
240	вступает в	2	2
241	вместе с	2	2
242	и особенно	4	2
243	ко всем	1	2
244	целом ряде	1	2
245	по существу	2	2
246	в ряду	1	2
247	прежде чем	1	2
248	в результате	3	2
249	художественного восприятия	2	2
250	отношении к	1	2
251	одной из	3	2
252	но эта	2	2
253	в системе	1	2
254	они были	1	2
255	а между	1	1
256	произведения но	1	1
257	этого в	1	1
258	также и	1	1
259	сил и	1	1
260	прочим и	1	1
261	между всеми	1	1
262	а непосредственно	1	1
263	между двумя	4	1
264	в первом	1	1
265	по преимуществу	4	1
266	из его	2	1
267	едва ли	3	1
268	художественную значимость	1	1
269	равнодушен к	1	1
270	мы уже	1	1
271	той же	2	1
272	со всех	1	1
273	бы уже	1	1
274	словами в	1	1
275	на первом	1	1
276	место лишь	1	1
277	этот эффект	1	1
278	почти все	1	1
279	нечего делать	1	1
280	ему в	3	1
281	целого в	2	1
282	всех сторон	1	1
283	проявляется в	3	1
284	художественном языке	1	1
285	не был	3	1
286	оно ни	1	1
287	в чем	1	1
288	в сюжете	1	1
289	тем как	1	1
290	и всего	1	1
291	совсем не	1	1
292	в данном	8	1
293	является эти	1	1
294	данное произведение	1	1
295	тогда как	19	1
296	и речи	1	1
297	этой стороны	1	1
298	что касается	3	1
299	перед нами	1	1
300	отношением к	1	1
301	хотя и	4	1
302	искусство и	1	1
303	о самом	1	1
304	бы и	1	1
305	так или	1	1
306	из этих	1	1
307	лишь одной	3	1
308	с их	2	1
309	особое место	1	1
310	как он	1	1
311	на то	2	1
312	быть только	1	1
313	противном случае	1	1
314	не следует	2	1
315	по-видимому не	1	1
316	в статье	1	1
317	тем не	3	1
318	и легко	1	1
319	в первой	3	1
320	определенной жанровой	1	1
321	свою собственную	1	1
322	состоит в	8	1
323	к одному	1	1
324	внутренней речи	4	1
325	вообще не	2	1
326	нашего времени	4	1
327	чтобы в	1	1
328	на наш	1	1
329	и по	1	1
330	на этом	4	1
331	определенной социальной	1	1
332	мы их	1	1
333	или иных	2	1
334	конца и	1	1
335	определить и	1	1
336	может остаться	1	1
337	и неизбежно	1	1
338	на этой	2	1
339	заключается в	1	1
340	восприятия в	1	1
341	время и	1	1
342	искусство не	1	1
343	этом смысле	2	1
344	лишь на	1	1
345	и тем	4	1
346	материал для	1	1
347	только одно	1	1
348	далеко не	1	1
349	в контексте	5	1
350	но лишь	1	1
351	этого не	1	1
352	место и	1	1
353	он и	2	1
354	такой же	1	1
355	и тогда	1	1
356	не мог	3	1
357	в восприятии	1	1
358	в этих	2	1
359	жизнь для	1	1
360	деталей или	1	1
361	в такой	1	1
362	не становится	1	1
363	к действительному	1	1
364	в котором	2	1
365	к предмету	2	1
366	не столько	3	1
367	в отличие	2	1
368	своего рода	12	1
369	в силу	1	1
370	времени не	1	1
371	здесь приобретает	1	1
372	соотнесении с	1	1
373	и эти	1	1
374	языка то	1	1
375	для нее	2	1
376	не знает	3	1
377	и вся	1	1
378	тому что	1	1
379	случае в	3	1
380	вообще но	1	1
381	мира не	1	1
382	в обоих	2	1
383	мышления и	1	1
384	не имеет	2	1
385	на котором	2	1
386	текста и	2	1
387	и сама	1	1
388	в центр	1	1
389	которого он	1	1
390	говорить о	6	1
391	облекается в	1	1
392	но только	1	1
393	для всего	1	1
394	не гарантирует	1	1
395	его от	3	1
396	его внутренний	1	1
397	вся его	1	1
398	на себя	5	1
399	между нами	1	1
400	по своей	1	1
401	на природу	1	1
402	потому что	1	1
403	в сознании	4	1
404	на которой	1	1
405	было не	1	1
406	что впрочем	1	1
407	только с	1	1
408	уже и	2	1
409	этом отношении	3	1
410	что на	3	1
411	и из	1	1
412	за его	1	1
413	без исключения	1	1
414	может показаться	1	1
415	него на	4	1
416	над другими	1	1
