N	3gram	Bakhtin_Pr_2	Sovremen
1	с точки зрения	9	5
2	в зависимости от	3	4
3	не может быть	6	4
4	что же это	1	3
5	с самого начала	1	3
6	тем не менее	1	2
7	друг с другом	2	2
8	в отличие от	1	2
9	же это за	1	2
10	так как он	1	2
11	точки зрения и	1	1
12	с одной и	1	1
13	собственную точку зрения	1	1
14	и в этом	6	1
15	по крайней мере	2	1
16	в которой он	1	1
17	оно может быть	1	1
18	но для чего	1	1
19	дело в том	1	1
20	по отношению к	8	1
21	с ним или	1	1
22	на самом деле	1	1
23	не опирается на	1	1
24	могут быть поняты	1	1
25	науке а в	1	1
26	в новое время	1	1
27	в этом смысле	5	1
28	и той же	1	1
29	так же как	3	1
30	а не только	2	1
31	в свое время	2	1
32	в этом случае	1	1
33	не было бы	1	1
34	до сих пор	2	1
35	принципиально не может	1	1
36	то же время	3	1
37	но тем не	1	1
38	сами по себе	1	1
39	сих пор в	1	1
40	его и не	2	1
41	в самом конце	1	1
42	своими собственными законами	1	1
43	а может быть	2	1
44	она и не	1	1
45	не имеет с	1	1
46	может находиться в	1	1
47	совершенно так же	2	1
48	можно было бы	1	1
49	и не может	2	1
50	в самом деле	3	1
51	той или иной	3	1
52	но все же	2	1
53	что дело идет	1	1
54	раз подчеркнуть что	1	1
55	только и могут	1	1
56	может быть только	2	1
57	о жизни и	1	1
58	в то же	3	1
59	и могут быть	1	1
60	лишь там где	2	1
61	в науке а	1	1
62	мы видим что	1	1
63	одной и той	1	1
64	стадии своего развития	2	1
65	в том что	4	1
66	в данном случае	1	1
67	общего не имеет	1	1
68	на этот вопрос	1	1
69	все эти три	1	1
70	может быть в	1	1
71	она не может	2	1
72	дело идет о	2	1
73	еще раз подчеркнуть	2	1
74	ничего общего не	1	1
