N	2gram	Vygotskiy__2	VLabPisa
1	таким образом	21	27
2	в этом	13	26
3	и в	32	25
4	и т	10	24
5	не только	12	22
6	может быть	18	21
7	во сне	2	21
8	хотя бы	3	20
9	и не	10	19
10	не может	17	17
11	т д	2	15
12	в его	2	15
13	в процессе	2	14
14	этом отношении	5	13
15	в том	37	13
16	прежде всего	1	13
17	в частности	3	12
18	как это	4	12
19	все это	5	12
20	в силу	1	11
21	с другой	3	11
22	из них	4	11
23	в художественном	6	10
24	в качестве	1	10
25	не могут	3	10
26	о том	6	10
27	то же	13	9
28	что в	20	9
29	об этом	3	9
30	по этому	1	9
31	для него	1	9
32	т п	8	9
33	но и	10	9
34	к этому	1	9
35	все эти	7	8
36	не следует	1	8
37	на основании	1	8
38	другой стороны	2	8
39	могут быть	4	8
40	во всех	3	7
41	из этих	1	7
42	было бы	11	7
43	как и	10	7
44	том что	21	7
45	в конечном	3	7
46	этому поводу	1	7
47	творчества в	2	7
48	произведения и	1	7
49	говорит о	2	7
50	не было	2	7
51	а не	7	7
52	вместе с	2	7
53	художественного произведения	5	6
54	это и	1	6
55	в зависимости	1	6
56	более или	1	6
57	в себе	2	6
58	в нем	4	6
59	главным образом	3	6
60	идеи и	1	6
61	это не	2	6
62	или менее	1	6
63	их в	2	6
64	том же	2	6
65	и его	7	6
66	в то	5	6
67	художественное творчество	1	6
68	так и	3	6
69	между тем	4	6
70	бы и	3	6
71	то что	21	6
72	одним из	1	5
73	в их	3	5
74	зависимости от	1	5
75	конечном счете	3	5
76	очевидно что	2	5
77	как говорит	3	5
78	все же	4	5
79	в плане	1	5
80	и при	2	5
81	не в	8	5
82	тому что	4	5
83	же время	2	5
84	связи с	1	5
85	приводит к	1	5
86	он же	1	5
87	произведения как	2	5
88	один из	3	5
89	действующих лиц	3	5
90	художника и	3	5
91	для художника	1	5
92	он говорит	5	5
93	как бы	6	5
94	в результате	1	5
95	сказать что	7	5
96	только в	7	5
97	в искусстве	21	5
98	художественном произведении	5	4
99	их и	1	4
100	и сводится	1	4
101	с его	2	4
102	в этой	6	4
103	чем же	1	4
104	когда он	10	4
105	в самом	12	4
106	в целом	4	4
107	что все	9	4
108	в них	2	4
109	одна из	1	4
110	никогда не	9	4
111	художника в	1	4
112	к тому	7	4
113	утверждать что	4	4
114	должен быть	1	4
115	в ее	2	4
116	это только	3	4
117	можно сказать	1	4
118	показывают что	2	4
119	с ними	1	4
120	что он	13	4
121	в нашей	3	4
122	рассказывает о	1	4
123	в одном	2	4
124	как раз	5	4
125	в связи	1	4
126	художественное произведение	6	4
127	в романе	2	4
128	в своей	3	4
129	например в	3	3
130	человека и	1	3
131	в котором	1	3
132	из его	1	3
133	его не	1	3
134	и художника	1	3
135	имеет свою	1	3
136	дают возможность	1	3
137	и он	3	3
138	в которых	3	3
139	но как	3	3
140	явлений и	2	3
141	что они	7	3
142	с этим	4	3
143	и как	7	3
144	и к	3	3
145	следующим образом	1	3
146	в противоположность	1	3
147	что без	2	3
148	и по	4	3
149	его в	1	3
150	далеко не	5	3
151	что не	3	3
152	с тем	11	3
153	мы видели	1	3
154	точки зрения	17	3
155	и ее	3	3
156	этой области	2	3
157	сводится к	2	3
158	она не	2	3
159	том как	2	3
160	образом в	3	3
161	в виду	3	3
162	никак не	4	3
163	утверждает что	5	3
164	что и	17	3
165	вслед за	5	3
166	того что	8	3
167	п в	1	3
168	этот вопрос	3	3
169	и их	3	3
170	моментов в	2	3
171	в конце	3	3
172	этой проблемы	1	3
173	именно в	1	3
174	мы знаем	7	3
175	в творчестве	4	3
176	так же	18	3
177	о работе	1	3
178	по поводу	1	3
179	по существу	3	3
180	что рассказывает	1	3
181	при всем	3	3
182	и от	2	3
183	или в	1	3
184	бы в	1	3
185	действительной жизни	3	3
186	только что	1	3
187	процесса как	1	3
188	жизни и	4	3
189	как на	5	3
190	творчество как	1	3
191	смысле слова	1	2
192	как известно	1	2
193	ту же	4	2
194	также и	2	2
195	чтобы не	1	2
196	он может	1	2
197	и этот	2	2
198	а как	1	2
199	мы имеем	4	2
200	же как	4	2
201	в которой	2	2
202	с чрезвычайной	1	2
203	но даже	2	2
204	то это	3	2
205	разобраться в	1	2
206	в ней	5	2
207	еще не	2	2
208	на художественное	1	2
209	что его	5	2
210	в чем	4	2
211	бы не	2	2
212	но не	2	2
213	если в	2	2
214	в общем	3	2
215	и достоевский	1	2
216	относится к	3	2
217	первая из	1	2
218	отнюдь не	5	2
219	но в	3	2
220	не приходится	1	2
221	он в	3	2
222	у каждого	1	2
223	как он	2	2
224	этот процесс	1	2
225	что она	16	2
226	он не	6	2
227	том чтобы	3	2
228	например как	1	2
229	у пушкина	1	2
