N	2gram	Losev_Prob_1	FransuaR
1	и в	32	56
2	то есть	33	24
3	в романе	1	21
4	в его	6	18
5	таким образом	6	17
6	все эти	8	15
7	в этом	19	14
8	в том	9	13
9	так и	12	13
10	он был	1	12
11	в то	6	12
12	и его	3	12
13	то же	10	11
14	в них	7	11
15	в этих	3	11
16	как бы	14	11
17	и до	2	10
18	мы уже	5	10
19	еще не	9	10
20	в самом	6	9
21	и не	31	9
22	только в	7	9
23	но и	9	9
24	в сущности	2	8
25	во всех	7	8
26	не только	17	8
27	в нем	13	8
28	и с	2	8
29	и их	1	8
30	и даже	11	8
31	до сих	3	8
32	по своему	9	8
33	сих пор	3	8
34	все это	7	8
35	том что	12	8
36	и на	8	7
37	как мы	7	7
38	той же	1	6
39	в ее	3	6
40	в этой	10	6
41	но в	14	6
42	на его	2	6
43	точки зрения	3	6
44	вовсе не	35	6
45	мы видим	2	6
46	связи с	5	6
47	прежде всего	10	6
48	все они	1	6
49	и все	7	6
50	потому что	16	6
51	одним из	1	5
52	у гоголя	1	5
53	с ее	1	5
54	с его	2	5
55	но не	9	5
56	в пределах	1	5
57	он не	3	5
58	мы видели	1	5
59	во время	1	5
60	в отношении	3	5
61	в процессе	1	5
62	никогда не	7	5
63	в области	2	5
64	говорили что	2	5
65	один из	4	5
66	не было	4	5
67	как и	3	5
68	в условиях	1	5
69	в результате	2	5
70	что в	12	5
71	есть и	3	5
72	ту же	1	4
73	например в	2	4
74	и потому	2	4
75	но по	1	4
76	за пределы	6	4
77	и к	1	4
78	в которой	2	4
79	что это	3	4
80	в себе	15	4
81	при этом	6	4
82	и понятий	1	4
83	их в	4	4
84	что все	3	4
85	начала и	1	4
86	и ее	8	4
87	даже в	1	4
88	одна из	1	4
89	того чтобы	9	4
90	по своей	1	4
91	в совершенно	1	4
92	вещи и	12	4
93	и которые	5	4
94	и других	1	4
95	о том	11	4
96	в ту	1	4
97	в качестве	2	4
98	конечно не	1	4
99	так как	11	4
100	в основе	1	4
101	в свете	1	4
102	в году	1	3
103	в их	4	3
104	конечно и	1	3
105	не просто	23	3
106	в своем	5	3
107	перед нами	5	3
108	кроме того	2	3
109	его к	1	3
110	сливаются в	3	3
111	всех этих	7	3
112	и самый	1	3
113	слова и	1	3
114	здесь нет	2	3
115	не в	4	3
116	но он	3	3
117	в таких	2	3
118	и почти	1	3
119	новое и	1	3
120	казалось бы	4	3
121	настоящего времени	1	3
122	вещами и	1	3
123	и о	8	3
124	мы наблюдаем	2	3
125	в другом	1	3
126	и здесь	6	3
127	настоящее время	3	3
128	а также	4	3
129	времени в	1	3
130	между тем	2	3
131	в литературе	4	3
132	видели что	1	3
133	так что	6	3
134	уже не	3	3
135	мы находим	2	3
136	может быть	14	3
137	здесь в	3	3
138	еще и	5	3
139	что для	2	3
140	в некоторых	1	3
141	не на	3	3
142	сказать что	13	3
143	к его	2	3
144	до настоящего	1	3
145	образом и	2	3
146	в систему	1	3
147	в связи	4	3
148	в настоящее	3	3
149	то что	42	3
150	также и	11	2
151	и то	6	2
152	самом деле	6	2
153	на самом	6	2
154	по преимуществу	2	2
155	что эти	1	2
156	действительности и	5	2
157	был и	1	2
158	было глубоко	1	2
159	из всех	1	2
160	для своего	2	2
161	мы не	2	2
162	почти все	1	2
163	первый план	1	2
164	конечно в	2	2
165	бы то	1	2
166	с другой	3	2
167	совсем не	4	2
168	вовсе еще	3	2
169	что они	3	2
170	хотя и	6	2
171	и как	6	2
172	в действительности	3	2
173	бы и	1	2
174	за это	1	2
175	еще один	1	2
176	и те	1	2
177	что она	5	2
178	ни было	1	2
179	и еще	3	2
180	в виде	15	2
181	не как	2	2
182	для понимания	1	2
183	так например	1	2
184	его в	6	2
185	здесь как	1	2
186	не простое	1	2
187	отражение в	1	2
188	ни в	7	2
189	из нее	1	2
190	с тем	5	2
191	он и	8	2
192	несмотря на	3	2
193	между собою	7	2
194	и некоторые	1	2
195	или менее	3	2
196	для него	2	2
197	и при	2	2
198	в своей	8	2
199	еще недостаточно	1	2
200	в котором	5	2
201	с точки	3	2
202	в которых	3	2
203	далеки от	1	2
204	мир и	1	2
205	друг другу	2	2
206	если бы	4	2
207	между людьми	1	2
208	на котором	1	2
209	дело в	3	2
210	чтобы стать	1	2
211	о них	1	2
212	дело не	1	2
213	того как	3	2
214	с одним	1	2
215	смыслу и	1	2
216	что на	1	2
217	в каком	3	2
218	не потому	2	2
219	ни о	5	2
220	начиная с	1	2
221	языке и	1	2
222	и впервые	1	2
223	той или	5	2
224	и образ	1	2
225	данном случае	8	2
226	только не	3	2
227	то время	1	2
228	и сам	1	2
229	с собой	2	2
230	с ним	3	2
231	образом в	1	2
232	его жизни	1	2
233	можно сказать	5	2
234	и во	3	2
235	к нему	3	2
236	на одном	2	2
237	во всей	3	2
238	нем и	1	2
239	было бы	8	2
240	но с	1	2
241	что он	7	2
242	действующих лиц	2	2
243	очень много	3	2
244	это не	6	2
245	события и	1	2
246	уже в	3	2
247	только на	4	2
248	ни одного	1	2
249	в известном	1	2
250	из них	3	2
251	как раз	13	2
252	в других	5	2
253	смерти и	1	2
254	для того	8	2
255	момент в	2	2
256	связан с	1	2
257	этих образов	1	2
258	далеко не	5	2
259	говорит о	3	2
260	то ни	1	2
261	его как	2	2
262	он становится	1	2
263	не может	8	2
264	вместе с	2	2
265	так же	9	2
266	из которых	1	2
267	он говорит	1	2
268	в данном	9	2
269	а не	15	2
270	хотя он	1	2
271	с этой	1	2
272	но это	8	2
273	все же	1	2
274	многие из	1	2
275	и для	4	2
276	в эту	2	2
277	а в	4	2
278	это в	1	2
279	другой стороны	3	2
280	от всех	2	2
281	более или	3	2
282	точностью и	1	2
283	и эта	1	2
284	к этому	1	2
285	он часто	2	2
286	действительности так	1	1
287	смысле слова	7	1
288	то на	2	1
289	начинается с	1	1
290	того же	3	1
291	о любви	2	1
