N	3gram	Vinokur_Ku_1	Analitik
1	в сочетании с	1	7
2	о том что	5	6
3	в том что	15	6
4	состоит в том	3	4
5	по отношению к	8	4
6	так и не	1	4
7	с одной стороны	1	4
8	в этом случае	2	4
9	в этом отношении	5	3
10	по крайней мере	5	3
11	того или иного	3	3
12	той или иной	1	3
13	тем не менее	4	3
14	в этом смысле	3	2
15	в соответствии с	3	2
16	с точки зрения	9	2
17	в то же	2	2
18	можно было бы	3	2
19	все той же	1	2
20	тогда как в	1	2
21	едва ли не	1	2
22	не только в	1	2
23	в отличие от	1	2
24	с другой стороны	6	2
25	то же время	2	2
26	и тем самым	1	2
27	и в самом	2	2
28	на то что	2	2
29	тех или иных	1	2
30	если бы он	1	1
31	крайней мере в	1	1
32	что иное как	1	1
33	в данный момент	1	1
34	в тех случаях	2	1
35	в действительности и	1	1
36	в одном лице	1	1
37	более или менее	3	1
38	никак не может	1	1
39	внимание на то	2	1
40	свидетельствует о том	1	1
41	имеется в виду	1	1
42	как раз и	1	1
43	в стилистическом отношении	1	1
44	хотя бы и	2	1
45	сами по себе	1	1
46	между тем как	1	1
47	во всех этих	1	1
48	и если бы	1	1
49	на этот вопрос	1	1
50	и даже в	1	1
51	что же до	2	1
52	в противном случае	1	1
53	с этой точки	1	1
54	и тогда когда	3	1
55	в применении к	1	1
56	в таких случаях	1	1
57	есть в сущности	1	1
58	дело не с	1	1
59	на этот раз	1	1
60	что с ними	1	1
61	и то же	1	1
62	так или иначе	2	1
63	в свою очередь	3	1
64	в связи с	3	1
65	одно и то	1	1
66	не случайно и	1	1
67	в первую очередь	2	1
68	а всего лишь	1	1
69	в свое время	2	1
70	этой точки зрения	2	1
71	а в том	2	1
72	всех этих случаях	1	1
73	не может быть	3	1
74	отнюдь не является	1	1
75	том смысле что	1	1
76	заключается в том	2	1
77	во все времена	2	1
78	не что иное	1	1
79	в самом деле	7	1
80	речь идет о	2	1
81	и должны быть	1	1
82	в этих случаях	1	1
83	тех случаях когда	2	1
84	в том-то и	1	1
85	в том смысле	1	1
86	выходят за рамки	1	1
87	по существу всякая	1	1
88	к тому что	2	1
89	дело не в	1	1
90	не выходят за	1	1
91	точно так же	1	1
