N	2gram	Tiupa_Narr_1	Formalny
1	и в	19	24
2	в его	9	23
3	прежде всего	4	22
4	и не	20	20
5	так и	9	18
6	и пр	1	17
7	точки зрения	10	16
8	не может	10	16
9	в этом	17	15
10	в нем	4	14
11	может быть	25	14
12	таким образом	1	13
13	с точки	2	13
14	именно как	1	12
15	в своем	2	11
16	как и	7	11
17	в их	1	11
18	не менее	3	11
19	в ней	3	10
20	то же	4	10
21	вовсе не	1	10
22	и ее	2	10
23	и его	5	10
24	а не	12	10
25	в то	3	9
26	в процессе	1	9
27	и потому	2	9
28	и на	3	8
29	как в	7	8
30	и с	4	8
31	лишь в	1	8
32	не в	14	8
33	произведения в	1	8
34	же время	4	8
35	в ее	3	8
36	именно в	6	8
37	то что	11	8
38	в свою	3	8
39	на самом	1	7
40	должна быть	2	7
41	с ее	3	7
42	не только	32	7
43	место в	1	7
44	жизни и	3	7
45	и от	1	7
46	но и	23	7
47	отношения к	2	6
48	еще не	7	6
49	самом деле	2	6
50	отнюдь не	5	6
51	более или	2	6
52	в целом	1	6
53	все эти	2	6
54	в этой	5	6
55	как бы	4	6
56	входит в	1	6
57	как таковой	1	6
58	или менее	2	6
59	она не	2	6
60	свою очередь	3	6
61	в пределах	2	6
62	и здесь	1	6
63	до сих	1	6
64	в том	18	6
65	было бы	4	6
66	как это	6	6
67	сих пор	1	6
68	и все	2	6
69	а в	11	6
70	хотя бы	4	5
71	во всех	1	5
72	одним словом	1	5
73	но в	6	5
74	в самом	1	5
75	при этом	9	5
76	в понимании	1	5
77	по себе	5	5
78	не могло	2	5
79	и до	2	5
80	у нас	1	5
81	как мы	3	5
82	в литературе	2	5
83	того что	1	5
84	со стороны	9	5
85	с другой	8	5
86	и др	2	5
87	с его	6	4
88	по отношению	7	4
89	независимо от	2	4
90	и к	1	4
91	не как	2	4
92	в мире	9	4
93	с другими	1	4
94	и может	1	4
95	как о	1	4
96	оно не	2	4
97	никогда не	3	4
98	если бы	1	4
99	мы увидим	1	4
100	с одной	7	4
101	одной стороны	7	4
102	в связи	2	4
103	в частности	14	4
104	отношению к	6	4
105	с этой	1	4
106	быть и	1	4
107	что в	3	4
108	так же	2	4
109	литературы а	1	3
110	это и	3	3
111	действительности и	1	3
112	мы не	1	3
113	по аналогии	1	3
114	время в	2	3
115	бы то	3	3
116	но не	5	3
117	со всеми	1	3
118	в общем	1	3
119	отношение к	2	3
120	и читатель	1	3
121	как к	2	3
122	все же	7	3
123	когда он	3	3
124	и как	5	3
125	и наконец	1	3
126	в себе	8	3
127	человек не	1	3
128	так сказать	1	3
129	он не	3	3
130	становления и	1	3
131	то ни	3	3
132	его в	2	3
133	в них	1	3
134	они не	2	3
135	тем самым	6	3
136	не о	3	3
137	в основе	5	3
138	связи с	4	3
139	сводится к	3	3
140	не по	1	3
141	материала в	1	3
142	отличается от	4	3
143	всего в	1	3
144	к тому	7	3
145	здесь не	4	3
146	особенно в	3	3
147	аналогии с	1	3
148	наконец в	2	3
149	один из	3	3
150	или же	1	3
151	для него	2	3
152	вне ее	1	3
153	в особенности	4	3
154	и даже	3	3
155	в области	2	3
156	бытия в	3	3
157	не было	2	3
158	его как	2	3
159	в россии	1	3
160	произведение в	1	3
161	на фоне	1	3
162	ни на	1	3
163	или иного	2	3
164	в художественном	1	3
165	ничем не	1	3
166	этого слова	2	3
167	но это	1	3
168	более того	1	3
169	же в	4	3
170	между ними	2	3
171	от всех	2	3
172	что он	6	3
173	же как	3	2
174	в году	1	2
175	а как	1	2
176	последней в	1	2
177	во внешнем	2	2
178	друг от	1	2
179	нет и	2	2
180	идет о	2	2
181	в него	1	2
182	в действительности	1	2
183	глава вторая	1	2
184	от этого	1	2
185	в произведении	3	2
186	не могла	1	2
187	какую бы	1	2
188	на его	1	2
189	том чтобы	1	2
190	и более	1	2
191	но все	4	2
192	подход к	2	2
193	того или	2	2
194	это не	2	2
195	всю свою	1	2
196	с начала	1	2
