N	2gram	Ircho_Kome_1	Sovremen
1	не может	2	17
2	может быть	9	12
3	точки зрения	4	12
4	таким образом	8	11
5	мы не	3	9
6	в каждом	1	8
7	в этом	3	7
8	и в	22	7
9	каждый раз	1	6
10	мы можем	4	6
11	ничего не	3	6
12	как и	9	6
13	и не	8	6
14	в результате	4	6
15	только одна	1	6
16	что же	1	5
17	прежде всего	5	5
18	в условиях	1	5
19	в дальнейшем	1	4
20	в зависимости	1	4
21	вопрос о	3	4
22	зависимости от	1	4
23	в том	11	4
24	в целом	3	4
25	из них	10	4
26	так как	4	4
27	мы видели	2	4
28	не только	10	4
29	как бы	1	4
30	вместе с	2	4
31	а в	6	4
32	жизни и	1	4
33	он может	1	3
34	с самого	1	3
35	на две	2	3
36	то же	6	3
37	ясно что	4	3
38	отнюдь не	1	3
39	все же	3	3
40	еще не	2	3
41	но в	4	3
42	мы получаем	1	3
43	он в	1	3
44	в этой	7	3
45	в себе	2	3
46	уже в	5	3
47	как он	1	3
48	что она	1	3
49	в одном	8	3
50	в конце	6	3
51	в нем	4	3
52	при этом	5	3
53	из двух	1	3
54	на этой	1	3
55	было бы	2	3
56	так называемых	1	3
57	и потому	1	3
58	не в	6	3
59	все это	5	3
60	самого начала	1	3
61	одна из	2	3
62	и все	3	3
63	у нас	3	3
64	поэтому мы	2	3
65	и к	1	3
66	в области	2	3
67	как известно	2	2
68	как мы	4	2
69	тем же	1	2
70	приводит к	1	2
71	роль в	1	2
72	той же	1	2
73	времени и	2	2
74	в и	2	2
75	каждого из	1	2
76	на этом	2	2
77	и даже	5	2
78	говорить о	1	2
79	и что	1	2
80	вторая половина	1	2
81	и во	2	2
82	в его	5	2
83	каждая из	1	2
84	с этим	1	2
85	дает нам	1	2
86	только один	2	2
87	в самом	2	2
88	по мнению	1	2
89	в которой	6	2
90	что это	1	2
91	из этих	1	2
92	с одной	3	2
93	то и	2	2
94	в виде	3	2
95	на его	5	2
96	о принципиальной	1	2
97	тем не	2	2
98	мы знаем	2	2
99	всяком случае	2	2
100	у него	3	2
101	и по	6	2
102	отличие от	2	2
103	ее на	1	2
104	но все	1	2
105	то ни	2	2
106	известных нам	1	2
107	что все	1	2
108	конечно в	1	2
109	на этот	1	2
110	которой он	1	2
111	первые два	1	2
112	такой же	2	2
113	из которых	2	2
114	в отличие	1	2
115	такого рода	6	2
116	не менее	3	2
117	не знаем	1	2
118	в науке	1	2
119	в третьем	1	2
120	еще более	1	2
121	не дает	1	2
122	тот же	3	2
123	в свою	2	2
124	совершенно не	1	2
125	не могут	1	2
126	могут быть	3	2
127	для развития	1	2
128	же самое	2	2
129	что в	6	2
130	в таком	1	2
131	во всяком	2	2
132	а может	1	1
133	и наиболее	1	1
134	новое время	3	1
135	и это	1	1
136	можно говорить	1	1
137	с ее	2	1
138	три направления	1	1
139	на самом	1	1
140	возникновения и	1	1
141	между двумя	1	1
142	здесь и	2	1
143	за все	1	1
144	отношению к	3	1
145	так в	4	1
146	от всяких	1	1
147	пример такого	1	1
148	в мире	1	1
149	по аналогии	1	1
150	можно было	1	1
151	мы уже	1	1
152	те же	1	1
153	из всех	2	1
154	в споре	2	1
155	же как	3	1
156	еще в	5	1
157	когда в	1	1
158	это только	1	1
159	что уже	1	1
160	с человеком	1	1
161	что иное	1	1
162	к началу	1	1
163	хотя конечно	1	1
164	того же	2	1
165	о том	8	1
166	в ней	1	1
167	одного из	6	1
168	которую можно	2	1
169	утверждает что	1	1
170	аналогии с	2	1
171	все его	1	1
172	иное как	1	1
173	быть в	1	1
174	же время	4	1
175	бы то	2	1
176	его в	3	1
177	во всех	1	1
178	но конечно	1	1
179	различия между	1	1
180	данном случае	1	1
181	совсем не	2	1
182	но не	2	1
183	образом все	1	1
184	к этому	4	1
185	друг на	1	1
186	если в	1	1
187	по отношению	3	1
188	из нескольких	2	1
189	к концу	1	1
190	чем же	2	1
191	идет о	3	1
192	независимо от	2	1
193	в самый	1	1
194	к которому	3	1
195	к нему	2	1
196	один из	5	1
197	с понятием	1	1
198	одной из	3	1
199	этого можно	1	1
200	природой и	1	1
201	ли он	1	1
202	в действительности	2	1
203	только в	3	1
204	для ее	2	1
205	в этот	1	1
206	за собой	1	1
207	жизни к	1	1
208	не приходится	1	1
209	ее конец	1	1
210	одном случае	1	1
211	до наших	1	1
212	в известном	2	1
213	остановиться на	1	1
214	и тот	1	1
215	и у	3	1
216	и те	1	1
217	в большинстве	1	1
218	только на	1	1
219	ни одного	1	1
220	в начале	3	1
221	не принимает	1	1
222	термин этот	1	1
223	в данной	1	1
224	именно та	1	1
225	он не	3	1
226	этот раз	1	1
227	и еще	3	1
228	себе в	1	1
229	к одному	1	1
230	по существу	1	1
231	у читателя	1	1
232	вовсе не	2	1
233	для них	2	1
234	прошлого века	1	1
235	не случайно	1	1
236	одному и	1	1
237	это конечно	1	1
238	по его	1	1
239	и только	1	1
240	в совершенно	1	1
241	в другом	4	1
242	одной стороны	3	1
243	до сих	2	1
244	требует новых	1	1
245	с другой	5	1
246	как у	1	1
247	обоих случаях	1	1
248	дома и	1	1
249	на ее	1	1
250	современная наука	1	1
251	именно в	4	1
252	здесь в	3	1
253	по своим	1	1
254	уже знаем	1	1
255	и прежде	1	1
256	должен был	1	1
257	такое же	1	1
258	на которые	2	1
259	его с	1	1
260	в новое	2	1
261	элементов и	1	1
262	ни в	6	1
263	нет в	1	1
264	все равно	1	1
265	на которых	1	1
266	для своего	1	1
267	иначе его	1	1
268	всегда и	1	1
269	несмотря на	4	1
270	жизни но	1	1
271	на эту	1	1
272	для их	1	1
273	и следовательно	1	1
274	связей и	1	1
275	путем и	1	1
276	том что	12	1
277	в эту	1	1
278	нет никаких	1	1
279	все более	3	1
280	но если	1	1
281	работы в	1	1
282	так же	3	1
283	и особенно	4	1
284	почти не	2	1
285	те явления	1	1
286	представление о	1	1
287	в данном	1	1
288	в течение	3	1
289	которые в	1	1
290	а потом	1	1
291	именно к	1	1
292	и более	1	1
293	таких случаев	1	1
294	по себе	1	1
295	в своем	1	1
296	в древней	2	1
297	в любом	3	1
298	сих пор	2	1
299	но они	1	1
300	с ним	1	1
301	делится на	1	1
302	в обоих	1	1
303	для каждого	1	1
304	мы помним	1	1
305	это уже	1	1
306	с и	1	1
307	уже на	1	1
308	он с	1	1
309	не стремится	1	1
310	или в	2	1
311	хотя и	3	1
312	которых по	1	1
313	или нет	1	1
314	и его	8	1
315	века с	1	1
316	с новой	1	1
317	на такой	1	1
318	ни было	2	1
319	же в	4	1
320	наших дней	1	1
321	но это	2	1
322	могли быть	2	1
323	этой области	1	1
324	и из	2	1
325	ли это	2	1
326	в первое	1	1
327	не знает	1	1
328	сказать что	1	1
329	и для	1	1
330	следует не	1	1
331	в духе	1	1
332	развития и	1	1
333	не что	1	1
334	человека в	1	1
335	в то	10	1
336	отметить что	1	1
337	новой силой	1	1
338	в своих	2	1
339	и эта	1	1
340	в пьесе	1	1
341	два основных	1	1
342	на это	1	1
343	все что	2	1
344	они не	1	1
