N	2gram	Savitsky_E_1	FransuaR
1	и в	37	56
2	то есть	6	24
3	в его	2	18
4	таким образом	2	17
5	все эти	1	15
6	в этом	12	14
7	в том	11	13
8	так и	10	13
9	в то	16	12
10	и его	1	12
11	то же	15	11
12	в них	3	11
13	в этих	2	11
14	как бы	6	11
15	и до	1	10
16	же время	14	10
17	в самом	4	9
18	и не	14	9
19	только в	9	9
20	но и	14	9
21	во всех	6	8
22	не только	18	8
23	в нем	1	8
24	и с	2	8
25	и их	1	8
26	и даже	6	8
27	по своему	7	8
28	том что	6	8
29	и на	6	7
30	в большинстве	2	7
31	как мы	5	7
32	в частности	5	7
33	той же	1	6
34	в ее	8	6
35	в этой	2	6
36	но в	14	6
37	на его	1	6
38	точки зрения	23	6
39	вовсе не	6	6
40	мы видим	2	6
41	связи с	1	6
42	большинстве случаев	3	6
43	прежде всего	9	6
44	в той	5	6
45	и все	2	6
46	потому что	3	6
47	с ее	1	5
48	с его	1	5
49	но не	5	5
50	в пределах	25	5
51	он не	2	5
52	мы видели	3	5
53	такой же	2	5
54	в отношении	32	5
55	в процессе	4	5
56	никогда не	3	5
57	в области	11	5
58	один из	1	5
59	не было	1	5
60	как и	7	5
61	это были	1	5
62	в результате	3	5
63	что в	21	5
64	и другие	1	5
65	ту же	1	4
66	например в	1	4
67	и потому	5	4
68	но по	2	4
69	в ней	4	4
70	за пределы	1	4
71	и к	3	4
72	что это	2	4
73	в себе	9	4
74	при этом	1	4
75	что все	2	4
76	и ее	1	4
77	и более	2	4
78	даже в	4	4
79	одна из	1	4
80	того чтобы	6	4
81	по своей	2	4
82	во всем	1	4
83	и несколько	1	4
84	в совершенно	1	4
85	и других	2	4
86	о том	3	4
87	в ту	1	4
88	с одной	8	4
89	в качестве	14	4
90	конечно не	1	4
91	так как	7	4
92	в основе	1	4
93	в своих	2	4
94	в их	11	3
95	меньшей степени	2	3
96	и быта	1	3
97	на них	2	3
98	время в	3	3
99	в своем	14	3
100	кроме того	1	3
101	и наконец	2	3
102	его к	1	3
103	и всей	1	3
104	в свет	1	3
105	главным образом	2	3
106	всех этих	1	3
107	слова и	1	3
