N	2gram	Vinokur_Ku_3	FransuaR
1	и в	23	29
2	таким образом	9	20
3	и не	10	16
4	но в	2	12
5	как и	5	12
6	и на	1	11
7	в этом	16	11
8	так и	6	11
9	то же	6	10
10	не только	17	10
11	во время	1	10
12	в то	3	10
13	как мы	5	10
14	все эти	7	9
15	и с	3	9
16	его в	2	9
17	вовсе не	5	9
18	но и	3	9
19	же время	1	8
20	и его	1	8
21	в его	11	8
22	прежде всего	9	8
23	как бы	5	8
24	мы видели	3	7
25	в том	22	7
26	так как	9	7
27	еще и	2	7
28	так же	2	7
29	в сущности	4	6
30	этот процесс	1	6
31	своего рода	2	6
32	но он	1	6
33	это и	3	5
34	что это	3	5
35	в своей	4	5
36	рядом с	1	5
37	и о	4	5
38	это не	3	5
39	поэтому и	1	5
40	все они	2	5
41	далеко не	5	5
42	сказать что	7	5
43	на весь	1	5
44	того же	4	5
45	также и	5	4
46	связана с	1	4
47	на самом	3	4
48	и есть	5	4
49	в которой	1	4
50	еще не	9	4
51	с помощью	6	4
52	в нашем	7	4
53	связанные с	1	4
54	точки зрения	23	4
55	в результате	3	4
56	что он	6	4
57	конечно не	2	4
58	тем что	5	4
59	с другой	7	4
60	и др	1	4
61	по своему	2	4
62	только для	2	4
63	но это	5	4
64	все это	2	4
65	один из	4	4
66	перед нами	1	4
67	этой системы	2	4
68	то что	4	4
69	есть и	1	4
70	по преимуществу	3	3
71	той же	3	3
72	и здесь	2	3
73	в ней	3	3
74	в чем	5	3
75	но как	3	3
76	как к	2	3
77	в своем	4	3
78	и как	2	3
79	более или	2	3
80	то в	3	3
81	оттого что	1	3
82	в себе	1	3
83	при этом	6	3
84	он не	3	3
85	всех этих	1	3
86	и вот	3	3
87	для того	12	3
88	такой же	2	3
89	том что	11	3
90	или менее	2	3
91	в эту	1	3
92	свою речь	1	3
93	образом и	1	3
94	вернемся к	2	3
95	почти все	1	3
96	того чтобы	11	3
97	вот это	1	3
98	по своей	1	3
99	конечно и	1	3
100	основываясь на	1	3
101	здесь не	2	3
102	в ее	4	3
103	в дальнейшем	2	3
104	известной мере	1	3
105	имеется в	1	3
106	к нему	1	3
107	отметить что	3	3
108	слов и	5	3
109	все время	1	3
110	того что	11	3
111	что здесь	1	3
112	с ними	1	3
113	и так	1	3
114	в качестве	2	3
115	же и	1	3
116	и их	1	3
117	в известной	1	3
118	том числе	2	3
119	не случайно	4	3
120	превращается в	1	3
121	на эту	1	3
122	там где	3	3
123	тому как	2	3
124	нужно отметить	1	3
125	все же	5	3
126	что значит	4	3
127	у них	1	3
128	мы видим	1	3
129	тот же	6	3
130	другой стороны	3	3
131	в частности	2	3
132	одновременно и	1	3
133	по адресу	2	2
134	но вернемся	1	2
135	и то	1	2
136	значение это	1	2
137	все те	2	2
138	с таким	1	2
139	то время	1	2
140	группы и	1	2
141	и со	1	2
142	в виду	8	2
143	так называемые	1	2
144	в числе	4	2
145	в различных	2	2
146	с одной	4	2
147	но не	3	2
148	что они	2	2
149	связи и	2	2
150	один и	2	2
151	в одной	1	2
152	как в	4	2
153	дает нам	2	2
154	это был	1	2
155	кроме того	2	2
156	хотя и	5	2
157	и к	3	2
158	бы не	3	2
159	раз в	1	2
160	и тот	2	2
161	как он	2	2
162	так сказать	2	2
163	после этого	1	2
164	на этом	2	2
165	в основу	1	2
166	это конечно	2	2
167	может быть	14	2
168	этих форм	2	2
169	громадное количество	1	2
170	и мы	1	2
171	ни в	3	2
172	года и	1	2
173	не мог	1	2
174	в этих	2	2
175	и при	2	2
176	наших дней	1	2
177	в котором	2	2
178	с точки	16	2
179	в их	6	2
180	не столько	4	2
181	что я	1	2
182	мир и	1	2
183	но она	1	2
184	но здесь	1	2
185	но только	1	2
186	никогда не	1	2
187	учения о	4	2
188	связи с	6	2
