N	4gram	Voloshinov_2	FransuaR
1	в то же время	8	10
2	мы уже говорили что	1	5
3	но в то же	5	2
4	дело в том что	1	2
5	в том числе и	1	2
6	и до настоящего времени	2	2
7	может быть и речи	2	1
8	с одной стороны и	2	1
9	как впрочем и в	1	1
10	на самом же деле	3	1
11	бы то ни было	4	1
12	как мы уже сказали	1	1
13	бы оно ни было	1	1
14	никогда не может быть	1	1
15	в контексте определенных высказываний	1	1
16	то же время это	1	1
17	в той или иной	3	1
18	какой бы то ни	2	1
19	как бы оно ни	1	1
20	можно прямо сказать что	1	1
21	не может быть и	2	1
22	но и в основе	1	1
23	той или иной степени	2	1
24	за пределы нашей работы	1	1
25	в том что это	1	1
