N	3gram	Propp_Isto_4	VLabPisa
1	и т д	24	15
2	с другой стороны	4	8
3	не может быть	4	8
4	в зависимости от	1	5
5	не могут быть	1	4
6	в связи с	2	4
7	можно сказать что	1	4
8	о том как	1	3
9	и др в	1	3
10	вместе с тем	1	3
11	этих и подобных	1	3
12	мы видели что	3	3
13	это и есть	1	3
14	о том что	2	3
15	к тому что	1	3
16	том отношении что	1	2
17	подобно тому как	1	2
18	в том числе	1	2
19	до сих пор	5	2
20	и не может	1	2
21	во всех этих	1	2
22	из них не	1	2
23	в том отношении	1	2
24	мы знаем что	7	2
25	и может быть	1	1
26	при помощи которых	1	1
27	на этот вопрос	2	1
28	доказывается тем что	1	1
29	в виду не	1	1
30	говорит об этом	2	1
31	а затем его	1	1
32	то время как	1	1
33	свете этих соображений	1	1
34	как это мы	1	1
35	же как и	4	1
36	в свете этих	2	1
37	как и все	1	1
38	что он не	1	1
39	из которых он	1	1
40	но и в	1	1
41	но то же	1	1
42	т д но	1	1
43	с ними в	1	1
44	может быть и	1	1
45	одно и то	1	1
46	и никем не	1	1
47	что даже и	1	1
48	в целом и	1	1
49	в данном случае	3	1
50	не только в	2	1
51	и не по	1	1
52	таким образом и	1	1
53	при помощи которой	2	1
54	чтобы ответить на	1	1
55	то же самое	2	1
56	и то же	1	1
57	так же как	12	1
58	как будто бы	1	1
59	по сравнению с	3	1
60	одна из них	1	1
61	мы видим что	1	1
62	главным образом на	1	1
63	человека таким образом	1	1
64	соображений становится понятным	1	1
65	не в том	1	1
66	но вместе с	1	1
67	не случайно и	1	1
68	а не только	1	1
69	это явствует из	1	1
70	материалов показывает что	1	1
71	в то время	1	1
72	отношении что они	1	1
73	и вместе с	1	1
74	ничего общего с	1	1
75	есть одно и	1	1
76	к этой категории	1	1
77	после того как	2	1
78	этих соображений становится	1	1
79	только тогда когда	1	1
80	т е в	3	1
