N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	19	45
2	то есть	18	25
3	и т.п	4	16
4	и не	15	15
5	в этом	11	14
6	но в	7	14
7	не только	16	14
8	во всех	3	13
9	и его	12	13
10	в его	9	13
11	как бы	9	12
12	что в	6	12
13	то же	10	11
14	в своем	2	11
15	в то	6	11
16	в романе	3	11
17	право на	2	10
18	в нем	5	10
19	как и	2	10
20	в том	18	10
21	но и	10	10
22	прежде всего	4	10
23	в эпизоде	1	9
24	же время	5	9
25	таким образом	3	8
26	в самой	2	8
27	как мы	1	8
28	мира и	2	8
29	жизни и	1	8
30	вовсе не	2	8
31	и др	2	8
32	так же	2	8
33	также и	1	7
34	с его	6	7
35	том что	8	7
36	не в	7	7
37	потому что	3	7
38	что и	2	7
39	на мир	1	7
40	в конце	1	7
41	все это	2	7
42	здесь не	2	6
43	в этой	2	6
44	он не	4	6
45	весь мир	1	6
46	в них	2	6
47	того чтобы	2	6
48	связи с	1	6
49	так и	11	6
50	что он	3	6
51	так как	1	6
52	для того	2	6
53	одним из	1	5
54	например в	3	5
55	это и	1	5
56	здесь и	1	5
57	с ее	5	5
58	и на	2	5
59	в акте	3	5
60	хотя и	3	5
61	и как	3	5
62	и к	3	5
63	в себя	2	5
64	все эти	2	5
65	на этом	1	5
66	его в	2	5
67	с ним	2	5
68	свободу и	1	5
69	мы видим	1	5
70	одной из	2	5
71	со всеми	1	5
72	человека с	3	5
73	как раз	3	5
74	в связи	1	5
75	не может	7	5
76	на части	1	5
77	от всех	1	5
78	же как	1	4
79	всех и	2	4
80	той же	1	4
81	и о	3	4
82	в сущности	1	4
83	но не	11	4
84	перед нами	1	4
85	в самом	5	4
86	тому же	1	4
87	первой части	2	4
88	по своему	2	4
89	об этом	2	4
90	это было	1	4
91	точки зрения	10	4
92	известной степени	3	4
93	в их	5	4
94	своего рода	5	4
95	до известной	2	4
96	в основе	4	4
97	у него	1	4
98	и это	2	4
99	здесь как	1	4
100	и здесь	1	4
101	о том	2	4
102	связаны с	1	4
103	образов и	1	4
104	только в	5	4
105	мы находим	1	4
106	и даже	1	4
107	сказать что	4	4
108	а не	9	4
109	его как	1	4
110	на время	2	4
111	как это	5	4
112	и от	1	4
113	бы в	1	4
114	все они	1	4
115	а также	5	4
116	а в	12	4
117	по поводу	1	4
118	том числе	2	4
119	но она	2	3
120	того же	2	3
121	и возможности	1	3
122	из этих	3	3
123	как в	2	3
124	в одной	1	3
125	но на	1	3
126	что она	2	3
127	системе образов	1	3
128	ни в	5	3
129	он и	1	3
130	в своей	5	3
131	от его	1	3
132	не менее	3	3
133	дело в	1	3
134	не имеет	1	3
135	не могло	2	3
136	то время	1	3
137	в другом	3	3
138	нуждается в	1	3
139	это не	2	3
140	именно в	2	3
141	того что	4	3
142	и прежде	1	3
143	и одновременно	5	3
144	до нас	1	3
145	есть в	2	3
146	в поэзии	1	3
147	для него	4	3
148	папы и	1	3
149	в одном	2	3
150	но он	3	3
151	не было	1	3
152	еще и	1	3
153	о чем	2	3
154	вместе с	1	3
155	дело здесь	1	3
156	и для	2	3
157	в пределе	1	3
158	в году	2	3
159	и другие	2	3
160	и наиболее	1	2
161	ту же	1	2
162	можно говорить	1	2
163	чтобы не	1	2
164	и есть	1	2
165	с точки	3	2
166	из его	1	2
167	др в	1	2
168	и больше	2	2
169	из своих	1	2
170	говорить о	3	2
171	в целом	3	2
172	подчеркнуть что	1	2
173	в различных	1	2
174	в чем	2	2
175	в данном	4	2
176	в сторону	2	2
177	вступают в	1	2
178	отличие от	7	2
179	в истории	1	2
180	что это	1	2
