N	3gram	Vinokur_St_1	Problemy
1	с точки зрения	8	13
2	в этом смысле	1	10
3	то же время	4	9
4	в то же	4	9
5	по отношению к	3	8
6	в том что	17	6
7	и в этом	3	5
8	в зависимости от	1	5
9	но в то	2	5
10	в конце концов	1	5
11	на самом деле	6	4
12	том что он	1	4
13	не может быть	5	4
14	же время не	1	3
15	и т п	9	3
16	то что было	1	3
17	сами по себе	1	3
18	потому что она	1	3
19	это не значит	3	3
20	в этом отношении	7	3
21	во всяком случае	6	3
22	и это не	1	3
23	с другой стороны	6	3
24	но все же	3	2
25	для него не	1	2
26	в самом деле	5	2
27	в критической литературе	1	2
28	критической литературы о	1	2
29	до сих пор	7	2
30	и не может	1	2
31	в лучшем случае	1	2
32	и в то	1	2
33	хотя бы и	2	2
34	в той же	2	2
35	бы то ни	1	2
36	только то что	1	2
37	но это не	1	2
38	т е в	2	2
39	в данном случае	6	2
40	не только в	4	2
41	в целом ряде	1	2
42	критической литературе о	1	2
43	но с другой	2	2
44	можно было бы	8	2
45	т е не	1	2
46	то все же	1	1
47	другой стороны и	1	1
48	в другом месте	1	1
49	потому что он	1	1
50	же это за	1	1
51	все в этой	1	1
52	же как и	1	1
53	то ни стало	1	1
54	том что о	1	1
55	а вовсе не	1	1
56	дело в том	4	1
57	же степени как	1	1
58	так как в	2	1
59	и даже не	2	1
60	выйти за пределы	1	1
61	в том и	1	1
62	в этом случае	2	1
63	что же касается	3	1
64	во что бы	1	1
65	он делает в	1	1
66	тому что в	2	1
67	во второй части	1	1
68	и лишь в	1	1
69	и в других	1	1
70	то что в	2	1
71	прежде всего необходимо	1	1
72	что в нем	2	1
73	том и другом	1	1
74	точно так же	1	1
75	на этот вопрос	1	1
76	в каждом отдельном	1	1
77	по крайней мере	2	1
78	всяком случае не	1	1
79	по этому пути	1	1
80	так и в	4	1
81	может быть и	2	1
82	и могут быть	1	1
83	что бы то	1	1
84	то время как	1	1
85	чтобы убедиться в	1	1
86	и что в	1	1
87	но вовсе не	1	1
88	так же как	3	1
89	то что для	1	1
90	к сожалению не	2	1
91	это прежде всего	2	1
92	только и могут	1	1
93	как будто бы	1	1
94	и по отношению	1	1
95	же время оно	1	1
96	не в том	2	1
97	смысле как мы	1	1
98	тем или иным	3	1
99	это слово в	1	1
100	вовсе еще не	1	1
101	именно в том	1	1
102	что же это	1	1
103	о том что	11	1
104	того или иного	4	1
105	а в том	1	1
106	таким образом в	1	1
107	в одном из	1	1
108	целого то что	1	1
109	заключается в том	3	1
110	в то время	2	1
111	и никогда не	1	1
112	и другом случае	1	1
113	нужно сказать что	4	1
114	как бы ни	1	1
115	но все эти	1	1
116	или совершенно не	1	1
117	в настоящее время	1	1
118	что это не	2	1
119	они ни были	1	1
120	ответ на вопрос	1	1
121	к тому что	1	1
122	быть не может	1	1
123	тем что в	2	1
124	не все в	1	1
125	для того чтобы	10	1
126	если бы это	1	1
127	у каждого своя	1	1
128	что и в	4	1
129	он не только	1	1
130	и только в	3	1
131	и т д	21	1
