N	2gram	Propp_Isto_7	NovoeSre
1	а не	8	17
2	и в	24	16
3	не может	14	16
4	совсем не	1	12
5	и не	4	11
6	и есть	1	10
7	что в	13	9
8	как не	1	8
9	в том	7	8
10	жизни и	1	8
11	он не	6	8
12	в этом	12	7
13	может быть	14	7
14	не будет	2	7
15	как и	6	7
16	с его	3	6
17	не в	9	6
18	ни в	2	6
19	никогда не	4	6
20	но это	3	6
21	не знает	1	6
22	должен быть	1	5
23	в ней	1	5
24	и к	1	5
25	не только	21	5
26	в жизни	1	5
27	xix века	1	5
28	все это	8	5
29	в нем	6	5
30	о том	9	4
31	эпохи и	1	4
32	в них	3	4
33	то что	7	4
34	это не	10	4
35	прежде всего	2	4
36	должно быть	1	4
37	вступаем в	1	4
38	и потому	1	4
39	по своему	1	4
40	значит что	1	4
41	не менее	5	4
42	не имеет	4	4
43	и все	6	4
44	потому что	9	4
45	с другой	9	3
46	в ее	2	3
47	должна быть	1	3
48	вопрос о	3	3
49	еще не	8	3
50	во всех	7	3
51	как в	12	3
52	духа и	1	3
53	конечно не	2	3
54	к ним	2	3
55	но и	11	3
56	и пр	1	3
57	с тем	1	3
58	в своей	1	3
59	в новое	1	3
60	она не	2	3
61	что такое	2	3
62	в основе	2	3
63	к тому	1	3
64	в наши	1	3
65	сказать что	2	3
66	и это	2	2
67	же как	4	2
68	более не	1	2
69	связана с	1	2
70	силы и	1	2
71	переходе от	1	2
72	время как	2	2
73	не имеют	2	2
74	можно было	1	2
75	так и	5	2
76	мы не	4	2
77	мира и	1	2
78	и с	1	2
79	для этого	1	2
80	еще до	1	2
81	но она	1	2
82	я не	1	2
83	и что	10	2
84	и на	2	2
85	в религии	1	2
86	должно было	2	2
87	на протяжении	1	2
88	но не	6	2
89	в свои	1	2
90	с этим	2	2
91	хотя и	3	2
92	не хотят	1	2
93	но в	5	2
94	духа в	1	2
95	который в	1	2
96	все эти	2	2
97	с одной	5	2
98	думать что	2	2
99	уже не	2	2
100	не могла	1	2
101	том чтобы	3	2
102	у него	10	2
103	что она	5	2
104	в одну	2	2
105	и даже	3	2
106	связаны с	2	2
107	бытия в	1	2
108	и было	1	2
109	и начала	1	2
110	для чего	1	2
111	том что	10	2
112	вместе с	7	2
113	так же	6	2
114	не знал	2	2
115	одной стороны	5	2
116	другой стороны	8	2
117	по существу	4	2
118	не могли	1	2
119	как будто	1	2
120	и формы	1	2
121	как это	2	2
122	такой же	1	2
123	но для	2	2
124	в то	2	2
125	одна из	7	2
126	в мировой	1	2
127	формы и	1	2
128	и от	2	2
129	и весь	1	2
130	хотя бы	1	2
131	все они	1	2
132	а в	10	2
133	ли это	1	2
134	на гибель	1	2
135	можно назвать	1	2
136	от этой	1	1
137	оно может	1	1
138	она через	1	1
139	не имел	1	1
140	для себя	1	1
141	он может	4	1
142	только потому	1	1
143	будет сказать	1	1
144	этого мира	1	1
145	поставлен вопрос	2	1
146	не их	1	1
147	может идти	2	1
148	в образе	3	1
149	с собой	7	1
150	значение они	1	1
151	на нее	1	1
152	мы уже	4	1
153	не с	1	1
154	и которые	1	1
155	во многом	1	1
156	он также	2	1
157	получает все	2	1
158	страны в	1	1
159	героя но	2	1
160	человека это	1	1
161	с ним	5	1
162	сказать ни	1	1
163	можно сказать	1	1
164	царь или	2	1
165	оно есть	1	1
166	на себя	2	1
167	и другая	1	1
168	мы всегда	1	1
169	как я	1	1
170	то это	5	1
171	богом он	1	1
172	под этим	1	1
173	зависимости от	1	1
174	с большим	1	1
175	той роли	1	1
176	теми которые	1	1
177	вопрос об	1	1
178	что его	2	1
179	в чем	5	1
180	не могу	1	1
181	и во	1	1
182	все в	2	1
183	не могут	2	1
184	своего рода	4	1
185	к нему	7	1
186	то он	1	1
187	вопросу о	1	1
188	скрывается в	1	1
189	по небу	1	1
190	мы вновь	1	1
191	в его	1	1
192	себе и	3	1
193	ее он	2	1
194	и только	1	1
195	и она	3	1
196	становится под	1	1
197	не стоят	1	1
