N	3gram	Tiupa_Narr_1	Problema
1	тем не менее	3	18
2	то же самое	1	9
3	в данном случае	4	8
4	сам по себе	1	7
5	содержит в себе	1	7
6	в этом смысле	1	6
7	в таком случае	2	6
8	о том что	6	5
9	в том что	8	5
10	точно так же	2	4
11	на самом деле	1	4
12	только то что	1	4
13	еще не есть	1	4
14	но в таком	1	4
15	в связи с	2	4
16	то есть в	2	4
17	той или иной	4	4
18	в то же	3	4
19	иметь в виду	1	3
20	дело в том	1	3
21	более или менее	2	3
22	далеко не всякий	1	3
23	с точки зрения	2	3
24	до сих пор	1	3
25	сами по себе	2	3
26	может быть и	1	3
27	то что он	1	3
28	и тем самым	3	3
29	можно сказать что	4	3
30	с другой стороны	4	3
31	в себе не	1	3
32	и того же	1	2
33	что иное как	2	2
34	в самом деле	1	2
35	так или иначе	2	2
36	по крайней мере	1	2
37	есть не что	1	2
38	как мы увидим	1	2
39	но уже в	1	2
40	и то что	1	2
41	так же как	2	2
42	а не только	1	2
43	тех или иных	1	2
44	а также и	1	2
45	так и для	1	2
46	не может быть	5	2
47	того или иного	2	2
48	здесь не только	1	2
49	и как бы	1	2
50	одного и того	1	2
51	не что иное	2	2
52	можно было бы	2	2
53	только потому что	1	2
54	подобно тому как	2	2
55	в данный момент	1	1
56	мы имеем дело	2	1
57	а также ее	1	1
58	в этом последнем	1	1
59	увидел у себя	1	1
60	есть прежде всего	1	1
61	в том же	1	1
62	начала и конца	1	1
63	есть так или	1	1
64	не было и	1	1
65	из них в	1	1
66	тот или иной	1	1
67	предстают перед нами	1	1
68	и в то	1	1
69	до известной степени	1	1
70	имеем дело не	1	1
71	в первую очередь	1	1
72	в этом отношении	3	1
73	к тому или	1	1
74	что по своему	1	1
75	перед нами не	2	1
76	во всей его	1	1
77	в основе своей	4	1
78	до наших дней	1	1
79	то или иное	2	1
80	не то что	2	1
81	то что было	1	1
82	же как и	1	1
83	один из них	1	1
84	не только в	2	1
85	и с точки	1	1
86	на первый взгляд	2	1
87	и не быть	1	1
88	так и в	1	1
89	то есть система	1	1
90	в известном смысле	2	1
91	содержащий в себе	1	1
92	объединения составляющих ее	1	1
93	при этом что	1	1
94	на себя внимание	3	1
95	переход от одной	2	1
96	ни на что	1	1
97	несет в себе	1	1
98	бы то ни	3	1
99	вовсе не то	1	1
100	а не в	2	1
101	но о том	1	1
102	и до наших	1	1
103	здесь в качестве	1	1
104	как бы желая	1	1
105	это пока еще	1	1
106	в какой-то мере	1	1
107	что оно есть	1	1
108	пока еще только	1	1
109	в том чтобы	1	1
110	дело не с	1	1
111	а именно с	1	1
112	и тем более	1	1
113	и такого рода	1	1
114	что никогда не	1	1
115	или может быть	1	1
116	может и не	1	1
117	не обязательно в	1	1
118	как мы уже	1	1
119	это то что	1	1
120	ни для кого	1	1
121	как и в	1	1
122	к тому же	4	1
123	но еще не	1	1
124	как мы видели	1	1
