N	3gram	Propp_Isto_2	Analitik
1	не может быть	2	16
2	в том что	5	9
3	в отличие от	1	6
4	что иное как	2	5
5	по отношению к	3	5
6	не что иное	2	4
7	к тому же	2	4
8	о том что	2	3
9	подобно тому как	3	3
10	с одной стороны	3	3
11	есть не что	1	3
12	при встрече с	1	2
13	но и в	2	2
14	в силу своей	1	2
15	с другой стороны	2	2
16	том что он	1	2
17	не в состоянии	1	1
18	следует понимать как	1	1
19	и той же	1	1
20	связь с другими	1	1
21	дело не только	1	1
22	о том как	1	1
23	таит в себе	1	1
24	до сих пор	6	1
25	в зависимости от	1	1
26	сам по себе	1	1
27	как мы увидим	1	1
28	в то что	1	1
29	не сам по	1	1
30	вместе с тем	5	1
31	в какой это	1	1
32	не подлежит никакому	1	1
33	в этой связи	1	1
34	не только в	4	1
35	в себе в	1	1
36	смысле этого слова	1	1
37	и не могут	1	1
38	и то же	1	1
39	отца к сыну	1	1
40	собой не только	1	1
41	на вопрос о	1	1
42	уже потому что	1	1
43	тем самым и	1	1
44	и вместе с	2	1
45	а тем самым	1	1
46	в обратном порядке	1	1
47	мы имеем в	5	1
48	вполне могла бы	1	1
49	в связи с	4	1
50	одной и той	1	1
51	друг с другом	1	1
52	дело не в	2	1
