N	3gram	Vygotskiy__3	Analitik
1	о том что	3	6
2	в том что	11	6
3	в данном случае	2	5
4	состоит в том	1	4
5	с одной стороны	5	4
6	и в этом	3	4
7	к тому же	1	4
8	подобно тому как	1	3
9	в этом отношении	1	3
10	того или иного	1	3
11	с точки зрения	9	2
12	можно было бы	1	2
13	и то что	3	2
14	в отличие от	1	2
15	с другой стороны	5	2
16	и в самом	10	2
17	не только не	1	2
18	на то что	12	2
19	до такой степени	3	1
20	а между тем	1	1
21	можно сказать что	1	1
22	в тех случаях	1	1
23	более или менее	1	1
24	произведения что она	1	1
25	никак не может	1	1
26	внимание на то	1	1
27	я от него	1	1
28	то что с	2	1
29	и во всех	2	1
30	человек и в	1	1
31	и если бы	1	1
32	с этой точки	1	1
33	то и другое	3	1
34	то есть на	1	1
35	не совпадает с	2	1
36	в применении к	1	1
37	есть в сущности	1	1
38	той точки зрения	1	1
39	в противоречие с	1	1
40	такой степени что	1	1
41	тот же самый	1	1
42	в сущности это	1	1
43	и тот же	1	1
44	не в самом	1	1
45	и то же	2	1
46	как один из	1	1
47	смерти то есть	1	1
48	автора и читателя	1	1
49	в этом месте	1	1
50	это имеет место	2	1
51	как и на	1	1
52	в свою очередь	2	1
53	одно и то	2	1
54	не так уж	1	1
55	в целом ряде	1	1
56	и если он	1	1
57	но если бы	1	1
58	этой точки зрения	1	1
59	а в том	1	1
60	имеет место в	2	1
61	только то что	2	1
62	на две части	1	1
63	не может быть	1	1
64	том смысле что	1	1
65	заключается в том	6	1
66	как нельзя лучше	1	1
67	в самом деле	18	1
68	речь идет о	3	1
69	но и не	1	1
70	при этом она	1	1
71	в том смысле	2	1
72	к тому что	2	1
73	дело не в	1	1
74	как это имеет	1	1
75	то же самое	8	1
