N	2gram	Propp_Isto_1	VelikijI
1	и не	9	20
2	и в	28	16
3	так как	6	9
4	то что	9	9
5	еще не	7	8
6	в истории	1	8
7	что они	5	7
8	а не	15	7
9	и потому	2	7
10	не есть	2	6
11	на себя	1	5
12	но и	10	5
13	по пути	1	5
14	того что	4	5
15	хотя и	1	5
16	все это	4	5
17	как бы	2	5
18	ты не	5	5
19	и есть	1	4
20	в образе	3	4
21	говорить о	1	4
22	в его	5	4
23	и я	1	4
24	мы хотим	2	4
25	в этом	8	4
26	что он	10	4
27	потому что	4	4
28	в нем	2	4
29	так и	9	4
30	что не	2	4
31	как и	4	4
32	что мы	7	4
33	в котором	3	4
34	в ней	7	4
35	и все	1	4
36	это еще	1	4
37	они будут	1	4
38	от этого	2	3
39	и что	10	3
40	должна быть	5	3
41	за то	2	3
42	хотя бы	4	3
43	то это	3	3
44	во всех	2	3
45	что и	6	3
46	и будет	1	3
47	в том	9	3
48	тот же	2	3
49	но в	8	3
50	по этому	2	3
51	все эти	4	3
52	и они	1	3
53	за ним	1	3
54	от которого	1	3
55	они в	1	3
56	в конце	1	3
57	их в	5	3
58	в своей	1	3
59	и мы	2	3
60	в жизни	1	3
61	в них	1	3
62	не было	1	3
63	должно быть	2	3
64	в этих	7	3
65	нет ничего	1	3
66	что во	1	3
67	не в	9	3
68	к чему	3	3
69	тому что	1	3
70	но это	4	3
71	никогда не	14	3
72	их от	1	3
73	превращается в	4	3
74	и для	4	3
75	что ты	1	3
76	к тому	6	3
77	что в	12	3
78	оно не	1	3
79	и это	1	2
80	того чтобы	1	2
81	и то	1	2
82	но мы	2	2
83	во главе	1	2
84	это мы	1	2
85	и т	25	2
86	можно было	5	2
87	его не	1	2
88	превратились в	1	2
89	мы не	10	2
90	что от	2	2
91	с ним	2	2
92	мы это	1	2
93	между тем	2	2
94	идти к	1	2
95	вслед за	6	2
96	от этих	2	2
97	не с	3	2
98	материалом для	1	2
99	только в	11	2
100	в себя	1	2
101	конечно не	2	2
102	уже не	3	2
103	не только	12	2
104	раз навсегда	1	2
105	его и	2	2
106	не так	2	2
107	для него	2	2
108	земли и	1	2
109	в прошлом	1	2
110	не могли	1	2
111	вот почему	1	2
112	тем что	3	2
113	на том	1	2
114	это не	7	2
115	т д	22	2
116	а с	2	2
117	прежде всего	10	2
118	люди не	1	2
119	с тем	4	2
120	один из	4	2
121	вопросе о	1	2
122	и тогда	3	2
123	не могут	2	2
124	а есть	1	2
125	над ними	1	2
126	да и	1	2
127	это дело	3	2
128	одна из	2	2
129	что их	2	2
130	уже на	1	2
131	так много	1	2
132	почему в	1	2
133	том что	7	2
134	тот кто	1	2
135	для нас	13	2
136	в форме	3	2
137	ее в	5	2
138	это все	1	2
139	а в	7	2
140	но не	5	2
141	могут быть	4	2
142	всего в	2	2
143	во всяком	1	2
144	и доживает	1	1
145	башню и	1	1
146	речь идет	1	1
147	как мы	3	1
148	в виду	1	1
149	в ее	2	1
150	нем но	1	1
151	на новый	1	1
152	мы будем	5	1
153	если они	1	1
154	отвечает что	1	1
155	то же	12	1
156	живет в	2	1
157	из всего	1	1
158	в результате	1	1
159	по сравнению	1	1
160	что уже	1	1
161	вопрос о	5	1
162	превратившись в	1	1
163	основана на	1	1
164	составные части	2	1
165	и приведены	1	1
166	мой в	1	1
167	находится в	4	1
168	я не	3	1
169	и ее	1	1
170	по смыслу	2	1
171	же что	1	1
172	зависимости от	2	1
173	наша эпоха	2	1
174	забота о	1	1
175	меня в	1	1
176	им под	1	1
177	целое и	2	1
178	в их	3	1
179	и на	4	1
180	он был	1	1
181	после того	1	1
182	и хлеб	1	1
183	бы то	2	1
184	отказ от	2	1
185	у маркса	1	1
186	природы и	1	1
187	все в	1	1
188	что оно	1	1
189	но как	1	1
190	бы в	2	1
191	не просто	3	1
192	нам право	1	1
193	и нам	1	1
194	мы дадим	1	1
195	как в	2	1
196	пути в	2	1
197	в своем	5	1
198	все же	10	1
199	но с	1	1
200	сделать это	2	1
201	могли бы	3	1
202	идет по	1	1
203	мы видим	11	1
204	в вере	1	1
205	было что	1	1
206	мы увидим	10	1
207	ли он	3	1
208	царство и	1	1
209	утверждают что	1	1
210	и хотя	1	1
211	существ которые	1	1
212	и так	1	1
213	он дал	1	1
214	со своей	1	1
215	у них	1	1
216	в которой	1	1
217	что это	8	1
218	тем если	1	1
219	в целом	2	1
220	их не	2	1
221	и закономерности	1	1
222	тоже не	2	1
223	в этой	6	1
224	же и	1	1
225	от необходимости	1	1
226	в которую	3	1
227	то и	2	1
228	под землей	1	1
229	всего один	1	1
230	в виде	2	1
231	и если	2	1
232	часто он	1	1
233	или даже	3	1
234	о которой	1	1
235	одно целое	1	1
236	не будут	1	1
237	искать в	1	1
238	в понимании	1	1
239	и вот	2	1
240	вовсе не	2	1
241	себя от	1	1
242	так часто	2	1
243	но что	1	1
244	у него	1	1
245	и по	3	1
246	на этом	3	1
247	в руки	3	1
248	ее на	1	1
249	на нее	2	1
250	для того	1	1
251	то ни	2	1
252	по мотивам	1	1
253	и с	4	1
254	ней и	1	1
255	с другой	6	1
256	этом пути	1	1
257	есть не	1	1
258	же часто	1	1
259	превратится в	1	1
260	еще и	2	1
261	и тем	2	1
262	говорит о	2	1
263	может ли	1	1
264	ничем не	1	1
265	основной вопрос	2	1
266	не всегда	8	1
267	и уже	1	1
268	для чего	1	1
269	между собою	1	1
270	очень важное	1	1
271	его по	1	1
272	хлеба и	1	1
273	него не	1	1
274	и вновь	1	1
275	что путь	1	1
276	знаешь и	1	1
277	на высокие	1	1
278	таким же	1	1
279	себя за	1	1
280	вместе с	6	1
281	жизнь так	1	1
282	так же	7	1
283	как это	3	1
284	мы в	2	1
285	с каким-то	1	1
286	у нас	1	1
287	в которых	1	1
288	для всякого	1	1
289	ведет к	2	1
290	в одном	5	1
291	в тот	1	1
292	у самого	1	1
293	есть еще	2	1
294	с тремя	1	1
295	и всех	1	1
296	этого слова	1	1
297	раз и	3	1
298	на пути	1	1
299	нет никакого	1	1
300	можно ли	1	1
301	есть один	1	1
302	как можно	1	1
303	к ним	4	1
304	и другое	2	1
305	в познании	1	1
306	гораздо шире	1	1
307	на котором	3	1
