N	2gram	Tiupa_Narr_1	Problemy
1	и в	11	35
2	как бы	6	31
3	и не	23	27
4	что он	3	24
5	в его	6	21
6	но в	7	19
7	как и	13	18
8	к себе	4	18
9	не может	8	18
10	о себе	1	17
11	в нем	4	16
12	то есть	9	16
13	то же	8	15
14	и все	3	15
15	в сущности	2	14
16	в этом	12	14
17	и его	10	14
18	для него	4	14
19	может быть	15	14
20	но и	27	14
21	все это	1	14
22	он не	3	13
23	что я	1	13
24	к нему	4	13
25	и с	3	12
26	в другом	1	12
27	прежде всего	4	12
28	и к	1	12
29	в пределах	2	11
30	в то	4	11
31	слова и	1	11
32	самом деле	3	10
33	не только	31	10
34	не в	6	10
35	же время	4	10
36	героя и	2	10
37	рассказа в	5	10
38	то что	9	10
39	на самом	1	9
40	ни одного	1	9
41	мы уже	1	8
42	все же	4	8
43	к герою	1	8
44	как мы	2	8
45	так и	5	8
46	и слово	1	8
47	и для	2	8
48	потому что	5	8
49	еще не	4	7
50	с его	4	7
51	и наконец	1	7
52	лишь в	3	7
53	там где	1	7
54	таким образом	1	7
55	и сам	1	7
56	так же	1	7
57	точки зрения	5	7
58	с ним	2	7
59	а в	13	7
60	отношении к	1	7
61	отношению к	3	7
62	и на	5	6
63	он сам	3	6
64	но не	4	6
65	по отношению	3	6
66	отношение к	1	6
67	чужого слова	4	6
68	в самом	6	6
69	чужое слово	1	6
70	что у	4	6
71	в слове	3	6
72	к тому	6	6
73	в одном	4	6
74	только в	12	6
75	слова в	4	6
76	и т.п	8	6
77	стремится к	1	6
78	чужой голос	1	6
79	но это	1	6
80	не знает	1	6
81	что в	3	6
82	и то	3	5
83	как в	4	5
84	в себе	6	5
85	на протяжении	7	5
86	рассказчика и	1	5
87	он и	2	5
88	в конце	2	5
89	даже в	1	5
90	я вас	1	5
91	во время	1	5
92	да и	2	5
93	во внутренний	1	5
94	я теперь	1	5
95	в глаза	1	5
96	в том	8	5
97	с ними	2	5
98	и даже	2	5
99	героя в	3	5
100	он как	1	4
101	в мире	4	4
102	в чем	2	4
103	та же	2	4
104	что это	1	4
105	но на	1	4
106	и вот	2	4
107	друг с	1	4
108	но все	1	4
109	его в	1	4
110	его слово	1	4
111	в своей	5	4
112	по себе	4	4
113	никогда не	4	4
114	во всем	1	4
115	как раз	6	4
116	слова о	1	4
117	как будто	3	4
118	и делает	1	4
119	протяжении всего	1	4
120	той или	5	4
121	говорили что	1	4
122	сознания и	1	4
123	еще в	3	4
124	между тем	3	4
125	наконец в	1	4
126	все время	1	4
127	и у	1	4
128	только на	2	4
129	всяком случае	2	4
130	так как	1	4
131	не о	2	4
132	у него	7	4
133	тем что	1	4
134	или иной	4	4
135	с другой	2	4
136	с другом	1	4
137	что не	2	4
138	до конца	2	4
139	а не	13	4
140	но как	3	4
141	в творчестве	1	4
142	его внутренней	1	4
143	по своему	2	4
144	в той	2	4
145	это он	1	4
146	человек и	1	4
147	но зато	2	4
148	я в	2	4
149	тот же	1	4
150	во всяком	2	4
151	если б	1	3
152	это и	1	3
153	за собой	1	3
154	и со	1	3
155	в виду	1	3
156	теперь на	1	3
157	бы то	1	3
158	во всех	1	3
159	установкой на	2	3
160	а он	1	3
161	с этим	1	3
162	когда он	1	3
163	в целом	3	3
164	тому же	6	3
165	одно и	2	3
166	то ни	1	3
167	этого не	2	3
168	с тем	1	3
169	вот я	2	3
170	в котором	1	3
171	к одному	1	3
172	не как	1	3
173	героя из	2	3
174	в повести	2	3
175	раз и	1	3
176	появляется в	1	3
177	а так	1	3
178	ничего не	2	3
179	и мысли	1	3
180	только с	1	3
181	и т.д	6	3
182	с ее	2	3
183	в ее	1	3
184	тебе не	1	3
185	сводится к	3	3
186	из рассказа	1	3
187	что и	1	3
188	это не	3	3
189	в форме	2	3
190	в него	1	3
191	того что	4	3
192	одного сознания	1	3
193	нуждается в	1	3
194	он уже	2	3
195	со всеми	1	3
196	уже не	8	3
197	уже в	1	3
198	из них	4	3
199	его и	2	3
200	о своей	2	3
201	а с	1	3
202	он только	1	3
203	со словом	1	3
204	слов в	2	3
205	рассказ в	1	3
206	в начале	3	3
207	которой он	1	3
208	не мог	6	3
209	и от	2	3
210	в речь	1	3
211	только что	2	3
212	ни было	1	3
213	том что	7	3
214	сказать что	2	3
215	другой стороны	2	3
216	обращено к	2	2
217	например в	1	2
218	чтобы не	1	2
219	сам по	1	2
220	в первом	4	2
221	он ничего	1	2
222	она в	2	2
223	надо было	1	2
224	героя но	2	2
225	слово не	1	2
226	в ней	4	2
227	в которых	1	2
228	быть в	1	2
229	столь же	5	2
230	со словами	2	2
231	бы не	1	2
232	друг на	2	2
233	с которыми	1	2
234	отличие от	2	2
235	не просто	1	2
236	однако в	3	2
237	в своем	3	2
238	мы можем	2	2
239	хотя и	4	2
240	и как	3	2
241	в которой	1	2
242	раз в	2	2
243	диалог в	1	2
244	но ведь	1	2
245	как он	1	2
246	героя к	2	2
247	так сказать	2	2
248	теми же	1	2
249	при этом	19	2
250	но именно	3	2
251	их в	3	2
252	и по	1	2
253	той же	1	2
254	это было	2	2
255	с другими	1	2
256	он есть	1	2
257	но уже	1	2
258	все равно	2	2
259	и того	2	2
260	в этих	2	2
261	как все	1	2
262	с точки	1	2
263	в отличие	2	2
264	своего рода	10	2
265	реплики и	1	2
266	как можно	1	2
267	между двумя	5	2
268	тому что	1	2
269	не менее	3	2
270	своего героя	1	2
271	о них	3	2
272	подобно тому	3	2
273	этих двух	2	2
274	и лишь	1	2
275	к ней	1	2
276	по своей	1	2
277	голоса в	1	2
278	внутренней жизни	1	2
279	обращает на	3	2
280	для его	1	2
281	слова с	1	2
282	и он	6	2
283	из их	1	2
284	обращенный к	1	2
285	всей своей	1	2
286	так в	4	2
287	приводит к	1	2
288	с собой	1	2
289	на нее	1	2
290	времени и	9	2
291	особенно в	2	2
292	мог бы	1	2
293	для этого	1	2
294	и вообще	1	2
295	о нем	3	2
296	о том	4	2
297	голос в	1	2
298	и та	1	2
299	быть и	2	2
300	за исключением	1	2
301	одной из	1	2
302	мы увидим	1	2
303	что даже	1	2
304	то в	4	2
305	иной степени	1	2
306	в произведении	2	2
307	себя в	2	2
308	теперь же	1	2
309	в жизни	3	2
310	к слову	1	2
311	в душе	1	2
312	этот раз	1	2
313	него нет	1	2
314	для другого	1	2
315	друг друга	2	2
316	не случайно	1	2
317	каждый из	2	2
318	что на	4	2
319	им из	1	2
320	его голос	1	2
321	говорит о	1	2
322	на этот	1	2
323	на друга	2	2
324	в рассказе	8	2
325	их друг	1	2
326	точек зрения	2	2
327	между голосами	1	2
328	одна и	1	2
329	человека как	1	2
330	мы видели	1	2
331	вместе с	2	2
332	себя за	1	2
333	тому как	3	2
334	когда она	1	2
335	материал для	1	2
336	он обращается	1	2
337	но для	3	2
338	пока еще	1	2
339	это уже	3	2
340	или в	6	2
341	обращается к	3	2
342	в речи	4	2
343	его нельзя	1	2
344	хотя бы	2	2
345	будто бы	1	2
346	себе но	1	2
347	сущности в	1	2
348	одним из	1	1
349	и через	2	1
350	жил в	1	1
351	не имел	1	1
352	тот сам	1	1
353	даже из	1	1
354	в стороне	1	1
355	в приведенном	1	1
