N	3gram	Voloshinov_1	Analitik
1	в том что	2	6
2	в данном случае	2	5
3	состоит в том	1	4
4	по отношению к	3	4
5	с одной стороны	2	4
6	подобно тому как	1	3
7	в этом отношении	1	3
8	того или иного	2	3
9	тем не менее	1	3
10	как и в	1	3
11	организации художественного произведения	1	2
12	с точки зрения	5	2
13	в то же	1	2
14	можно было бы	1	2
15	если говорить о	1	2
16	в отличие от	1	2
17	с другой стороны	2	2
18	то же время	1	2
19	в борьбе с	1	2
20	в конечном счете	1	2
21	на то что	1	2
22	тех или иных	1	2
23	до такой степени	1	1
24	что иное как	2	1
25	автора героя и	2	1
26	не знает категории	1	1
27	литературного произведения как	1	1
28	в тех случаях	1	1
29	более или менее	1	1
30	если конечно мы	1	1
31	те же самые	1	1
32	никоим образом не	1	1
33	между тем как	1	1
34	каждом отдельном случае	1	1
35	которого только и	1	1
36	могут быть произнесены	1	1
37	в системе языка	1	1
38	с этой точки	1	1
39	и тем что	1	1
40	вместе с ними	1	1
41	те же слова	1	1
42	не только его	2	1
43	но и его	1	1
44	и т.п и	3	1
45	тот же самый	1	1
46	и тот же	1	1
47	и то же	2	1
48	в связи с	1	1
49	одно и то	3	1
50	прежде всего в	1	1
51	этой точки зрения	1	1
52	только то что	1	1
53	есть не что	2	1
54	не может быть	4	1
55	так же точно	1	1
56	не только на	1	1
57	не что иное	2	1
58	в самом деле	2	1
59	на всем протяжении	1	1
60	тех случаях когда	1	1
61	в каждом отдельном	1	1
62	к тому что	1	1
63	отношению к предмету	1	1
64	то же самое	1	1
