N	2gram	Potebnia_M_2	Dialekti
1	не есть	6	54
2	и не	19	27
3	а не	18	26
4	и т	6	24
5	и в	24	24
6	значит что	1	24
7	есть нечто	3	23
8	не только	15	23
9	т д	3	23
10	что такое	2	21
11	по себе	15	20
12	не может	12	19
13	ничего не	1	17
14	и есть	2	16
15	допустим что	2	16
16	и что	4	15
17	что все	2	14
18	с точки	1	14
19	то что	20	14
20	в таком	4	14
21	таким образом	11	13
22	что он	4	13
23	вовсе не	9	13
24	может быть	23	13
25	что это	3	12
26	есть только	6	12
27	того что	7	12
28	есть и	1	12
29	но тогда	1	11
30	не менее	5	11
31	не имеет	6	11
32	что же	1	11
33	таком случае	2	10
34	тем не	6	10
35	только не	1	10
36	она есть	2	10
37	есть не	5	9
38	то это	3	9
39	что она	3	9
40	ни в	1	9
41	стало быть	4	9
42	но и	9	9
43	в этом	8	8
44	и как	6	8
45	это есть	1	8
46	отличается от	1	8
47	так что	10	8
48	прежде всего	7	8
49	что мы	11	8
50	том что	8	8
51	в самом	4	7
52	как и	7	7
53	никогда не	4	7
54	потому что	49	7
55	что оно	4	7
56	только на	1	7
57	но что	2	7
58	даже и	2	7
59	в особенности	1	7
60	ничем не	2	7
61	что в	16	7
62	самом деле	2	6
63	должна быть	1	6
64	д и	1	6
65	то же	12	6
66	об этом	1	6
67	и с	1	6
68	возможно только	1	6
69	есть именно	1	6
70	превращается в	2	6
71	оно не	3	6
72	если бы	11	6
73	что и	11	6
74	и только	6	6
75	отлично от	1	6
76	о том	5	6
77	так как	10	6
78	не на	2	6
79	и все	3	6
80	все это	2	6
81	но если	2	6
82	сам по	4	5
83	вопрос о	2	5
84	что его	3	5
85	хотя и	3	5
86	само по	2	5
87	он не	1	5
88	по крайней	5	5
89	одно и	2	5
90	так и	5	5
91	было бы	13	5
92	в них	5	5
93	мы не	11	5
94	и тогда	3	5
95	в том	18	5
96	есть всегда	1	5
97	в то	6	5
98	тогда когда	10	5
99	и притом	3	5
100	и его	2	5
101	только в	11	5
102	уже не	4	5
103	одно из	3	5
104	крайней мере	5	5
105	что не	5	5
106	что для	3	5
107	есть явление	3	5
108	как это	2	5
109	с этой	1	5
110	но это	3	5
111	не отличается	1	5
112	всякого другого	1	5
113	или не	5	5
114	или нет	3	5
115	только как	6	5
116	жизни и	1	5
117	как на	3	5
118	и то	3	4
119	чего не	2	4
120	время как	4	4
121	мы и	1	4
122	в чем	7	4
123	движение на	1	4
124	сама по	2	4
125	в истории	1	4
126	что нет	2	4
127	конечно не	1	4
128	подобно тому	4	4
129	собственно говоря	1	4
130	это не	3	4
131	от себя	2	4
132	будет значить	1	4
133	тому что	2	4
134	что есть	2	4
135	но только	2	4
136	от того	5	4
137	не могут	7	4
138	и это	2	4
139	нет никакой	1	4
140	то время	4	4
141	к тому	1	4
142	с другой	6	4
143	для него	10	4
144	если оно	1	4
145	это будет	3	4
146	у нас	2	4
147	так же	2	4
148	тому как	4	4
149	значить что	1	4
150	или только	1	4
151	сознания и	1	4
152	хотя бы	2	4
153	только что	3	4
154	сказать что	2	4
155	была бы	1	3
156	мы уже	1	3
157	той же	3	3
158	но даже	3	3
159	и на	8	3
160	за пределы	2	3
161	мере в	1	3
162	в одной	1	3
163	что именно	1	3
164	с этим	7	3
165	только тогда	3	3
166	все же	5	3
167	перед нами	1	3
168	все эти	2	3
169	тем более	1	3
170	на то	5	3
171	в нем	9	3
172	он должен	1	3
173	не будет	1	3
174	сознание и	4	3
175	не значат	1	3
176	к природе	1	3
177	он есть	1	3
178	выйти за	1	3
179	должно быть	2	3
180	и без	1	3
181	мир и	1	3
182	не в	13	3
183	того кто	3	3
184	раз и	1	3
185	тем самым	4	3
186	одна из	4	3
187	но она	3	3
188	же время	2	3
189	ровно ничего	1	3
190	во всем	2	3
191	уже и	1	3
192	должны быть	4	3
193	и о	1	3
194	быть может	7	3
195	движения и	2	3
196	утверждает что	1	3
197	это было	2	3
198	нельзя ни	1	3
199	к нему	1	3
200	или же	7	3
201	с одной	4	3
202	есть в	2	3
