N	2gram	Voloshinov_1	Marksizm
1	может быть	17	28
2	и пр	12	25
3	и в	16	19
4	как бы	5	19
5	и не	4	19
6	не может	8	18
7	точки зрения	8	17
8	то же	2	16
9	и его	8	16
10	как мы	4	15
11	в этом	9	15
12	в сущности	1	14
13	таким образом	9	14
14	лишь в	1	14
15	не только	7	13
16	с точки	6	13
17	связи с	1	13
18	в нем	4	11
19	если бы	1	11
20	вовсе не	1	11
21	так и	4	10
22	и т.п	2	10
23	но и	4	10
24	в пределах	2	10
25	том что	3	10
26	самом деле	6	9
27	при этом	6	9
28	как и	2	9
29	для него	6	9
30	в основе	3	9
31	а не	1	9
32	на почве	1	9
33	с его	7	8
34	только в	4	8
35	отнюдь не	4	8
36	на самом	4	7
37	его в	4	7
38	одна из	1	7
39	никогда не	2	7
40	в том	3	7
41	прежде всего	9	7
42	в связи	1	7
43	и для	2	7
44	но в	4	7
45	мы уже	2	6
46	и значение	3	6
47	во всех	3	6
48	и как	3	6
49	в самом	2	6
50	если мы	2	6
51	ни в	5	6
52	в смысле	1	6
53	того чтобы	1	6
54	к тому	1	6
55	для того	1	6
56	же самое	1	6
57	мы можем	9	6
58	с помощью	2	6
59	и все	4	6
60	хотя бы	4	6
61	ни было	2	6
62	в свою	1	6
63	того же	2	5
64	и на	4	5
65	все же	1	5
66	то ни	1	5
67	на этой	3	5
68	в данном	1	5
69	самого начала	4	5
70	с самого	4	5
71	и здесь	1	5
72	к нему	1	5
73	в его	4	5
74	в большинстве	3	5
75	большинстве случаев	3	5
76	или иной	1	5
77	и того	1	5
78	совершенно не	8	5
79	к этому	2	5
80	так же	2	5
81	и ее	4	4
82	бы то	1	4
83	конечно не	6	4
84	только на	3	4
85	было бы	2	4
86	одного и	1	4
87	ничего не	1	4
88	следует что	1	4
89	и т.д	1	4
90	той или	1	4
91	из одного	1	4
92	в русском	1	4
93	с ними	4	4
94	что он	2	4
95	в душе	2	4
96	и их	4	4
97	как раз	1	4
98	пр и	3	4
99	связь с	1	4
100	в основном	3	4
101	то что	3	4
102	сказать что	7	4
103	если б	3	3
104	и то	1	3
105	не имеют	1	3
106	высшей степени	1	3
107	в ней	1	3
108	еще не	5	3
109	столь же	1	3
110	менее всего	1	3
111	иногда и	1	3
112	за пределы	2	3
113	с этим	2	3
114	все эти	5	3
115	учение о	3	3
116	в этой	4	3
117	но ведь	2	3
118	он не	2	3
119	в корне	1	3
120	не будет	2	3
121	в другом	1	3
122	конечно в	1	3
123	той же	1	3
124	с другими	3	3
125	форму и	1	3
126	в этих	3	3
127	в своей	2	3
128	мысли и	4	3
129	а иногда	1	3
130	не имеет	1	3
131	для всего	1	3
132	они являются	1	3
133	в каком	2	3
134	у нас	1	3
135	могут быть	3	3
136	бы он	1	3
137	для его	1	3
138	не есть	2	3
139	и это	6	3
140	на основе	2	3
