N	3gram	Vinokur_Ku_1	VeschiIm
1	и т д	14	20
2	не может быть	3	18
3	что иное как	1	8
4	не что иное	1	8
5	т д и	2	7
6	т е в	2	7
7	д и т	2	7
8	по крайней мере	5	6
9	в том что	15	6
10	на то что	2	6
11	одно и то	1	5
12	и то же	1	5
13	в свою очередь	3	5
14	тем не менее	4	5
15	т е не	1	4
16	с точки зрения	9	4
17	не только в	1	4
18	то же время	2	4
19	от того что	1	4
20	в то же	2	4
21	более или менее	3	3
22	в самом деле	7	3
23	и в то	1	3
24	в собственном смысле	1	3
25	можно было бы	3	3
26	вместе с тем	3	3
27	но что такое	1	3
28	что она уже	1	3
29	само по себе	1	3
30	то это значит	1	2
31	этой точки зрения	2	2
32	что нужно для	1	2
33	о том как	3	2
34	с этой точки	1	2
35	на себе следы	1	2
36	в первом случае	1	2
37	что такое этот	1	2
38	можно говорить о	1	2
39	на себя функции	1	2
40	что в ней	1	2
41	уже не просто	1	2
42	нужно было бы	2	2
43	заключается в том	2	2
44	что это есть	1	2
45	смысла т е	1	2
46	к тому что	2	2
47	так что в	1	2
48	вещи т е	1	2
49	реальное бытие и	1	2
50	так или иначе	2	2
51	но еще и	1	2
52	я мог бы	1	1
53	и того же	2	1
54	и может быть	1	1
55	это уже не	1	1
56	что несмотря на	1	1
57	он должен быть	1	1
58	имеется в виду	1	1
59	себе по крайней	1	1
60	только потому что	6	1
61	и еще один	2	1
62	того что в	2	1
63	конечно нисколько не	1	1
64	заключается не в	1	1
65	прежде всего на	1	1
66	это было бы	1	1
67	и в смысле	1	1
68	когда речь идет	1	1
69	в этом смысле	3	1
70	важное и существенное	1	1
71	том что он	4	1
72	того или другого	1	1
73	в этом случае	2	1
74	у нас есть	2	1
75	как раз и	1	1
76	и в той	1	1
77	имеющая ничего общего	1	1
78	что с точки	1	1
79	до сих пор	4	1
80	как раз к	1	1
81	тот или иной	1	1
82	что она понимает	1	1
83	в зависимости от	5	1
84	сами по себе	1	1
85	уже из предыдущего	1	1
86	вбирая в себя	1	1
87	не то что	1	1
88	в себе и	1	1
89	не имеющая ничего	1	1
90	что я называю	1	1
91	д все это	1	1
92	и не в	1	1
93	того что они	2	1
94	ни в какой	1	1
95	хотя бы и	2	1
96	можно ли в	1	1
97	потому что он	1	1
98	общем смысле этого	1	1
99	в применении к	1	1
100	бы и не	1	1
101	так же как	1	1
102	не потому что	3	1
103	в том чтобы	8	1
104	что мы имеем	1	1
105	не может уже	1	1
106	с одной стороны	1	1
107	смысле этого слова	1	1
108	на том основании	1	1
109	и потому что	2	1
110	и пр это	1	1
111	различных типов и	1	1
112	во втором случае	1	1
113	и ничего не	1	1
114	не в том	4	1
115	потому что она	1	1
116	это не значит	1	1
117	для себя и	1	1
118	еще и потому	1	1
119	она все же	1	1
120	т д все	1	1
121	а только в	2	1
122	с другой стороны	6	1
123	когда мы говорим	1	1
124	только о том	1	1
125	вовсе еще не	1	1
126	потому что они	1	1
127	речь идет о	2	1
128	и пр и	1	1
129	нуждается в том	1	1
130	а в том	2	1
131	и все же	1	1
132	ни в каком	1	1
133	не есть нечто	1	1
134	у нас все	2	1
135	во всяком случае	5	1
136	вовсе не есть	1	1
137	в таком понимании	1	1
138	в подлинном смысле	1	1
139	том смысле что	1	1
140	и вместе с	1	1
141	не только потому	1	1
142	о том что	5	1
143	есть нечто абсолютно	1	1
144	хотя бы в	4	1
145	вместо того чтобы	1	1
146	полный и абсолютный	1	1
147	брать на себя	1	1
148	но все же	2	1
149	одного и того	2	1
150	для того чтобы	15	1
151	что оно не	1	1
152	в том смысле	1	1
153	мы увидим как	1	1
154	тех или иных	1	1
155	что было в	1	1
156	общения и понимания	1	1
157	и мы увидим	1	1
158	свидетельствует о том	1	1
159	если бы было	1	1
160	что и в	1	1
161	только тогда когда	1	1
