N	2gram	Vygotskiy__5	Sovremen
1	не может	9	17
2	может быть	11	12
3	точки зрения	7	12
4	таким образом	20	11
5	мы не	3	9
6	в каждом	2	8
7	в этом	14	7
8	не можем	4	7
9	и в	30	7
10	каждый раз	1	6
11	мы можем	7	6
12	ничего не	2	6
13	как и	6	6
14	и не	6	6
15	в результате	4	6
16	отдельном случае	1	5
17	и наконец	3	5
18	все эти	2	5
19	что же	1	5
20	каждом отдельном	1	5
21	прежде всего	4	5
22	с точки	2	5
23	организма с	1	5
24	в зависимости	6	4
25	вопрос о	3	4
26	зависимости от	7	4
27	нет и	1	4
28	мы должны	3	4
29	в том	27	4
30	в целом	5	4
31	если мы	16	4
32	из них	2	4
33	так как	9	4
34	каждого элемента	1	4
35	мы видели	1	4
36	не только	16	4
37	с помощью	2	4
38	как бы	19	4
39	вместе с	12	4
40	это не	3	4
41	точку зрения	1	4
42	их в	1	4
43	а в	4	4
44	жизни и	6	4
45	ли мы	2	3
46	он может	1	3
47	с самого	3	3
48	на две	1	3
49	то же	7	3
50	ясно что	6	3
51	и т.д	1	3
52	но мы	2	3
53	между собой	2	3
54	видели что	1	3
55	все же	7	3
56	еще не	5	3
57	но в	5	3
58	он в	2	3
59	в этой	5	3
60	в себе	5	3
61	уже в	6	3
62	как он	2	3
63	мы получим	2	3
64	в наших	1	3
65	что она	6	3
66	в одном	2	3
67	в конце	4	3
68	в нем	7	3
69	при этом	8	3
70	из двух	3	3
71	на этой	1	3
72	и мы	16	3
73	было бы	5	3
74	а не	8	3
75	всех элементов	1	3
76	и потому	5	3
77	мы называем	2	3
78	не в	8	3
79	все это	2	3
80	самого начала	3	3
81	при таком	3	3
82	одна из	3	3
83	для нас	3	3
84	и все	4	3
85	у нас	4	3
86	поэтому мы	1	3
87	состоит из	1	3
88	и к	4	3
89	когда мы	6	3
90	отличается от	2	3
91	следующим образом	2	3
92	в области	1	3
93	как мы	5	2
94	свою очередь	1	2
95	и есть	5	2
96	тем же	3	2
97	приводит к	2	2
98	все те	1	2
99	той же	3	2
100	времени и	3	2
101	каждого из	1	2
102	на этом	6	2
103	для его	1	2
104	и даже	2	2
105	и что	23	2
106	на другом	1	2
107	и во	1	2
108	самом деле	8	2
109	в его	4	2
110	с совершенно	2	2
111	с этим	2	2
112	дает нам	1	2
113	быть и	2	2
114	в самом	14	2
115	по мнению	6	2
116	в которой	3	2
117	или же	1	2
118	что это	8	2
119	в нашем	2	2
120	из этих	3	2
121	с одной	12	2
122	ни одна	1	2
123	уже не	1	2
124	так сказать	1	2
125	с другом	3	2
126	в виде	1	2
127	на его	3	2
128	мы знаем	2	2
129	у него	3	2
130	отличие от	2	2
131	ее на	1	2
132	но все	2	2
133	что все	6	2
134	значение в	1	2
135	или иной	2	2
136	в некоторых	1	2
137	на этот	3	2
138	которой он	1	2
139	первые два	1	2
140	мы с	3	2
141	в один	1	2
142	что такое	1	2
143	он должен	8	2
144	одна возможность	1	2
145	из которых	4	2
146	в отличие	2	2
147	знаем что	2	2
148	вне времени	1	2
149	друг с	3	2
150	же мы	1	2
151	не менее	1	2
152	можно назвать	1	2
153	на котором	1	2
154	и именно	4	2
155	она может	1	2
156	из четырех	1	2
157	этих двух	7	2
158	еще более	1	2
159	мы видим	8	2
160	не дает	2	2
161	тот же	3	2
162	в свою	3	2
163	совершенно не	6	2
164	не могут	3	2
165	могут быть	8	2
166	что при	3	2
167	же самое	5	2
168	что в	24	2
169	если же	2	2
170	в таком	3	2
171	во всяком	1	2
172	должен быть	2	1
173	и это	8	1
174	оно может	1	1
175	к процессам	1	1
176	совпадают с	2	1
177	с ее	1	1
178	другое направление	1	1
179	на другой	1	1
180	на самом	2	1
181	своими собственными	2	1
182	шаг за	1	1
183	это и	2	1
184	мы имели	1	1
185	здесь и	1	1
186	отношению к	1	1
187	так в	3	1
188	по преимуществу	2	1
189	и до	2	1
190	бы к	1	1
191	можно было	3	1
192	и могут	1	1
193	мы уже	6	1
194	из всех	1	1
195	соответствует только	1	1
196	есть не	4	1
197	принадлежит только	1	1
198	здесь нет	1	1
199	во многом	1	1
200	осуществляется в	2	1
201	мы имеем	8	1
202	же как	2	1
203	еще в	2	1
204	когда в	2	1
205	это только	3	1
206	мы в	1	1
207	если бы	11	1
208	два направления	1	1
209	и вообще	1	1
210	в отдельном	1	1
211	другую и	1	1
212	что иное	2	1
213	и действительно	1	1
214	и начало	1	1
215	мы всегда	1	1
216	для нашей	2	1
217	и ни	2	1
218	для наших	1	1
219	разобраться в	1	1
220	того же	2	1
221	о том	10	1
222	в ней	4	1
223	и та	2	1
224	что каждый	1	1
225	не соответствует	1	1
226	главах мы	1	1
227	утверждает что	2	1
228	на них	1	1
229	иное как	2	1
230	подвести итоги	1	1
231	которых нет	1	1
232	с его	2	1
233	во всех	2	1
234	те или	1	1
235	различия между	2	1
236	данном случае	3	1
237	совсем не	2	1
238	но не	7	1
239	или иные	1	1
240	образом все	2	1
241	к этому	3	1
242	мы будем	1	1
243	но как	1	1
244	затем на	1	1
245	точка зрения	1	1
246	если в	1	1
247	в конечном	1	1
248	конечном счете	1	1
249	по отношению	2	1
250	каждый элемент	2	1
251	крайней мере	1	1
252	его осуществления	1	1
253	вообще и	1	1
254	один и	1	1
