N	2gram	Tiupa_Lite_1	slovoVRo
1	и в	8	41
2	в нем	2	30
3	то есть	6	26
4	в романе	1	21
5	могут быть	2	19
6	во всех	1	17
7	не только	24	16
8	и не	12	16
9	точки зрения	6	16
10	но и	17	16
11	а не	16	15
12	то же	5	14
13	и на	1	14
14	в то	5	14
15	и его	4	14
16	в пределах	3	14
17	может быть	13	14
18	и др	3	14
19	не может	5	14
20	в сущности	2	13
21	в его	7	13
22	в этом	12	12
23	до конца	1	12
24	же время	5	12
25	как бы	7	12
26	так и	4	11
27	в большинстве	1	10
28	в той	1	10
29	себя в	6	9
30	все эти	2	9
31	таким образом	3	9
32	или иной	2	9
33	как в	5	8
34	но в	3	8
35	с точки	2	8
36	как мы	1	8
37	в особенности	1	8
38	или в	1	8
39	слова в	1	8
40	прежде всего	11	8
41	отношение к	1	7
42	все же	4	7
43	в слове	2	7
44	в своей	4	7
45	не в	8	7
46	вовсе не	1	7
47	все они	2	7
48	во всяком	3	7
49	того же	2	6
50	при этом	19	6
51	в плане	1	6
52	это не	4	6
53	в них	1	6
54	к своему	1	6
55	установка на	1	6
56	в отношении	1	6
57	только в	8	6
58	большинстве случаев	1	6
59	и даже	3	6
60	к чужому	1	6
61	а в	3	6
62	отношении к	1	6
63	в самом	3	5
64	он в	1	5
65	так сказать	1	5
66	далеко не	3	5
67	всяком случае	2	5
68	в основе	3	5
69	со своим	1	5
70	не на	2	5
71	подхода к	1	5
72	к нему	1	5
73	слово как	1	5
74	с другой	3	5
75	ту же	2	4
76	одним из	5	4
77	по преимуществу	4	4
78	поэзии и	2	4
79	еще не	4	4
80	с его	5	4
81	за пределы	2	4
82	перед нами	1	4
83	в которой	1	4
84	не как	4	4
85	в каждом	1	4
86	и с	1	4
87	лишь в	4	4
88	на почве	2	4
89	как и	6	4
90	автора и	1	4
91	в их	3	4
92	к предмету	1	4
93	том же	3	4
94	на предмет	1	4
95	с ее	1	4
96	о нем	1	4
97	единого и	1	4
98	один из	3	4
99	оно и	1	4
100	с одной	2	4
101	языка как	1	4
102	одной стороны	2	4
103	и все	1	4
104	и от	1	4
105	и единственного	1	4
106	другой стороны	1	4
107	также и	3	3
108	в зависимости	1	3
109	от всякой	2	3
110	зависимости от	1	3
111	данном случае	4	3
112	в своем	11	3
113	из этих	2	3
114	в себе	7	3
115	в поэзии	1	3
116	ни были	1	3
117	и сам	6	3
118	его в	3	3
119	было бы	2	3
120	он не	1	3
