N	2gram	Voloshinov_1	Komedia
1	и в	19	22
2	и не	26	21
3	том что	3	13
4	таким образом	17	12
5	в том	6	12
6	так как	2	11
7	со стороны	1	11
8	ни в	2	10
9	потому что	1	10
10	в самом	10	9
11	до сих	8	9
12	сих пор	8	9
13	в этом	16	8
14	его в	3	8
15	в своем	2	8
16	к ней	1	8
17	о том	2	8
18	если бы	2	8
19	в его	6	8
20	что и	2	8
21	что он	2	8
22	то же	7	7
23	при этом	8	7
24	не по	1	7
25	в конце	5	7
26	о чем	1	7
27	а в	4	7
28	в свою	2	7
29	того же	6	6
30	самом деле	10	6
31	еще не	4	6
32	так что	1	6
33	в то	3	6
34	и его	19	6
35	к тому	2	6
36	того чтобы	5	6
37	свою очередь	2	6
38	ясно что	5	6
39	и что	1	6
40	для того	4	6
41	может быть	26	6
42	как раз	2	6
43	во время	1	6
44	к этому	5	6
45	не хочет	1	5
46	отношение к	1	5
47	но в	7	5
48	не только	8	5
49	а по	1	5
50	он не	3	5
51	в своей	3	5
52	не менее	4	5
53	же время	3	5
54	связи с	11	5
55	хотя и	1	5
56	к нему	1	5
57	что в	4	5
58	по отношению	3	5
59	из них	3	5
60	тем что	2	5
61	прежде всего	13	5
62	как это	1	5
63	все это	3	5
64	в ней	4	4
65	с другой	5	4
66	нет и	4	4
67	и речи	2	4
68	отнюдь не	6	4
69	все же	8	4
70	то что	8	4
71	в себе	2	4
72	но все	3	4
73	и с	2	4
74	с тем	1	4
75	точки зрения	34	4
76	не в	5	4
77	в отношении	4	4
78	самого начала	4	4
79	на него	1	4
80	и здесь	6	4
81	с самого	4	4
82	друг друга	8	4
83	так и	11	4
84	здесь нет	1	4
85	между собой	2	4
86	с помощью	6	4
87	не дает	3	4
88	вовсе не	5	4
89	само собой	1	4
90	но и	8	4
91	до конца	5	4
92	а не	7	4
93	в связи	7	4
94	не является	4	4
95	и для	11	4
96	бы в	2	4
97	хотя бы	5	4
98	речи о	1	4
99	так же	7	4
100	идет о	1	3
101	говорить о	1	3
102	на них	1	3
103	столь же	1	3
104	с его	1	3
105	в ее	7	3
106	с этим	4	3
107	и к	3	3
108	тем же	1	3
109	в которой	3	3
110	в этой	1	3
111	и тот	4	3
112	как он	2	3
113	не могла	1	3
114	в нем	10	3
115	приводит к	1	3
116	от нее	2	3
117	то ни	8	3
118	было бы	4	3
119	все равно	1	3
120	далеко не	4	3
121	как и	12	3
122	но если	2	3
123	с точки	20	3
124	тем не	2	3
125	их в	1	3
126	не имеет	3	3
127	никогда не	2	3
128	ничего не	6	3
129	же самое	3	3
130	одного из	3	3
131	должно было	1	3
132	тех пор	2	3
133	в двух	2	3
134	не о	1	3
135	одной из	3	3
136	нисколько не	1	3
137	с одной	1	3
138	в начале	5	3
139	что не	2	3
140	следует что	3	3
141	всяком случае	2	3
142	мы можем	2	3
143	отношению к	2	3
144	в других	1	3
145	и даже	2	3
146	на ее	1	3
147	на которые	1	3
148	перед ним	1	3
149	на этот	3	3
150	в частности	2	3
151	не может	24	3
152	конечно не	5	3
153	одной стороны	1	3
154	как бы	15	3
155	с этой	2	3
156	в целом	1	3
157	до тех	2	3
158	не знает	2	3
159	в какой	3	3
160	во всяком	5	3
161	здесь и	1	2
162	его не	1	2
163	мы не	6	2
164	в сущности	3	2
165	и он	2	2
166	но при	2	2
167	и на	4	2
168	бы то	8	2
169	во всех	7	2
170	отличие от	5	2
171	за пределы	5	2
172	как в	4	2
173	стороны и	1	2
174	ней в	1	2
175	целый ряд	3	2
176	в результате	9	2
177	не приходится	2	2
178	так или	1	2
179	если он	2	2
180	ни было	10	2
181	и если	1	2
182	после этого	1	2
183	человека в	2	2
184	из всех	1	2
185	а как	3	2
186	с другими	3	2
187	это не	1	2
188	ни одной	2	2
189	остается в	1	2
190	и без	1	2
191	в котором	3	2
192	в одном	1	2
193	тому что	2	2
194	она не	2	2
195	в основе	2	2
196	бы по	1	2
197	в области	3	2
198	одним из	2	2
199	известной степени	1	2
200	нет ни	2	2
201	ли не	1	2
202	отказаться от	1	2
203	если же	1	2
204	и это	3	2
205	как мы	13	2
206	в виду	2	2
207	здесь не	1	2
208	за пределами	2	2
209	в образе	1	2
210	можно было	2	2
211	от своей	1	2
212	в другом	2	2
213	аналогии с	1	2
214	и во	2	2
215	между тем	3	2
216	нуждается в	3	2
217	за ней	1	2
218	не как	2	2
219	тот же	4	2
220	пор не	1	2
221	должен быть	1	2
222	и ее	3	2
223	в качестве	2	2
224	уже в	1	2
225	если мы	11	2
226	нового времени	2	2
227	мы знаем	5	2
228	себя от	2	2
229	этом отношении	3	2
230	от того	4	2
231	к одной	1	2
232	или иначе	2	2
233	себя и	1	2
234	что для	1	2
235	не было	3	2
236	что мы	1	2
237	под влиянием	1	2
238	и особенно	1	2
239	его на	1	2
240	из которых	2	2
241	к своему	2	2
242	в пределах	6	2
243	не могут	3	2
244	по существу	1	2
245	для понимания	1	2
246	его от	1	2
247	этом случае	3	2
248	нет ничего	3	2
249	все остальные	2	2
250	и дают	1	2
251	и все	5	2
252	конце концов	3	2
253	отношению ко	1	2
254	обстоит дело	1	2
255	человека не	1	2
256	не будет	4	2
257	между ними	4	2
258	другой стороны	6	2
259	совершенно не	3	2
260	равно как	1	2
261	из этого	2	2
262	к этой	2	2
263	в своих	2	2
264	в таком	2	2
265	формы и	3	1
266	о действительности	1	1
267	лишь ее	1	1
268	например в	1	1
269	в объяснении	2	1
270	возможны и	1	1
271	или к	2	1
272	и какова	1	1
273	же по	1	1
274	в первом	3	1
275	к другому	3	1
276	и до	1	1
277	свое место	1	1
278	и должен	1	1
279	ней нет	1	1
280	и само	1	1
281	этому же	1	1
282	уйти из	1	1
283	вопрос о	4	1
284	разработки в	1	1
285	глубины и	1	1
286	принадлежит к	1	1
287	требует от	1	1
288	в изложении	1	1
289	они были	1	1
290	становится объектом	1	1
