N	2gram	Voloshinov_1	VeschiIm
1	не есть	3	49
2	не может	24	33
3	не только	8	31
4	может быть	26	29
5	это –	4	29
6	и не	26	28
7	и в	19	26
8	вещи и	1	24
9	то что	8	24
10	и есть	3	23
11	значит что	1	22
12	это значит	1	22
13	а не	7	20
14	не просто	2	18
15	что я	1	16
16	и следовательно	3	15
17	в смысле	6	15
18	только в	9	14
19	по себе	4	13
20	и что	1	13
21	того что	3	13
22	и то	1	12
23	все же	8	12
24	что это	1	12
25	было бы	4	12
26	и ее	3	12
27	но и	8	12
28	сказать что	4	12
29	а и	1	11
30	таким образом	17	11
31	вещь и	1	11
32	что же	4	11
33	то же	7	10
34	в ней	4	10
35	не значит	1	10
36	как бы	15	10
37	что такое	2	10
38	потому что	1	10
39	уже не	1	10
40	что мы	1	10
41	бы то	8	9
42	в самом	10	9
43	то ни	8	9
44	и с	2	9
45	в том	6	9
46	что не	2	9
47	еще и	1	9
48	прежде всего	13	9
49	ни было	10	9
50	с ее	2	8
51	в себе	2	8
52	и это	3	8
53	ничего не	6	8
54	себя и	1	8
55	она есть	1	8
56	не что	1	8
57	также и	1	7
58	говорить о	1	7
59	в этом	16	7
60	не будет	4	7
61	его в	3	7
62	с другими	3	7
63	том что	3	7
64	в то	3	7
65	как с	2	7
66	и их	2	7
67	так как	2	7
68	как раз	2	7
69	и пр	12	7
70	– в	10	7
71	– не	6	7
72	если оно	1	7
73	совершенно не	3	7
74	есть и	1	7
75	с собою	1	6
76	со стороны	1	6
77	и как	3	6
78	но в	7	6
79	бы и	2	6
80	точки зрения	34	6
81	но если	2	6
82	необходимо чтобы	5	6
83	она не	2	6
84	отличается от	1	6
85	вещь но	1	6
86	можно было	2	6
87	ясно что	5	6
88	должно быть	2	6
89	и только	2	6
90	а если	1	6
91	так что	1	6
92	если мы	11	6
93	для него	9	6
94	но что	1	6
95	относится к	1	6
96	быть только	1	6
97	в результате	9	6
98	жизни и	2	6
99	что в	4	6
100	того же	6	5
101	это и	3	5
102	и до	1	5
103	ведь и	1	5
104	в сущности	3	5
105	и бытия	1	5
106	в чем	2	5
107	но не	1	5
108	отнюдь не	6	5
109	чем же	4	5
110	как к	2	5
111	вещи или	1	5
112	должна быть	2	5
113	вообще не	1	5
114	это не	1	5
115	с тем	1	5
116	не в	5	5
117	тем не	2	5
118	в отношении	4	5
119	не менее	4	5
120	одна из	2	5
121	у нас	2	5
122	свою очередь	2	5
123	в ее	7	5
124	должны быть	3	5
125	если бы	2	5
126	для этого	1	5
127	другими словами	2	5
128	еще не	4	5
129	что для	1	5
130	с этой	2	5
131	и для	11	5
132	а в	4	5
133	в свою	2	5
134	– как	2	5
135	явления и	1	4
136	мы не	6	4
137	так чтобы	1	4
138	во всех	7	4
139	точка зрения	7	4
140	для всякого	1	4
141	нет и	4	4
142	независимо от	2	4
143	его на	1	4
144	с этим	4	4
145	в своем	2	4
146	если есть	1	4
147	однако не	2	4
148	есть вещь	1	4
149	ведь не	1	4
150	же не	1	4
151	на почве	6	4
152	как и	12	4
153	между собою	1	4
154	с точки	20	4
155	– только	1	4
156	и более	2	4
157	что есть	1	4
158	слово и	1	4
159	же время	3	4
160	точке зрения	2	4
161	должен быть	1	4
162	только то	1	4
163	– совершенно	1	4
164	смысле и	1	4
165	о том	2	4
166	с другой	5	4
167	что и	2	4
168	быть и	3	4
169	оно и	1	4
170	этот вопрос	5	4
171	из них	3	4
172	оно –	1	4
173	тем что	2	4
174	и даже	2	4
175	как же	4	4
176	знания и	1	4
177	и потому	5	4
178	в данном	4	4
179	быть не	1	4
180	как только	1	4
181	не существует	3	4
182	и все	5	4
183	от того	4	4
184	между ними	4	4
185	самом деле	10	3
186	к другому	3	3
187	бы что	1	3
188	вопрос о	4	3
189	момент в	3	3
190	явлений и	2	3
191	более или	1	3
192	как оно	2	3
193	в нем	10	3
194	перестает быть	1	3
195	подобно тому	1	3
196	могла бы	2	3
197	нисколько не	1	3
198	или менее	1	3
199	можно только	1	3
200	в своей	3	3
201	существуют и	1	3
202	все это	3	3
203	их в	1	3
204	между прочим	1	3
205	тогда когда	1	3
206	в основе	2	3
207	само по	1	3
208	того чтобы	5	3
209	или как	1	3
210	к ней	1	3
211	в философии	2	3
212	ни о	2	3
213	слово –	4	3
214	к тому	2	3
215	же –	2	3
216	нет никакой	2	3
217	так и	11	3
218	и вообще	2	3
219	можно сказать	3	3
220	общение в	1	3
221	мы видим	1	3
222	тот же	4	3
223	что он	2	3
224	но как	1	3
225	без этого	1	3
226	только на	4	3
227	сама по	2	3
