N	2gram	Bakhtin_Pr_1	OGranits
1	и в	29	13
2	и его	14	12
3	прежде всего	7	9
4	может быть	24	8
5	не может	12	8
6	и не	31	8
7	в его	24	7
8	и их	1	7
9	и пр	3	7
10	точки зрения	19	7
11	только в	10	6
12	как бы	19	6
13	не только	15	6
14	то что	15	6
15	мы должны	3	6
16	таким образом	12	6
17	художественного произведения	1	5
18	все же	9	5
19	и наконец	4	5
20	в музыке	2	5
21	с точки	13	5
22	в процессе	4	5
23	хотя бы	2	5
24	и эта	1	5
25	мы не	1	4
26	социальной группы	1	4
27	но в	7	4
28	человеческого голоса	1	4
29	то же	14	4
30	лишь в	1	4
31	в сознании	2	4
32	в своей	8	4
33	было бы	5	4
34	все это	6	4
35	только и	1	4
36	материала в	1	4
37	вполне понятно	1	4
38	в каждом	8	4
39	в ее	1	3
40	самом деле	6	3
41	в пределах	13	3
42	так и	7	3
43	понятно что	1	3
44	в их	3	3
45	по отношению	8	3
46	за пределы	7	3
47	с этим	2	3
48	в которой	2	3
49	ни один	3	3
50	в себе	7	3
51	к одному	1	3
52	не как	14	3
53	в одном	10	3
54	так как	6	3
55	одно и	1	3
56	здесь мы	2	3
57	но и	14	3
58	слово в	2	3
59	как и	12	3
60	и уже	2	3
61	со всей	1	3
62	точку зрения	6	3
63	что же	4	3
64	не в	7	3
65	и для	4	3
66	никогда не	3	3
67	и все	1	3
68	превращается в	4	3
69	отношению к	8	3
70	не столько	1	3
71	что в	8	3
72	в искусстве	1	3
73	и наиболее	1	2
74	смысле слова	1	2
75	для себя	2	2
76	ни одно	1	2
77	и др	5	2
78	данном случае	2	2
79	художественных произведений	1	2
80	зависимости от	5	2
81	в произведении	4	2
82	только его	1	2
83	роль в	1	2
84	на две	1	2
85	мы уже	2	2
86	те же	2	2
87	подойти к	1	2
88	не исчерпывается	1	2
89	является уже	1	2
90	если бы	9	2
91	к предмету	1	2
92	с самого	1	2
93	в ней	2	2
94	ее в	1	2
95	между тем	5	2
96	явлений и	1	2
97	во всей	2	2
98	каждый элемент	3	2
99	что они	1	2
100	наконец в	2	2
101	к сожалению	1	2
102	и следовательно	4	2
103	случае и	1	2
104	его на	2	2
105	как в	6	2
106	в данном	2	2
107	в этом	22	2
108	в том	8	2
109	мы видим	2	2
110	тот же	2	2
111	в действительности	1	2
112	или иного	1	2
113	от этого	1	2
114	и отчасти	1	2
115	во времени	3	2
116	в целом	6	2
117	все эти	9	2
118	уже в	3	2
119	кажется что	2	2
120	в нем	19	2
121	при этом	2	2
122	для него	18	2
123	в другом	1	2
124	говорить об	1	2
125	вовсе не	7	2
126	в зависимости	5	2
127	тем что	4	2
128	в них	3	2
129	и внутренняя	1	2
130	этой проблемы	1	2
131	в области	1	2
132	с другой	3	2
133	а как	7	2
134	в самом	10	2
135	входит в	7	2
136	того или	1	2
137	может стать	1	2
138	она является	2	2
139	мы считаем	1	2
140	литературное произведение	1	2
141	более того	5	2
142	не на	4	2
143	а не	22	2
144	другой стороны	3	2
145	в руках	1	2
146	между собою	1	2
147	громадную роль	1	2
148	там где	10	2
149	несмотря на	6	2
150	том что	7	2
151	с помощью	1	2
152	от своего	1	2
153	и ее	2	2
154	так же	6	2
155	в отношении	2	2
156	своего рода	1	2
157	в тех	1	2
158	с этой	2	2
159	слова и	1	2
160	самого начала	2	2
161	не имеет	1	2
162	в книге	1	2
163	в структуре	2	2
164	сознания и	5	2
165	от всех	1	2
166	бы в	3	2
167	а в	7	2
168	героя и	10	2
169	в материал	1	2
170	и к	2	2
171	могут быть	6	2
172	в своих	3	2
173	к тому	1	2
174	играет громадную	1	1
175	и это	5	1
176	оно может	2	1
177	одним из	6	1
178	же как	1	1
179	совершенно справедливо	1	1
180	пределах того	1	1
181	функции в	1	1
182	себя как	2	1
183	в виду	1	1
184	которого построен	1	1
185	и сами	1	1
186	наиболее важное	1	1
187	выражения в	1	1
188	в напряженном	1	1
189	неприемлемо и	1	1
190	это и	5	1
191	элемент его	1	1
192	проблемами и	1	1
193	преломления в	1	1
194	и есть	2	1
195	нам кажется	2	1
196	вовлекаются в	1	1
197	в себя	3	1
198	развивается не	1	1
199	оценками и	1	1
200	сознания с	2	1
201	и до	3	1
202	или иная	1	1
203	можно лишь	1	1
204	возникает проблема	1	1
205	едва ли	1	1
206	можно было	2	1
207	в нескольких	1	1
208	в борьбе	1	1
209	отсюда и	2	1
210	здесь нет	1	1
211	неизбежно превращается	1	1
212	на материале	3	1
213	мы имеем	1	1
214	элемент этого	1	1
215	нуждаются в	1	1
216	на первом	1	1
217	остается только	1	1
218	и о	5	1
219	но у	4	1
220	мыслью и	1	1
221	вопрос о	2	1
222	для этого	1	1
223	из одного	4	1
224	по себе	8	1
225	выходит за	1	1
226	этой концепции	1	1
227	же автора	1	1
228	подхода к	1	1
229	этапы развития	1	1
230	и над	1	1
231	на себя	2	1
232	но даже	1	1
233	то это	1	1
234	другом месте	1	1
235	как свой	2	1
236	в мире	6	1
237	и он	1	1
238	в каждой	1	1
239	следовательно в	1	1
240	другими словами	1	1
241	элементы стиля	1	1
242	и что	2	1
243	еще не	5	1
244	установка в	1	1
245	времени в	1	1
246	является таким	1	1
247	тем как	4	1
248	художественной формы	1	1
249	один элемент	2	1
250	к нему	6	1
251	на самом	5	1
252	взаимодействия и	1	1
253	но не	9	1
254	то он	2	1
255	явления но	1	1
256	вся эта	1	1
257	сознания не	4	1
258	эта особенность	4	1
259	может и	1	1
260	отношение к	2	1
261	отметить что	1	1
262	в едином	4	1
263	нет и	1	1
264	в другой	3	1
265	и достоевский	1	1
266	в свои	1	1
267	каждом отдельном	1	1
268	в художественной	2	1
269	они характеризуют	1	1
270	в истории	2	1
271	в одной	6	1
272	и последнее	1	1
273	для создания	2	1
274	до его	1	1
275	в своем	8	1
276	как из	1	1
277	что касается	1	1
278	один из	2	1
279	и как	7	1
280	и превращается	1	1
281	его к	2	1
282	одной из	1	1
283	этот вопрос	2	1
284	что он	8	1
285	более или	1	1
286	социальными оценками	1	1
287	есть его	1	1
288	как объективный	1	1
289	чем его	1	1
290	который в	1	1
291	не приходится	1	1
292	или же	2	1
293	это заставляет	1	1
294	является лишь	4	1
295	замысла и	2	1
296	выражение в	6	1
297	ни одна	1	1
298	в этой	4	1
299	с их	5	1
300	о слове	2	1
301	элементов в	1	1
302	с одним	1	1
303	конечно не	2	1
304	сливаются в	1	1
305	и у	3	1
306	каждом слове	1	1
307	себя и	2	1
308	вследствие этого	2	1
309	первое и	1	1
310	и если	1	1
311	и чисто	1	1
312	к слову	1	1
313	является не	2	1
314	эта полнота	1	1
315	что она	6	1
316	не из	3	1
317	в статье	1	1
318	или даже	2	1
319	и других	1	1
320	его и	2	1
321	чтобы данная	1	1
322	произведении как	1	1
323	одно из	2	1
324	а вовсе	1	1
325	социальных оценок	1	1
326	объективный факт	1	1
327	сознания но	2	1
328	как их	3	1
329	мы полагаем	1	1
330	в конце	6	1
331	все устойчивые	1	1
332	единстве этого	1	1
333	привела к	1	1
334	но что	1	1
335	из него	1	1
336	подобно тому	3	1
337	своего идеологического	1	1
338	и никогда	1	1
339	на этом	1	1
340	его можно	1	1
341	лишь с	1	1
342	пока существует	1	1
343	или иных	1	1
344	входящих в	1	1
345	путем сопоставления	1	1
346	ее на	1	1
347	и всякое	1	1
348	для того	1	1
349	в вечности	1	1
350	же не	2	1
351	в особенности	1	1
352	что мир	1	1
353	в совершенно	1	1
354	что такой	1	1
355	в чисто	2	1
356	к другому	2	1
357	особенности в	1	1
358	бы быть	1	1
359	и здесь	3	1
360	его в	6	1
361	как к	3	1
362	форм их	1	1
363	которая как	1	1
364	должны перейти	1	1
365	к которому	1	1
366	как же	4	1
367	заключается в	1	1
368	воплощенную в	1	1
369	он все	2	1
370	между отдельными	2	1
371	ведь в	1	1
372	лежит в	1	1
373	голоса его	1	1
374	в живом	1	1
375	что мы	1	1
376	только к	1	1
377	к более	2	1
378	произведения не	1	1
379	полагаем что	1	1
380	для них	1	1
381	из нее	1	1
382	нужно сказать	1	1
383	не было	4	1
384	она и	1	1
385	а на	1	1
386	соприкасается с	1	1
387	которые не	1	1
388	все равно	1	1
389	далеко не	3	1
390	он действительно	1	1
391	и самый	1	1
392	самое слово	2	1
393	не всегда	1	1
394	к литературному	1	1
395	переходим к	1	1
396	он и	5	1
397	и вне	1	1
398	все время	2	1
399	уже у	1	1
400	с миром	1	1
401	же самый	1	1
402	устойчивое и	1	1
403	выйти за	2	1
404	в категории	2	1
405	должно быть	4	1
406	него не	2	1
407	менее всего	6	1
408	такой же	1	1
409	автора и	5	1
410	если не	1	1
411	существующих в	1	1
412	или менее	1	1
413	но при	1	1
414	которую он	1	1
415	этого кругозора	2	1
416	и вполне	2	1
417	вступает в	1	1
418	но если	1	1
419	ведь только	2	1
420	на который	1	1
421	себе в	1	1
422	одно слово	1	1
423	художественного творчества	3	1
424	объект ее	1	1
425	творческой работы	1	1
426	и особенно	1	1
427	к истории	1	1
428	непременно должна	1	1
429	теперь мы	1	1
430	таким объектом	1	1
431	и назначение	1	1
432	перейти в	1	1
433	себе а	1	1
434	в которых	2	1
435	быть это	1	1
436	мысли и	5	1
437	и глубоко	1	1
438	предисловии к	1	1
439	он говорит	1	1
440	что индивидуально	1	1
441	к этому	1	1
442	что имеет	1	1
443	такого рода	1	1
444	создает еще	1	1
445	где она	1	1
446	тому как	3	1
447	и вот	1	1
448	для данного	1	1
449	и там	1	1
450	высказывания и	1	1
451	справедливо отмечает	1	1
452	их в	4	1
