N	3gram	Tiupa_Hudo_2	Tvorches
1	и т д	2	11
2	то же время	4	7
3	в то же	4	7
4	в соответствии с	3	4
5	м м бахтина	1	4
6	по отношению к	7	3
7	до сих пор	2	3
8	по сути дела	1	3
9	не может быть	3	3
10	в самом деле	3	2
11	в таком случае	1	2
12	и в то	2	2
13	на наш взгляд	4	2
14	едва ли не	1	2
15	так же как	2	2
16	все же не	1	2
17	с другой стороны	1	2
18	и т п	2	2
19	о том что	7	2
20	в одном из	1	2
21	в том что	11	2
22	по мнению ученого	1	1
23	том что в	3	1
24	нет и не	1	1
25	в г в	1	1
26	если можно так	2	1
27	дело в том	1	1
28	у нее была	1	1
29	мы узнаем что	1	1
30	в том числе	1	1
31	о том как	2	1
32	же как и	1	1
33	и рядом с	1	1
34	можно так выразиться	2	1
35	можно было бы	2	1
36	точно так же	1	1
37	человека в его	1	1
38	то или иное	1	1
39	не то что	1	1
40	в этой связи	2	1
41	на наших глазах	1	1
42	как будто бы	2	1
43	в них нет	1	1
44	тем что он	1	1
45	но при этом	3	1
46	и в этом	2	1
47	а с другой	1	1
48	не только для	1	1
49	так и не	4	1
50	это своего рода	1	1
51	той или иной	1	1
52	по причине ее	1	1
53	к тому же	2	1
54	в то время	1	1
55	того или иного	2	1
56	как и всякая	1	1
57	на него с	1	1
58	при этом что	1	1
59	с самого начала	1	1
60	в конечном счете	3	1
61	именно потому что	1	1
62	том числе и	1	1
63	мы знаем что	1	1
64	сразу же после	1	1
65	содержит в себе	1	1
66	между автором и	2	1
67	в рассказе она	1	1
68	и в том	1	1
69	о том чтобы	1	1
70	к ней в	1	1
71	того факта что	1	1
72	как и в	3	1
73	одной из форм	1	1
74	на другой день	2	1
