N	4gram	Vygotskiy__2	Marksizm
1	бы то ни было	1	8
2	одного и того же	1	5
3	одни и те же	2	5
4	и не может быть	1	4
5	один и тот же	1	3
6	в то же время	2	3
7	в связи с этим	1	3
8	какого бы то ни	1	2
9	до тех пор пока	1	2
10	так же как и	1	2
11	одной и той же	4	2
12	друг с другом и	1	1
13	и в первом случае	1	1
14	имеют ничего общего с	1	1
15	не имеют ничего общего	1	1
16	одна и та же	1	1
17	что же касается до	1	1
18	можно сказать что большинство	1	1
19	в том что он	3	1
20	с этой точки зрения	1	1
21	все более и более	2	1
22	с одной стороны оно	1	1
