N	3gram	Propp_Isto_6	SlovoVZh
1	по отношению к	2	11
2	не может быть	3	7
3	можно сказать что	1	5
4	в том что	5	4
5	и не может	1	3
6	тем не менее	1	3
7	этой точки зрения	1	3
8	до сих пор	4	3
9	и то же	1	2
10	с другой стороны	8	2
11	одной стороны и	1	2
12	для нас же	1	2
13	в зависимости от	1	2
14	с этой стороны	1	2
15	одно и то	1	2
16	в данном случае	3	2
17	с одной стороны	7	2
18	том что в	2	1
19	но все же	2	1
20	следует отметить что	1	1
21	с ним на	1	1
22	все же не	1	1
23	уже не может	1	1
24	в этом направлении	1	1
25	то время как	3	1
26	более или менее	1	1
27	во всяком случае	2	1
28	так как в	1	1
29	это только одна	1	1
30	здесь же мы	2	1
31	еще не вполне	1	1
32	нам кажется что	1	1
33	же как и	1	1
34	в то время	3	1
35	в частности в	1	1
36	сих пор не	1	1
37	могут быть только	1	1
38	и должна быть	1	1
39	таким образом мы	1	1
40	но и в	2	1
41	о том что	4	1
42	только то что	2	1
43	по аналогии с	1	1
44	костяк который обрастает	1	1
45	совершенно ясно что	1	1
46	можно было бы	2	1
47	подобно тому как	1	1
48	мы имеем в	4	1
49	мы обратимся к	1	1
50	со всех сторон	1	1
51	только одна сторона	1	1
52	в них всегда	1	1
53	на передний план	1	1
54	так же как	1	1
55	как и в	2	1
56	сих пор мы	2	1
57	это прежде всего	1	1
58	и с другой	1	1
