N	2gram	Bakhtin_fo_2	Istorich
1	и в	46	26
2	так как	6	18
3	мы имеем	2	14
4	никогда не	6	13
5	потому что	8	13
6	и на	7	12
7	в этом	22	12
8	таким образом	3	12
9	в том	10	12
10	что в	5	12
11	мы видели	2	11
12	может быть	7	11
13	и т	14	10
14	не только	11	10
15	том что	4	10
16	представления о	1	10
17	в образе	4	10
18	с другой	2	10
19	и не	9	10
20	еще не	6	9
21	о смерти	2	9
22	представление о	2	9
23	что он	3	9
24	но и	9	9
25	и это	2	8
26	все эти	5	8
27	все же	6	8
28	в нем	5	8
29	т д	3	8
30	с ним	4	8
31	вместе с	9	8
32	другой стороны	1	8
33	например в	1	7
34	но в	10	7
35	мы можем	1	7
36	и его	12	7
37	о том	4	7
38	с одной	2	7
39	уже не	3	7
40	представлений о	2	7
41	у него	9	7
42	одной стороны	1	7
43	мы уже	9	6
44	мы не	1	6
45	как в	4	6
46	как он	2	6
47	так в	1	6
48	и с	6	6
49	в виде	1	6
50	то что	7	6
51	связан с	1	6
52	этом случае	2	6
53	ее в	3	6
54	не может	2	6
55	то же	8	5
56	в ней	1	5
57	чаще всего	1	5
58	и этим	1	5
59	как и	8	5
60	и эти	1	5
61	и что	1	5
62	в то	5	5
63	очень часто	2	5
64	так и	7	5
65	в его	8	5
66	мы видим	2	5
67	только в	11	5
68	тем что	3	5
69	у нас	2	5
70	там где	2	5
71	как это	2	5
72	его в	6	5
73	на небе	2	5
74	как мы	6	4
75	и он	4	4
76	с его	1	4
77	но как	1	4
78	из этих	4	4
79	имеем в	3	4
80	под землей	2	4
81	на его	1	4
82	после этого	2	4
83	в мифах	1	4
84	на земле	2	4
85	и по	3	4
86	здесь мы	3	4
87	это не	2	4
88	и тем	1	4
89	с тем	2	4
90	еще нет	3	4
91	на землю	2	4
92	здесь же	1	4
93	в очень	1	4
94	здесь еще	3	4
95	но здесь	2	4
96	а также	3	4
97	что и	3	4
98	себе в	1	4
99	до сих	2	4
100	прежде всего	14	4
101	одну из	1	4
102	как бы	10	4
103	в это	3	4
104	сих пор	2	4
105	у них	2	4
106	но это	2	4
107	есть и	4	4
108	на своем	1	4
109	все что	2	4
110	и то	1	3
111	там же	1	3
112	почти всегда	2	3
113	должна быть	1	3
114	тридевять земель	1	3
115	на островах	1	3
116	на место	1	3
117	время как	1	3
118	ее к	2	3
119	когда он	1	3
120	и наконец	6	3
121	та же	3	3
122	в себе	4	3
123	борьбы с	1	3
124	совершенно ясна	1	3
125	вообще не	1	3
126	при этом	6	3
127	если бы	1	3
128	за тридевять	1	3
129	и вот	2	3
130	так например	1	3
131	него и	2	3
132	в них	7	3
133	такой же	1	3
134	в своей	1	3
135	и ее	1	3
136	в одном	7	3
137	не в	9	3
138	их в	4	3
139	она не	2	3
140	на котором	2	3
141	например у	1	3
142	могут быть	2	3
143	вот почему	1	3
144	как только	1	3
145	вокруг него	1	3
146	его с	1	3
147	приходит к	1	3
148	и другие	3	3
149	данном случае	1	3
150	то время	1	3
151	имеется в	1	3
152	один из	2	3
153	том как	3	3
154	иной мир	1	3
155	и действительно	1	3
156	в качестве	3	3
