N	3gram	Berdyaev_M_1	Formalny
1	до сих пор	2	6
2	не может быть	17	5
3	по отношению к	2	4
4	во всяком случае	1	4
5	и т п	1	4
6	прежде всего в	2	3
7	может быть и	1	3
8	нет и не	1	2
9	а вовсе не	1	2
10	и не может	2	2
11	в своей книге	1	2
12	как и все	1	2
13	в зависимости от	1	2
14	все более и	1	2
15	более и более	1	2
16	как и всякая	1	2
17	очень важное место	1	1
18	все в нем	1	1
19	не одна а	1	1
20	так и не	1	1
21	не может не	2	1
22	и заключается в	1	1
23	хотя бы и	2	1
24	в том что	1	1
25	в одном отношении	1	1
26	он должен быть	1	1
27	но и в	4	1
28	занимает очень важное	1	1
29	он в своей	1	1
30	не меньше чем	1	1
31	возможно лишь в	1	1
32	к тому чтобы	2	1
33	вместе с тем	5	1
34	важное место в	1	1
35	в своем творчестве	2	1
36	до конца и	1	1
37	ни к какому	1	1
38	в высшей степени	2	1
39	мира не боится	1	1
40	в отличие от	1	1
41	по сравнению с	1	1
42	и потому не	3	1
43	с разных сторон	1	1
44	особенно в первый	1	1
45	в душе не	1	1
46	но и с	1	1
47	она есть лишь	1	1
48	и речи о	1	1
49	и в том	1	1
50	между тем как	1	1
51	между этими двумя	1	1
52	от того что	1	1
53	всего того что	1	1
54	и не должно	1	1
55	зависимости от этого	1	1
56	к нему и	1	1
57	это значит что	3	1
58	нужно сказать что	1	1
59	в первый период	1	1
60	мог бы быть	1	1
61	в отношении к	1	1
62	все это не	1	1
63	выходит за пределы	1	1
64	что и в	1	1
65	мы увидим что	3	1
