N	2gram	Vygotskiy__3	Problema
1	в его	15	43
2	и не	10	42
3	и в	25	38
4	не может	6	27
5	может быть	13	26
6	как бы	10	22
7	по отношению	3	21
8	отнюдь не	4	19
9	отношению к	2	19
10	и с	1	17
11	и его	2	16
12	в этом	14	15
13	в нем	2	15
14	только в	10	13
15	прежде всего	4	13
16	независимо от	4	13
17	но не	6	12
18	за пределы	1	12
19	во всех	1	11
20	в области	7	11
21	ни в	9	11
22	и для	2	11
23	отношение к	1	10
24	таким образом	17	10
25	не только	6	9
26	не имеет	1	9
27	его в	3	9
28	имеет дело	2	9
29	но и	4	9
30	и как	5	8
31	входит в	5	8
32	было бы	10	8
33	точки зрения	6	8
34	место в	2	8
35	в том	23	8
36	то что	15	8
37	еще не	4	7
38	в самом	3	7
39	вообще не	1	7
40	в плане	2	7
41	как и	15	7
42	и становится	1	7
43	не в	6	7
44	как мы	8	7
45	с другой	6	7
46	между тем	3	7
47	отметить что	1	7
48	слова в	2	7
49	с помощью	42	7
50	в своей	2	7
51	что в	17	7
52	отношения к	1	6
53	на основе	22	6
54	там где	4	6
55	в пределах	1	6
56	с точки	1	6
57	не есть	3	6
58	дело с	3	6
59	содержания и	1	6
60	мы можем	7	6
61	все же	6	6
62	а в	4	6
63	высшей степени	6	5
64	тем как	1	5
65	отличие от	6	5
66	в своем	4	5
67	все эти	7	5
68	к единству	1	5
69	при этом	5	5
70	то же	2	5
71	в них	2	5
72	в высшей	6	5
73	в отличие	6	5
74	так и	5	5
75	в основе	16	5
76	никогда не	4	5
77	с ним	4	5
78	дело и	1	5
79	в большинстве	1	5
80	не на	1	5
81	а не	1	5
82	со словом	1	5
83	могут быть	5	5
84	должно быть	2	5
85	все они	2	5
86	имеет место	3	5
87	в виду	1	4
88	в ней	1	4
89	относится к	1	4
90	как в	9	4
91	но в	1	4
92	в себе	2	4
93	в данном	1	4
94	значение слова	4	4
95	не менее	6	4
96	но они	2	4
97	тем самым	2	4
98	в то	4	4
99	известной степени	1	4
100	в ее	1	4
101	данном случае	1	4
102	можно было	6	4
103	о том	5	4
104	направленной на	2	4
105	в конечном	1	4
106	которых мы	2	4
107	от всех	2	4
108	с ними	3	4
109	в форме	1	4
110	и только	2	4
111	к которому	3	4
112	что не	1	4
113	только по	1	4
114	и потому	2	4
115	лишь как	1	4
116	хотя бы	1	4
117	между ними	3	4
118	сказать что	4	4
119	другой стороны	3	4
120	также и	1	3
121	например в	1	3
122	едва ли	2	3
123	действительности и	1	3
124	которую мы	5	3
125	бы то	1	3
126	мы будем	2	3
127	менее всего	1	3
128	значение для	1	3
129	связи и	3	3
130	кроме того	1	3
131	и к	5	3
132	в целом	13	3
133	вследствие этого	1	3
134	он не	4	3
135	то ни	1	3
136	в мире	2	3
137	а как	2	3
138	с другими	2	3
139	может стать	1	3
140	и тем	1	3
141	в слове	1	3
142	несмотря на	1	3
143	том что	20	3
144	тем не	5	3
145	на него	1	3
146	как его	1	3
147	имеем дело	2	3
148	или как	1	3
149	в применении	1	3
150	и это	4	3
151	хотя и	2	3
152	и от	2	3
153	начало и	1	3
154	приводит к	4	3
155	в дальнейшем	1	3
156	как содержание	1	3
157	ясно что	2	3
158	мы в	2	3
159	если бы	5	3
160	к действительности	1	3
161	и содержание	1	3
162	в исследованиях	1	3
163	активность и	1	3
164	этом смысле	2	3
165	мы увидим	4	3
166	с одной	5	3
167	со всеми	6	3
168	слова не	2	3
169	в известной	1	3
170	входят в	1	3
171	и даже	1	3
172	оно не	2	3
173	одной стороны	5	3
174	связь с	3	3
175	в область	1	3
176	применении к	1	3
177	и на	6	3
178	в тех	2	3
179	да и	1	3
180	слова и	6	3
181	но это	5	3
182	все это	6	3
183	не является	8	3
184	и другими	2	3
185	от него	1	3
186	и все	4	3
187	ни было	2	3
188	в таком	2	3
189	все что	2	3
190	смысле слова	2	2
191	определить как	1	2
192	в котором	3	2
193	есть не	1	2
194	и значение	1	2
195	мы имеем	4	2
196	совпадает с	6	2
197	и он	1	2
198	не остается	1	2
199	первый план	2	2
200	столь же	7	2
201	в чем	2	2
202	с его	2	2
203	но как	3	2
