N	3gram	Tiupa_Anal_3	DiskursI
1	в том что	7	13
2	по отношению к	7	9
3	с одной стороны	2	9
4	тогда как в	1	5
5	по природе своей	1	5
6	о том что	5	5
7	в отличие от	2	4
8	то же время	3	4
9	к тому же	3	4
10	о блудном сыне	11	4
11	предметом целью и	1	3
12	и ситуацией высказывания	1	3
13	быть определена как	1	3
14	а с другой	1	3
15	не в том	1	3
16	определяется предметом целью	1	3
17	той или иной	3	3
18	не может быть	1	3
19	и как бы	1	3
20	в свою очередь	4	3
21	с другой стороны	5	3
22	в то же	3	3
23	целью и ситуацией	1	3
24	по своей природе	1	2
25	типическим ситуациям речевого	1	2
26	в ходе которого	1	2
27	мы имеем дело	4	2
28	и того же	3	2
29	по этой причине	1	2
30	не говоря уже	1	2
31	ситуациям речевого общения	1	2
32	и в особенности	1	2
33	подобно тому как	2	2
34	а в том	2	2
35	картина мира которая	1	2
36	тот или иной	2	2
37	говоря уже о	1	2
38	обратить внимание на	1	2
39	в основе своей	1	2
40	участников коммуникативного события	3	2
41	по крайней мере	4	2
42	рассказывания а не	1	2
43	в значительной степени	2	2
44	жанра в этом	1	2
45	в данном случае	3	2
46	в том чтобы	1	2
47	по сути своей	1	2
48	не только в	1	2
49	не сводится к	1	2
50	очередь определяется предметом	1	2
51	и в форме	2	2
52	по своему происхождению	1	2
53	не более чем	2	2
54	едва ли не	2	2
55	может быть определена	1	2
56	как формы целого	1	2
57	между мифом и	1	2
58	то есть в	1	2
59	индивидуального речевого замысла	2	2
60	по сути дела	1	2
61	можно сказать что	2	2
62	жанры как формы	2	2
63	одного и того	3	2
64	притча и анекдот	2	2
65	адресата при этом	1	2
66	свою очередь определяется	1	2
67	как к содержанию	2	2
68	нейтральное к языку	1	1
69	здесь как и	1	1
70	строго отграниченная система	1	1
71	не помещаем полагая	1	1
72	знакового комплекса но	1	1
73	и может быть	1	1
74	костяком так сказать	1	1
75	в этом случае	1	1
76	в новом качестве	1	1
77	только раскрывают содержание	1	1
78	в нем определенные	1	1
79	к однозначности и	1	1
80	я думал о	1	1
81	пока еще преждевременно	1	1
82	слушающих общим знанием	1	1
83	оно не предполагает	1	1
84	твердым композиционным костяком	1	1
85	раскрывают содержание судьбы	1	1
86	сказать первофеномены жанров	1	1
87	притчи о блудном	2	1
88	и потому нейтральное	1	1
89	его вступление в	1	1
90	являет собой лишь	1	1
91	в чистом виде	1	1
92	существенно связаны с	1	1
93	события на поучающего	1	1
94	в форме определенной	1	1
95	жанровые образования возникающие	1	1
96	убеждения организующего учительный	1	1
97	полагая его излишним	1	1
98	потому нейтральное к	1	1
99	мира которая своей	1	1
100	стремится к однозначности	1	1
101	отделен от своей	1	1
102	и не занять	1	1
103	цели и ситуации	1	1
104	жанровой схемы и	1	1
105	не только по	1	1
106	нами не как	1	1
107	быть осуществлено только	1	1
108	притчи и анекдота	1	1
109	и слушающих общим	1	1
110	дело в том	2	1
111	жанр как композиционно	1	1
112	а потому и	1	1
113	говорит и кому	1	1
114	перед ним определенные	1	1
115	опыта к индивидуальной	1	1
116	но как субъекты	1	1
117	слова в слове	1	1
118	целое внеязыковое и	1	1
119	себе не заключает	1	1
120	готовом стабильно дифференцированном	1	1
121	ощущаться завершенная и	1	1
122	представляет собой исторически	1	1
123	ни столь пассивным	1	1
124	да и персонажи	1	1
125	притче о блудном	1	1
126	на самом деле	1	1
127	мы строим свою	1	1
128	порой фактически точными	1	1
129	языком ставят перед	1	1
130	белкина в себе	1	1
131	в этом смысле	1	1
132	судьба выражает внеличную	1	1
133	краткость и точность	1	1
134	может быть признано	1	1
135	при этом как	2	1
136	универсального опыта к	1	1
137	жанр в свою	1	1
138	его излишним впрочем	1	1
139	значении этого слова	1	1
140	к содержанию сказания	1	1
141	может быть осуществлено	1	1
142	своей природе суть	1	1
143	не предполагает хоровой	1	1
144	уверяем читателя что	1	1
145	непреложный и неоспоримый	1	1
146	не как объекты	1	1
147	жанры существенно связаны	1	1
148	свою речь нам	1	1
149	какое гегель именовал	1	1
150	в форме индивидуального	1	1
151	с точки зрения	2	1
152	речь нам всегда	1	1
153	читателя что он	1	1
154	мы не помещаем	1	1
155	до сих пор	1	1
156	рекоша но от	1	1
157	строгость композиции неразвернутость	1	1
158	сказать что жанр	1	1
159	даже будучи порой	1	1
160	когда мы строим	1	1
161	бытуют как слухи	1	1
162	хотя бы и	1	1
163	сам по себе	1	1
164	ни столь свободным	1	1
165	уготованной ему позиции	1	1
166	завершенная и строго	1	1
167	что он не	1	1
168	это позиция активного	1	1
169	и кому говорят	1	1
170	некий нравственный закон	1	1
171	языку поэтому жанры	1	1
172	столь свободным как	1	1
173	имеем дело не	2	1
174	точность словесного выражения	1	1
175	нравственный закон собственно	1	1
176	в силу его	1	1
177	тех случаях когда	1	1
178	или сплетни то	1	1
179	впрочем уверяем читателя	1	1
180	а по своей	1	1
181	известном смысле домонологично	1	1
182	выражает внеличную сторону	1	1
183	нечто смешное но	1	1
184	здесь действующие лица	1	1
185	ивана петровича белкина	8	1
186	в таком случае	1	1
187	наделенного репродуктивной компетентностью	1	1
188	внеличную сторону индивида	1	1
189	поскольку мы имеем	1	1
190	жанров художественной словесности	1	1
191	тип высказывания реализующий	1	1
192	преступается не предначертанность	1	1
193	приобщения к общенародной	1	1
194	для притчи иносказательность	1	1
195	монолог в чистом	1	1
196	диада личности и	1	1
197	мифом и литературой	1	1
198	предносится целое нашего	1	1
199	перед нами не	1	1
200	определенной жанровой схемы	1	1
201	жанра высказывания жанр	1	1
202	дискурса в качестве	1	1
203	на поучающего и	1	1
204	исторически продуктивный тип	1	1
205	между собой и	1	1
206	может быть проделано	1	1
207	и вторичные идеологические	1	1
208	задания реализуют в	1	1
209	дискурсе речевой акт	1	1
210	но от божья	1	1
211	поэтому жанры как	1	1
212	они хотят и	1	1
213	проделано и рассказывающим	1	1
214	коего мы не	1	1
215	с еще не	1	1
216	схемы и в	1	1
217	к языку поэтому	1	1
218	сказания или анекдота	2	1
219	в готовом стабильно	1	1
220	тематические и языковые	1	1
221	собственно художественными а	1	1
222	осуществляется или преступается	1	1
223	зависит от жанра	1	1
224	персонажи не выбирают	1	1
225	с собственно художественными	1	1
226	сплетни то есть	1	1
227	есть принадлежат самой	1	1
228	же время они	1	1
229	ним определенные задания	1	1
230	от жанра высказывания	1	1
231	они бытуют как	1	1
232	композиционно определенное в	1	1
233	слухи или сплетни	1	1
234	при этом остается	1	1
235	из уст в	1	1
236	любопытное занимательное неожиданное	1	1
237	ту или иную	1	1
238	уже было сказано	1	1
239	форме определенной жанровой	1	1
240	могло и не	1	1
241	но в таком	1	1
242	что не есть	1	1
243	как уже говорилось	1	1
244	обязательно курьезное любопытное	1	1
245	извлечения адресатом некоего	1	1
246	междуязычны интернациональны в	1	1
247	не предполагает внутренне	1	1
248	таким же образом	1	1
249	ничего предосудительного памяти	1	1
250	языковые с еще	1	1
251	одного сознания к	1	1
252	на передний план	1	1
253	поэтике здесь пока	1	1
254	принадлежат самой ситуации	1	1
255	притчевого типа есть	1	1
256	точными они бытуют	1	1
257	и персонажи сказания	1	1
258	читатель может и	1	1
259	поучающего и поучаемого	1	1
260	в притче о	1	1
261	монологизированного слова в	1	1
262	явилась едва ли	1	1
263	памяти ивана петровича	1	1
264	именовал веком героев	1	1
265	связаны с языком	1	1
266	механизмом активизации воспринимающего	1	1
267	далеко не всегда	1	1
268	же время жанры	1	1
269	дело не с	1	1
270	не от своея	1	1
271	и строго отграниченная	1	1
272	говорящий здесь только	1	1
273	нам всегда предносится	1	1
274	свободным как к	1	1
275	и точность словесного	1	1
276	сказании повествуемой ситуации	1	1
277	роль в становлении	1	1
278	может ощущаться завершенная	1	1
279	является своего рода	1	1
280	слушатель читатель может	1	1
281	автора и читателей	1	1
282	описаний акцентированная роль	1	1
283	включающее в себя	1	1
284	оно стремится к	1	1
285	не развившимся твердым	1	1
286	представляет собой некий	1	1
287	всегда предносится целое	1	1
288	как слухи или	1	1
289	достоверным но не	1	1
290	в равной степени	1	1
291	фактический слушатель читатель	1	1
292	в известном смысле	1	1
293	рода механизмом активизации	1	1
294	собственно и составляющий	1	1
295	они принадлежат к	1	1
296	своего рода механизмом	1	1
297	еще преждевременно поскольку	1	1
298	предметно-смысловые формы междуязычны	1	1
299	в притче универсального	1	1
300	сказания это позиция	1	1
301	притчи может быть	1	1
302	морализаторскую премудрость притчевого	1	1
303	или преступается не	1	1
304	оно живет в	1	1
305	целое нашего высказывания	1	1
306	о поэтике здесь	1	1
307	встречающихся в дискурсе	1	1
308	имеем дело с	1	1
309	целого следовательно предметно-смысловые	1	1
310	нужды в покаянии	1	1
311	высказывания и в	1	1
312	всего к ценностной	1	1
313	суть то что	1	1
314	и языковые с	1	1
315	слушателя к содержанию	1	1
316	здесь только исполнитель	1	1
317	для анекдота контекст	1	1
318	своей судьбы они	1	1
319	лично для себя	1	1
320	но обязательно курьезное	1	1
321	и вольфа шмида	1	1
322	к ценностной однозначности	1	1
323	поучаемого это разделение	1	1
324	восприятия со стороны	1	1
325	в связи с	1	1
326	астероидные жанровые образования	1	1
327	а не как	1	1
328	премудрость притчевого назидания	1	1
329	система смыслов оно	1	1
330	закон собственно и	1	1
331	в жанровом отношении	1	1
332	притчевого назидания притча	1	1
333	к лицу с	1	1
334	том что он	2	1
335	строим свою речь	1	1
336	тем или иным	2	1
337	стороны адресата притчи	1	1
338	хранения и передачи	1	1
339	тогда как предметом	1	1
340	слово сказания еще	1	1
341	прахудожественными речевыми жанрами	1	1
