N	3gram	Bakhtin_KF_1	Narrotol
1	в том что	2	8
2	по отношению к	22	5
3	тем не менее	2	4
4	в соответствии с	2	3
5	в известном смысле	1	3
6	той или иной	2	3
7	того или иного	3	3
8	то же время	2	3
9	в конечном счете	1	3
10	в то же	2	3
11	к тому что	1	3
12	с точки зрения	9	2
13	на самом деле	3	2
14	не зависит от	1	2
15	и все же	1	2
16	я в мире	1	2
17	и тем самым	1	2
18	и вследствие этого	1	2
19	не может быть	11	2
20	времени и пространства	1	2
21	не от себя	1	1
22	себя в другом	1	1
23	дело здесь не	2	1
24	в виду и	1	1
25	и того же	1	1
26	на том что	1	1
27	оба эти момента	2	1
28	не может не	1	1
29	в чем не	4	1
30	то что я	2	1
31	в данный момент	3	1
32	единство возможных суждений	1	1
33	в этом последнем	1	1
34	в этом смысле	3	1
35	то же самое	1	1
36	смысловое единство возможных	1	1
37	только по отношению	2	1
38	и в то	1	1
39	в зависимости от	1	1
40	вступает в противоречие	1	1
41	не может иметь	1	1
42	и т.п но	1	1
43	вследствие того что	1	1
44	вместо того чтобы	1	1
45	отношение к миру	1	1
46	есть на самом	2	1
47	во всей его	2	1
48	могло бы возникнуть	1	1
49	в ее жизни	1	1
50	а все остальное	1	1
51	в противном случае	1	1
52	может быть только	7	1
53	позицию по отношению	1	1
54	не превращается в	1	1
55	за собой и	1	1
56	здесь мы имеем	2	1
57	в противоречие с	1	1
58	в себе момент	1	1
59	и смысловой значимости	1	1
60	быть определено как	1	1
61	всю свою жизнь	1	1
62	прошлое и будущее	2	1
63	не в том	1	1
64	не для того	1	1
65	во всяком случае	1	1
66	я не могу	1	1
67	но уже не	1	1
68	и не должен	1	1
69	не растворяется в	1	1
70	ни в чем	4	1
71	гарантирует возможное смысловое	1	1
72	и небо и	1	1
73	пространство и время	1	1
74	в отвлечении от	5	1
75	не со стороны	2	1
76	в основе своей	1	1
77	мира в котором	2	1
78	между жизнью и	1	1
79	одного и того	1	1
80	в большинстве случаев	1	1
81	всей его полноте	1	1
82	в том смысле	1	1
83	возможное смысловое единство	1	1
84	возможна только в	1	1
85	действительной жизни и	1	1
86	для того чтобы	1	1
87	здесь не в	1	1
88	того мира в	1	1
89	не вступает в	1	1
