N	3gram	Potebnia_M_4	Psycholo
1	на то что	4	12
2	в том что	7	11
3	и в самом	1	10
4	с точки зрения	3	9
5	то же самое	4	8
6	для того чтобы	4	8
7	все то что	1	6
8	заключается в том	1	6
9	с самого начала	1	6
10	до сих пор	4	5
11	и т п	4	5
12	с одной стороны	1	5
13	с другой стороны	1	5
14	и т д	3	4
15	до такой степени	5	3
16	и в этом	4	3
17	и то и	1	3
18	не имеет никакого	1	3
19	мы могли бы	2	3
20	и то что	4	3
21	там где она	1	3
22	о том что	5	3
23	речь идет о	1	3
24	то и другое	2	3
25	о том как	1	2
26	на самом деле	3	2
27	только в том	2	2
28	и та же	1	2
29	то что в	2	2
30	мы старались показать	1	2
31	вместе с тем	3	2
32	не то что	3	2
33	на наших глазах	1	2
34	в данном случае	2	2
35	может быть не	1	2
36	смысле этого слова	1	2
37	и как бы	2	2
38	не в том	2	2
39	все более и	2	2
40	во всяком случае	3	2
41	мы видели что	1	2
42	мы не можем	3	2
43	образом мы видим	1	2
44	в то время	1	2
45	и вместе с	1	2
46	в свою очередь	1	2
47	более и более	2	2
48	надо было бы	1	2
49	к тому что	1	2
50	в том смысле	2	2
51	было бы совершенно	1	2
52	полагает что если	1	1
53	в том виде	1	1
54	таким образом если	1	1
55	есть не более	1	1
56	что ни слово	1	1
57	таким образом что	2	1
58	из которых один	1	1
59	что так как	1	1
60	потому что в	3	1
61	в одном слове	1	1
62	к одной и	1	1
63	это было бы	1	1
64	в том и	2	1
65	внимание на то	3	1
66	но что в	1	1
67	я от него	1	1
68	обратите внимание на	1	1
69	в силу того	1	1
70	то есть чем	1	1
71	и что только	1	1
72	а не из	1	1
73	еще дальше и	1	1
74	догадаться что он	1	1
75	и в той	1	1
76	имеет для нас	1	1
77	если так то	1	1
78	тогда не было	1	1
79	в том случае	3	1
80	не было бы	1	1
81	таким образом все	1	1
82	в этом отношении	1	1
83	с тем что	4	1
84	в отдельных словах	2	1
85	кроме того что	1	1
86	обратить внимание на	2	1
87	на каждом шагу	1	1
88	заключает в себе	8	1
89	к которым они	1	1
90	и здесь мы	1	1
91	может быть и	1	1
92	меня то что	1	1
93	а если так	1	1
94	том случае если	1	1
95	конечно не в	1	1
96	то есть из	1	1
97	здесь мы имеем	1	1
98	что прежде было	2	1
99	такой степени что	1	1
100	разным случаям и	1	1
101	том что как	1	1
102	в той же	1	1
103	та и другая	1	1
104	как один из	1	1
105	на второй план	1	1
106	целым рядом других	1	1
107	дело не в	1	1
108	очевидно что и	1	1
109	для меня то	2	1
110	что все эти	1	1
111	одна и та	1	1
112	может быть названо	1	1
113	и той же	1	1
114	но если бы	1	1
115	а между тем	4	1
116	один и тот	2	1
117	что то же	1	1
118	а в том	2	1
119	очевидно что в	2	1
120	сих пор не	1	1
121	старались показать что	1	1
122	что в сущности	1	1
123	ни слово то	1	1
124	сразу догадаться что	1	1
125	таким образом мы	2	1
126	том смысле что	1	1
127	в том чтобы	1	1
128	и если так	1	1
129	если бы мы	1	1
130	и что это	1	1
131	не только не	3	1
132	легко заметить что	1	1
133	что в действительности	1	1
134	никогда еще не	1	1
135	к тому чтобы	1	1
136	можно сказать что	4	1
137	не более как	1	1
138	и когда я	1	1
139	с тем и	2	1
140	но и не	1	1
141	когда я этот	1	1
142	одной и той	1	1
143	том что такое	1	1
144	так что в	1	1
145	не может быть	5	1
146	если обратить внимание	1	1
147	подобно тому как	2	1
148	что если бы	2	1
149	и тот же	2	1
