N	2gram	Kanaev_Sov_1	Narrotol
1	не только	4	32
2	может быть	12	25
3	и не	6	20
4	и в	7	19
5	в том	4	18
6	в этом	7	17
7	не в	3	14
8	том что	1	14
9	а не	3	12
10	а в	4	11
11	точки зрения	12	10
12	не может	17	10
13	при этом	3	9
14	в мире	1	9
15	в его	2	9
16	в себе	3	8
17	и т.п	1	8
18	с другой	1	8
19	не является	1	8
20	еще не	3	7
21	по отношению	1	7
22	все же	3	7
23	времени и	2	7
24	как и	6	7
25	и т.д	3	7
26	с одной	2	7
27	одной стороны	1	7
28	такого рода	2	7
29	с его	1	6
30	но не	1	6
31	точка зрения	1	6
32	о том	1	6
33	именно в	1	6
34	отношению к	1	6
35	но в	3	6
36	между двумя	1	5
37	отличие от	2	5
38	отнюдь не	3	5
39	уже не	2	5
40	в этой	3	5
41	в отличие	2	5
42	по себе	1	5
43	и его	1	5
44	к нему	1	5
45	или иной	2	5
46	в данном	1	5
47	данном случае	1	4
48	все те	2	4
49	то же	3	4
50	из которых	2	4
51	за собой	1	4
52	в нем	3	4
53	но все	2	4
54	было бы	3	4
55	точку зрения	4	4
56	связи с	1	4
57	той или	1	4
58	те же	1	4
59	одного из	1	4
60	же время	1	4
61	во втором	1	4
62	только в	1	4
63	у него	2	4
64	прежде всего	5	4
65	как бы	4	4
66	отличается от	3	4
67	же в	1	4
68	одной из	1	4
69	сказать что	1	4
70	это и	1	3
71	в первом	3	3
72	же как	1	3
73	жизни как	1	3
74	в ней	1	3
75	может не	3	3
76	бы то	1	3
77	если в	1	3
78	хотя и	1	3
79	что это	2	3
80	уже в	3	3
81	из этих	2	3
82	он не	1	3
83	то ни	2	3
84	не будет	1	3
85	в третьем	2	3
86	ни в	1	3
87	обратимся к	1	3
88	тем не	2	3
89	не менее	2	3
90	в то	1	3
91	одна из	3	3
92	никогда не	1	3
93	могут быть	2	3
94	как будет	1	3
95	как мы	2	3
96	с ее	1	3
97	свою очередь	2	3
98	в конечном	1	3
99	один из	1	3
100	из них	4	3
101	из двух	3	3
102	и даже	2	3
103	в свою	2	3
104	что в	2	3
105	ни было	1	3
106	жизни в	1	3
107	жизни и	4	3
108	как известно	2	2
109	и потому	3	2
110	самом деле	2	2
111	идет о	1	2
112	здесь и	1	2
113	к другому	1	2
114	и до	1	2
115	оно может	1	2
116	мы имеем	1	2
117	говорить о	2	2
118	в будущем	1	2
119	имеют место	1	2
120	между собой	3	2
121	он сам	1	2
122	иное как	1	2
123	но как	1	2
124	нет и	4	2
125	другой день	1	2
126	независимо от	1	2
127	в своем	1	2
128	все эти	5	2
129	в известном	1	2
130	и тот	1	2
131	роль в	2	2
132	та же	1	2
133	будет продолжаться	1	2
134	человека в	1	2
135	его в	1	2
136	это не	4	2
137	несмотря на	1	2
138	жизни но	1	2
139	с точки	5	2
140	процесса и	1	2
141	описания и	1	2
142	зрения и	1	2
143	она не	1	2
144	в обоих	1	2
145	что иное	1	2
146	не имеет	1	2
147	ничего не	6	2
148	и соответственно	1	2
149	когда мы	3	2
150	то они	1	2
151	то она	1	2
152	на другой	1	2
153	приводит к	2	2
154	можно было	1	2
155	или в	1	2
156	с человеком	1	2
157	во всей	1	2
158	и только	1	2
159	известном смысле	1	2
160	может оказаться	1	2
161	он уже	1	2
162	конечном счете	1	2
163	сами по	1	2
