N	3gram	Bakhtin_Fr_8	Marksizm
1	с точки зрения	2	13
2	не может быть	2	10
3	по отношению к	1	8
4	то же время	10	8
5	в то же	10	8
6	в связи с	3	7
7	для того чтобы	2	6
8	в том что	6	6
9	в самом деле	1	5
10	то же самое	1	5
11	может быть и	1	5
12	но в то	2	5
13	с самого начала	1	5
14	в большинстве случаев	6	5
15	бы то ни	2	4
16	то ни было	1	4
17	на самом деле	1	4
18	той или иной	1	4
19	в той или	1	3
20	самом же деле	1	3
21	как мы сказали	1	3
22	в отличие от	1	3
23	на самом же	1	3
24	до сих пор	8	3
25	с одной стороны	2	3
26	о том что	2	3
27	как мы уже	2	3
28	как мы видели	2	3
29	одной стороны и	1	2
30	какой бы то	1	2
31	более или менее	2	2
32	быть и речи	1	2
33	а не к	1	2
34	как целое не	1	2
35	но и в	1	2
36	или иной степени	1	2
37	до настоящего времени	3	2
38	оно ни было	1	2
39	лишь там где	1	2
40	в узком смысле	2	2
41	и прежде всего	1	2
42	и до настоящего	2	2
43	к тому же	1	2
44	в другом месте	3	1
45	но и все	1	1
46	а следовательно и	1	1
47	прямо сказать что	1	1
48	лишена подхода к	1	1
49	дело в том	2	1
50	с одним из	2	1
51	мы уже сказали	1	1
52	и так сказать	1	1
53	и т.п то	1	1
54	только в контексте	1	1
55	в том числе	3	1
56	и все вообще	1	1
57	является в сущности	1	1
58	обстоит дело с	1	1
59	том что это	1	1
60	в нем и	2	1
61	на внутренней территории	1	1
62	за пределы нашей	1	1
63	и для понимания	1	1
64	до известной степени	1	1
65	в той же	3	1
66	что все эти	1	1
67	они вступают в	1	1
68	в этом отношении	1	1
69	но он не	1	1
70	том числе и	2	1
71	то что обычно	1	1
72	в этом процессе	2	1
73	и в других	1	1
74	уже говорили что	5	1
75	но более того	1	1
76	и тогда когда	1	1
77	если же мы	1	1
78	как мы знаем	1	1
79	мы полагаем что	1	1
80	и не имеет	1	1
81	пределы нашей работы	1	1
82	в сущности это	1	1
83	по сравнению с	1	1
84	там и тогда	1	1
85	во всех этих	1	1
86	а с другой	1	1
87	бы оно ни	1	1
88	мы уже говорили	7	1
89	язык в процессе	1	1
90	и в основе	1	1
91	тем или иным	1	1
92	как впрочем и	1	1
93	противостоят друг другу	1	1
94	можно прямо сказать	1	1
95	с другой стороны	2	1
96	с такою же	1	1
97	мы видели что	3	1
98	и т.п эта	1	1
99	в контексте определенных	1	1
100	при этом как	1	1
101	таким образом в	1	1
102	они и не	1	1
103	так и в	1	1
104	же время это	1	1
105	никогда не может	1	1
106	эти оценки и	1	1
107	если бы в	1	1
108	впрочем и в	1	1
109	только в потоке	1	1
110	и в особенности	2	1
111	понимания и оценки	1	1
112	можно сказать что	2	1
113	конечно не в	1	1
114	друг с другом	1	1
115	как бы оно	1	1
116	как и в	4	1
117	контексте определенных высказываний	1	1
