N	3gram	Bakhtin_Pr_1	Vladivir
1	в том что	7	10
2	о том что	2	8
3	с точки зрения	15	6
4	не может быть	3	6
5	как раз и	1	5
6	в конце концов	4	5
7	и в этом	3	5
8	дело в том	1	5
9	точно так же	1	4
10	и то что	1	4
11	у него в	1	4
12	в то время	2	4
13	в этом смысле	9	3
14	хотя бы и	2	3
15	бы то ни	3	3
16	то что в	1	3
17	во всяком случае	3	3
18	в то же	7	3
19	в отличие от	2	3
20	само по себе	2	3
21	что и в	1	3
22	то ни стало	1	2
23	из этих трех	1	2
24	во что бы	1	2
25	в этом отношении	5	2
26	и в то	3	2
27	что бы то	1	2
28	так же как	1	2
29	в данном случае	2	2
30	то время как	1	2
31	с другой стороны	2	2
32	в себе и	1	2
33	то же время	7	2
34	к нему и	2	2
35	то есть о	1	2
36	к тому что	1	2
37	что весь этот	1	1
38	как и его	1	1
39	является как раз	1	1
40	потому что он	2	1
41	необходимо заметить что	1	1
42	а не к	1	1
43	а следовательно и	1	1
44	но вовсе не	1	1
45	не теряя своей	1	1
46	смысле как мы	1	1
47	а потому и	1	1
48	да и не	1	1
49	том что это	1	1
50	и не только	1	1
51	целом то есть	1	1
52	так как в	1	1
53	не только с	1	1
54	в том и	1	1
55	том что он	4	1
56	же как и	1	1
57	до сих пор	2	1
58	приходится признать что	1	1
59	ведь только это	1	1
60	он говорит о	1	1
61	в этой статье	1	1
62	у него не	1	1
63	только в своем	1	1
64	сказать что для	1	1
65	и не столь	1	1
66	только то что	2	1
67	что в нем	1	1
68	несмотря на свою	1	1
69	можно было бы	3	1
70	перед нами не	1	1
71	находятся во взаимном	1	1
72	почти такой же	1	1
73	с этой точки	1	1
74	то и другое	1	1
75	в своей статье	1	1
76	может быть и	1	1
77	и что в	1	1
78	ни в одном	1	1
79	не только в	1	1
80	то ни было	2	1
81	он знает что	1	1
82	идея как предмет	2	1
83	в какой бы	1	1
84	еще не успел	1	1
85	как будто бы	1	1
86	в известном смысле	1	1
87	притом не только	1	1
88	но и не	2	1
89	в противном случае	1	1
90	все же не	1	1
91	какой бы то	1	1
92	только с точки	1	1
93	этом смысле его	1	1
94	то что он	1	1
95	все то что	3	1
96	как впрочем и	1	1
97	этой точки зрения	1	1
98	понять и то	1	1
99	а вместе с	1	1
100	раз и навсегда	2	1
101	мы не можем	1	1
102	и притом в	1	1
103	бы это было	1	1
104	это и есть	3	1
105	прежде всего свобода	1	1
106	с самого начала	2	1
107	не только не	1	1
108	жизни а не	1	1
109	но все эти	1	1
110	в самом деле	2	1
111	выходит за пределы	2	1
112	бы он ни	1	1
113	заключается в том	2	1
114	мы видим что	1	1
115	бы в себе	1	1
116	не соглашаться с	1	1
117	по этому вопросу	1	1
118	в письме к	1	1
119	всего свобода и	1	1
120	для того чтобы	2	1
121	не довлеет себе	1	1
122	то же самое	1	1
123	и как автор	1	1
124	если бы эти	1	1
125	но находится в	1	1
