N	3gram	Losev_Dial_2	VeschiIm
1	и т д	15	20
2	не может быть	3	18
3	это значит что	8	17
4	бы то ни	1	9
5	что иное как	3	8
6	не что иное	3	8
7	т д и	2	7
8	т е в	3	7
9	д и т	2	7
10	от всего прочего	1	6
11	может быть только	2	6
12	по крайней мере	9	6
13	не есть ни	6	6
14	в том что	6	6
15	одно и то	4	5
16	содержит в себе	3	5
17	и то же	4	5
18	есть не что	2	5
19	тем не менее	2	5
20	с точки зрения	8	4
21	и то что	1	4
22	не есть только	3	4
23	что не есть	1	4
24	не только в	2	4
25	то же время	4	4
26	от того что	2	4
27	в то же	3	4
28	не есть просто	1	4
29	более или менее	2	3
30	в самом деле	3	3
31	подобно тому как	1	3
32	можно ли сказать	1	3
33	ли сказать что	1	3
34	что она есть	1	3
35	и не только	5	3
36	и в то	1	3
37	сам по себе	3	3
38	то и другое	1	3
39	вместе с тем	1	3
40	но что такое	1	3
41	все же не	1	3
42	а если она	1	3
43	только то что	4	3
44	само по себе	2	3
45	сама по себе	7	3
46	значит что я	1	3
47	но не есть	1	2
48	не может не	3	2
49	по смыслу своему	1	2
50	есть нечто совершенно	2	2
51	можно сказать что	3	2
52	то это значит	1	2
53	но это значит	1	2
54	но даже и	1	2
55	как бы ни	2	2
56	о том как	1	2
57	мы находим в	1	2
58	значит что она	1	2
59	не есть ли	4	2
60	в отдельности и	1	2
61	и в частности	2	2
62	о вещах и	1	2
63	в данном случае	2	2
64	никогда не есть	1	2
65	что ему не	1	2
66	того что она	1	2
67	я не буду	1	2
68	есть не только	1	2
69	есть не просто	2	2
70	то не только	1	2
71	заключается в том	1	2
72	ни с чем	1	2
73	но что же	1	2
74	и даже не	1	2
75	ни тем более	1	2
76	к тому что	1	2
77	так что в	1	2
78	всего прочего и	1	2
79	она не может	1	2
80	реальное бытие и	1	2
81	так или иначе	2	2
82	и может быть	3	1
83	а потому что	1	1
84	сознания и бытия	3	1
85	но как раз	1	1
86	что несмотря на	1	1
87	имеется в виду	2	1
88	а потом уже	2	1
89	что она не	1	1
90	только потому что	1	1
91	того что в	1	1
92	только лишь как	1	1
93	с чем не	1	1
94	что это значит?	1	1
95	это было бы	1	1
96	т е прежде	1	1
97	и в смысле	1	1
98	мы уже сказали	1	1
99	какой стороны не	1	1
100	и ни на	1	1
101	не больше как	3	1
102	только в порядке	1	1
103	в этом смысле	1	1
104	есть прежде всего	1	1
105	том что он	1	1
106	и все вообще	1	1
107	того или другого	1	1
108	одной стороны и	1	1
109	да и то	1	1
110	как это было	2	1
111	до сих пор	2	1
112	с какой стороны	1	1
113	и не может	1	1
114	вещи как вещи	1	1
115	сих пор мы	1	1
116	– независимо от	1	1
117	в зависимости от	2	1
118	вещи а не	1	1
119	сами по себе	3	1
120	она сама с	1	1
121	не то что	1	1
122	е более или	1	1
123	по себе и	1	1
124	они вообще не	1	1
125	бы оно было	1	1
126	в себе и	1	1
127	что не только	1	1
128	ни с какой	1	1
129	е прежде всего	1	1
130	не то как	1	1
131	а без этого	2	1
132	на бытие и	1	1
133	вещь есть не	1	1
134	бы меня ни	1	1
135	не есть его	1	1
136	не есть она	1	1
137	ни убеждали что	1	1
138	и говорить о	2	1
139	это – тоже	1	1
140	тем или другим	2	1
141	д все это	1	1
142	ни в какой	2	1
143	может быть и	3	1
144	то что можно	1	1
145	меня ни убеждали	1	1
146	что бы то	1	1
147	как раз в	1	1
148	потому что он	2	1
149	чтобы она была	1	1
150	то время как	3	1
151	бы и не	1	1
152	так же как	1	1
153	не потому что	6	1
154	то что есть	2	1
155	крайней мере три	1	1
156	я не стану	2	1
157	есть не больше	1	1
158	не только выражение	1	1
159	с одной стороны	1	1
160	как равно и	1	1
161	в конце концов	1	1
162	можно и не	1	1
163	не просто вещь	1	1
164	в определенном направлении	1	1
165	мы будем говорить	1	1
166	и в этом	1	1
167	личности а не	1	1
168	однажды я уже	1	1
169	тех или других	2	1
170	или по крайней	2	1
171	и как бы	1	1
172	а не сама	3	1
173	это – такое	1	1
174	не в том	1	1
175	какая разница между	1	1
176	в каком случае	2	1
177	потому что она	5	1
178	это не значит	2	1
179	– одна из	1	1
180	это – не	2	1
181	е в конце	1	1
182	т д все	1	1
