N	2gram	Bakhtin_fo_1	Istorich
1	и в	50	26
2	так как	6	18
3	в египте	1	16
4	мы имеем	1	14
5	никогда не	2	13
6	потому что	4	13
7	и на	8	12
8	в этом	25	12
9	таким образом	11	12
10	в том	9	12
11	что в	5	12
12	может быть	11	11
13	и т	8	10
14	не только	9	10
15	том что	4	10
16	в образе	5	10
17	с другой	2	10
18	и не	14	10
19	еще не	5	9
20	что он	1	9
21	но и	8	9
22	и это	4	8
23	все эти	9	8
24	все же	6	8
25	в нем	24	8
26	на том	1	8
27	с ним	2	8
28	вместе с	3	8
29	например в	6	7
30	но в	10	7
31	мы можем	1	7
32	и его	16	7
33	о том	1	7
34	с одной	3	7
35	уже не	2	7
36	у него	6	7
37	одной стороны	2	7
38	мы уже	11	6
39	мы не	3	6
40	как в	6	6
41	как он	2	6
42	в ином	1	6
43	так в	1	6
44	и с	4	6
45	то что	6	6
46	связан с	1	6
47	этом случае	1	6
48	в более	2	6
49	ее в	2	6
50	не может	6	6
51	то же	11	5
52	в ней	4	5
53	в жертву	1	5
54	чаще всего	1	5
55	и этим	1	5
56	как и	8	5
57	же мы	1	5
58	в то	9	5
59	так и	12	5
60	в его	13	5
61	мы видим	3	5
62	только в	4	5
63	тем что	2	5
64	связаны с	3	5
65	у нас	1	5
66	там где	2	5
67	его в	3	5
68	как мы	14	4
69	и он	1	4
70	с его	9	4
71	что оно	1	4
72	но как	1	4
73	этого мотива	1	4
74	из этих	1	4
75	имеем в	1	4
76	и по	2	4
77	здесь мы	1	4
78	это не	6	4
79	с тем	3	4
80	на землю	1	4
81	здесь же	1	4
82	здесь еще	2	4
83	совершенно ясно	1	4
84	но здесь	1	4
85	а также	2	4
86	что и	3	4
87	он имеет	1	4
88	в других	9	4
89	до сих	3	4
90	прежде всего	15	4
91	одну из	1	4
92	описывается как	1	4
93	как бы	2	4
94	в это	2	4
95	сих пор	3	4
96	у них	2	4
97	же как	2	3
98	и через	1	3
99	связана с	1	3
100	и то	4	3
101	время как	5	3
102	из которых	1	3
103	видели как	1	3
104	мы наблюдали	1	3
105	независимо от	1	3
106	тех случаях	1	3
107	и наконец	1	3
108	та же	1	3
109	в себе	3	3
110	вообще не	3	3
111	главным образом	1	3
112	при этом	3	3
113	если бы	5	3
114	уже видели	1	3
115	и вот	1	3
116	в них	4	3
117	нет в	2	3
118	попадает в	2	3
119	в своей	2	3
120	таким же	1	3
121	и ее	3	3
122	в одном	3	3
123	не в	5	3
124	их в	3	3
125	она не	1	3
126	например у	3	3
127	к концу	3	3
128	могут быть	5	3
129	как только	1	3
130	его с	1	3
131	приходит к	1	3
132	и другие	5	3
133	данном случае	1	3
134	то время	4	3
135	если они	2	3
136	от него	1	3
137	стороны он	1	3
138	один из	3	3
139	в качестве	3	3
140	не происходит	1	3
141	так что	1	3
142	при помощи	1	3
143	и других	3	3
144	эти три	1	3
145	и только	1	3
146	далеко не	2	3
147	но есть	1	3
148	от этого	2	3
149	не было	7	3
150	в частности	6	3
151	в него	1	3
152	к своему	2	3
153	в данном	2	3
154	наряду с	5	3
155	в тех	1	3
156	и от	1	3
157	кроме того	4	3
158	случаях когда	1	3
159	или в	3	3
160	вопрос о	2	3
161	на первый	1	3
162	на берегу	1	3
163	а в	3	3
164	и эта	2	3
165	сказать что	3	3
166	является и	1	3
167	этим объясняется	1	3
168	в своих	1	3
169	к этому	3	3
170	они не	3	3
171	ту же	2	2
172	того же	8	2
173	здесь и	2	2
174	не умирает	1	2
175	всех его	1	2
176	он был	1	2
177	первый план	1	2
178	но не	5	2
179	могло быть	4	2
180	то он	1	2
181	по отношению	3	2
182	должны были	1	2
183	в свои	1	2
184	на то	1	2
185	с этим	6	2
186	в своем	4	2
187	что касается	1	2
188	перед нами	1	2
189	и как	10	2
190	в фольклоре	1	2
191	увидим что	1	2
192	и конечно	1	2
193	что это	1	2
194	в этой	1	2
195	и они	1	2
196	то и	1	2
197	и до	5	2
198	но он	2	2
199	и те	3	2
200	он не	5	2
201	чтобы они	4	2
202	но все	5	2
203	человека в	17	2
204	на этой	4	2
205	живет в	1	2
206	было бы	2	2
207	уже знаем	1	2
208	и соответствующие	1	2
209	здесь нет	3	2
210	по всему	1	2
211	ни в	8	2
212	вовсе не	13	2
213	и некоторые	1	2
214	в эту	1	2
215	начиная от	2	2
216	в которых	2	2
217	миф о	1	2
218	своего рода	1	2
219	образом и	1	2
220	которые в	1	2
221	силу и	1	2
222	есть еще	1	2
223	что этот	1	2
224	связей с	1	2
