N	2gram	Vygotskiy__5	FransuaR
1	и в	30	65
2	то есть	13	45
3	и др	1	24
4	как бы	19	22
5	и не	6	22
6	вовсе не	3	18
7	и т.п	1	17
8	в сущности	12	16
9	в том	27	16
10	в этом	14	15
11	но в	5	14
12	в нем	7	13
13	мы уже	6	12
14	и на	3	11
15	прежде всего	4	11
16	все эти	2	10
17	не только	16	10
18	и его	6	10
19	так и	3	10
20	но и	6	10
21	и потому	5	10
22	во всех	2	9
23	в его	4	9
24	все это	2	9
25	в своем	6	8
26	в основе	7	8
27	и даже	2	8
28	здесь в	1	8
29	по своему	1	8
30	и другие	3	8
31	формы и	3	7
32	точки зрения	7	7
33	в области	1	7
34	только в	5	7
35	жизни и	6	7
36	на самом	2	6
37	в ней	4	6
38	еще не	5	6
39	все же	7	6
40	главным образом	1	6
41	при этом	8	6
42	том что	21	6
43	в отношении	2	6
44	никогда не	9	6
45	как мы	5	6
46	времени и	3	6
47	искусства и	5	6
48	в значительной	1	6
49	так как	9	6
50	может быть	11	6
51	не знает	2	6
52	сказать что	9	6
53	связана с	1	5
54	с его	2	5
55	отличие от	2	5
56	как в	3	5
57	на протяжении	1	5
58	в них	4	5
59	рядом с	5	5
60	как и	6	5
61	в своей	4	5
62	потому что	23	5
63	той или	2	5
64	между тем	1	5
65	для него	3	5
66	в одном	2	5
67	или иной	2	5
68	еще и	1	5
69	превращается в	1	5
70	в частности	4	5
71	в той	3	5
72	и все	4	5
73	еще более	1	5
74	в большей	2	5
75	в своих	5	5
76	здесь и	1	4
77	и до	2	4
78	начала в	1	4
79	и к	4	4
80	поэтому и	1	4
81	в самом	14	4
82	в этой	5	4
83	были связаны	1	4
84	так сказать	1	4
85	во время	1	4
86	в их	3	4
87	в отличие	2	4
88	не в	8	4
89	до сих	5	4
90	шекспира и	1	4
91	связи с	2	4
92	в жизни	1	4
93	из них	2	4
94	отношение к	1	4
95	сих пор	5	4
96	для нас	3	4
97	между ними	2	4
98	совершенно не	6	4
99	это в	3	4
100	в применении	1	3
101	самом деле	8	3
102	по его	3	3
103	мы и	1	3
104	конечно и	1	3
105	почти на	2	3
106	мы будем	1	3
107	не просто	1	3
108	и вовсе	1	3
109	в себя	2	3
110	уже не	1	3
111	но все	2	3
112	то что	37	3
113	в себе	5	3
114	и с	2	3
115	на этой	1	3
116	это не	3	3
117	далеко не	1	3
118	в ее	3	3
119	с точки	2	3
120	он дает	2	3
121	но это	1	3
122	уже сказали	1	3
123	даже в	1	3
124	к некоторым	1	3
125	на котором	1	3
126	взглянуть на	1	3
127	ничего не	2	3
128	преимущественно в	2	3
129	у шекспира	6	3
130	этом отношении	3	3
131	и здесь	6	3
132	не могут	3	3
133	всегда в	1	3
134	в виду	4	3
135	и вообще	1	3
136	о нем	1	3
137	с другой	9	3
138	и во	1	3
139	к нему	1	3
140	в форме	2	3
141	что он	17	3
142	но как	1	3
143	как раз	13	3
144	в других	1	3
145	даже и	2	3
146	не были	1	3
147	связаны с	1	3
148	и эта	2	3
149	нет ничего	1	3
150	и их	1	3
151	применении к	1	3
152	его роман	1	3
153	в состоянии	3	3
154	обычной жизни	1	3
155	но для	1	3
156	не является	2	3
157	и ни	2	3
158	от всех	1	3
159	не может	9	3
160	что в	24	3
161	в искусстве	6	3
162	отношения к	2	2
163	одним из	1	2
164	например в	1	2
165	нам кажется	2	2
166	это очень	2	2
167	вся она	1	2
168	из всех	1	2
169	для своего	1	2
170	всех его	1	2
171	так называемые	1	2
172	и он	2	2
173	он был	2	2
174	на них	1	2
175	в чем	1	2
176	различия между	2	2
177	но не	7	2
178	времени то	1	2
179	нет и	1	2
180	форме и	1	2
181	мы дадим	1	2
182	и наконец	3	2
183	из этих	3	2
184	во многих	1	2
185	он не	3	2
186	тело не	1	2
187	не к	1	2
188	человеческого тела	1	2
189	и вот	2	2
190	на его	3	2
191	его от	1	2
192	так например	3	2
193	эта же	1	2
194	а затем	2	2
195	это целое	1	2
196	жизни но	1	2
197	в этих	3	2
198	но эта	1	2
199	их в	1	2
200	бы быть	1	2
201	и очень	1	2
202	при всех	1	2
203	дело в	2	2
204	на него	1	2
205	в процессе	1	2
206	этих двух	7	2
207	всего на	1	2
208	во всем	2	2
209	к себе	1	2
210	и именно	4	2
211	есть только	2	2
212	могут быть	8	2
213	к тому	8	2
214	и это	8	2
215	которого мы	2	2
216	значительной мере	1	2
217	и этим	1	2
218	приводит к	2	2
219	во многом	1	2
220	понятно что	2	2
221	стремление к	1	2
222	из основных	1	2
223	и начало	1	2
224	мы всегда	1	2
225	о том	10	2
226	можно сказать	2	2
227	основе своей	1	2
228	ни на	1	2
229	воспринимается как	1	2
230	мы видим	8	2
231	этот вопрос	4	2
232	с одной	12	2
233	только на	4	2
234	или даже	1	2
235	о шекспире	1	2
236	от того	4	2
237	смерти и	1	2
238	этих образов	1	2
